,reward,succeed,actor_loss,critic_loss
0,285.17470634713715,False,310.7799987792969,23053.486328125
1,286.04205652750545,False,309.8131103515625,23109.357421875
2,285.6661348046081,False,312.49066162109375,23076.73828125
3,287.5102353784335,False,309.77874755859375,23389.4140625
4,274.84518988117634,False,293.8299865722656,20961.630859375
5,274.85443224274235,False,294.20562744140625,20969.830078125
6,284.82014869131734,False,308.3333435058594,22849.515625
7,278.7356545518689,False,296.4569091796875,21640.97265625
8,282.41564538190204,False,307.2588195800781,22419.634765625
9,288.02357087566685,False,313.1075134277344,23571.3125
10,287.95767353877375,False,311.0748596191406,23531.765625
11,289.7340522558035,False,314.2731018066406,23854.033203125
12,276.02597737897565,False,293.0634460449219,21127.4765625
13,285.86809857432894,False,306.93621826171875,22999.146484375
14,287.4481818347064,False,313.9289245605469,23381.130859375
15,288.6106261255482,False,312.762451171875,23633.087890625
16,279.6888581443562,False,295.2154541015625,21747.96875
17,278.7355378490234,False,298.7363586425781,21590.720703125
18,282.81869736875655,False,301.3043212890625,22438.8671875
19,282.02610916435043,False,298.1291198730469,22194.2578125
20,279.45376510009027,False,296.9403381347656,21816.5390625
21,275.0665013128902,False,295.90386962890625,21161.591796875
22,279.5448587152762,False,304.718505859375,21800.41796875
23,288.1483806985031,False,307.9396057128906,23519.451171875
24,282.2451759979552,False,304.49774169921875,22348.93359375
25,279.6259224581325,False,300.57354736328125,21989.177734375
26,277.1313765656899,False,290.5277099609375,21390.619140625
27,282.0846061789592,False,303.94281005859375,22299.763671875
28,286.482117209601,False,311.8372802734375,23281.970703125
29,277.8657136660505,False,297.8524169921875,21365.5390625
30,279.71190967600194,False,297.4244384765625,21897.884765625
31,277.6982892957082,False,293.2209167480469,21555.86328125
32,285.386014126438,False,308.8391418457031,22962.076171875
33,276.01081088949996,False,292.6291198730469,21172.966796875
34,282.4522728838921,False,300.4653015136719,22341.21875
35,283.92412614361933,False,307.7400817871094,22746.345703125
36,278.47844002864184,False,296.2511291503906,21573.98828125
37,278.86635862095056,False,298.906982421875,21769.34375
38,289.2723664896938,False,313.73504638671875,23842.671875
39,283.2790331898888,False,306.0639343261719,22551.59765625
40,286.92723603451697,False,310.98443603515625,23284.98046875
41,278.039870960734,False,296.62982177734375,21441.705078125
42,282.01521306890766,False,304.6870422363281,22279.001953125
43,280.2995051432292,False,298.2886047363281,21847.68359375
44,283.66529940065374,False,305.1767883300781,22575.076171875
45,285.29632867884254,False,306.71734619140625,22889.087890625
46,284.7436513086815,False,306.8454895019531,22890.943359375
47,288.99051454417315,False,309.7011413574219,23692.71875
48,274.90998732907514,False,296.1932678222656,20988.259765625
49,285.059089494701,False,307.8861389160156,22895.88671875
50,285.3060648511903,False,310.2275085449219,22863.900390625
51,285.3314465114123,False,309.542724609375,22986.521484375
52,278.9107130717615,False,297.8926696777344,21787.892578125
53,286.8604840558592,False,307.7603759765625,23255.333984375
54,281.7547111044205,False,304.87298583984375,22446.60546875
55,287.291503207922,False,310.3520202636719,23272.453125
56,277.84669832284237,False,296.514892578125,21446.947265625
57,278.27258859215226,False,296.083740234375,21589.173828125
58,283.6622562570565,False,308.06536865234375,22671.08984375
59,280.60229350119226,False,295.93927001953125,21893.138671875
60,276.6689123562003,False,301.1088562011719,21333.197265625
61,279.1570414978091,False,298.0324401855469,21694.263671875
62,283.1046798161257,False,306.3189697265625,22532.6953125
63,280.2565141225204,False,300.7167663574219,21927.109375
64,287.9191831525487,False,316.3050842285156,23477.98046875
65,281.18464147348857,False,297.4986267089844,22014.76953125
66,283.35532442361443,False,307.7972717285156,22640.7109375
67,283.93622815004676,False,307.56817626953125,22628.65234375
68,286.71754010632895,False,310.4867248535156,23208.19140625
69,284.0965920145746,False,309.4652099609375,22686.1953125
