,cumulated_reward,succeed,actor_loss,critic_loss
0,-21.65133512243709,False,-26.71831512451172,161.0070343017578
1,-21.35601169438109,False,-24.896738052368164,146.1705322265625
2,-20.870245812357105,False,-25.13308906555176,147.3137969970703
3,-10.654265755234494,False,-11.243431091308594,30.47504425048828
4,-13.781315553567207,False,-15.855876922607422,57.96451568603516
5,-19.77118350234225,False,-26.00869369506836,143.96380615234375
6,-14.59263638392382,False,-15.210610389709473,59.1582145690918
7,-13.65839439088613,False,-14.920735359191896,54.95140075683594
8,-11.906098558136954,False,-12.610099792480469,38.05698776245117
9,-22.871960474732404,False,-27.416391372680664,175.44619750976562
10,-19.24904077594901,False,-22.845666885375977,123.9279327392578
11,-10.63731376730747,False,-11.25798225402832,29.96055603027344
12,-12.1031183899175,False,-12.189773559570312,37.51939010620117
13,-12.747509389859834,False,-13.10850429534912,44.11881637573242
14,-15.646783069976085,False,-17.244853973388672,69.99656677246094
15,-15.188505707472652,False,-15.22190284729004,61.86915588378906
16,-17.858065589350833,False,-20.04472923278809,99.62870025634766
17,-13.881642530410494,False,-14.107020378112791,49.10127258300781
18,-16.346145804235487,False,-17.025848388671875,73.97301483154297
19,-15.190565853286214,False,-16.112274169921875,62.69357681274414
20,-16.609157442034032,False,-17.209171295166016,75.16948699951172
21,-20.304939291153428,False,-24.23331451416016,132.76504516601562
22,-11.253249833089336,False,-12.178176879882812,34.1910514831543
23,-16.508387727210618,False,-20.60255622863769,90.39649963378906
24,-16.43149457228955,False,-19.936607360839844,88.28596496582031
25,-19.85929742990941,False,-23.65233612060547,125.69764709472656
26,-17.189416619761094,False,-20.78511047363281,98.14833068847656
27,-18.242225858153663,False,-22.28706932067871,107.37100219726562
28,-18.474684898069626,False,-21.23537254333496,108.2304916381836
29,-20.428809597591044,False,-23.81218338012696,134.3332977294922
30,-17.63687406447966,False,-20.033689498901367,92.9428253173828
31,-24.221872760843613,False,-29.435461044311523,193.2870635986328
32,-11.760979724235348,False,-10.96358871459961,32.40569305419922
33,-15.456010814279608,False,-15.907962799072266,62.01636505126953
34,-20.013563821800663,False,-23.299516677856445,126.16629791259766
35,-13.91211132747095,False,-15.038790702819824,51.23023986816406
36,-20.238187250716337,False,-21.674007415771484,117.1679458618164
37,-24.080245353028342,False,-27.954763412475582,183.02029418945312
38,-13.823906628606824,False,-15.676602363586426,51.2824821472168
39,-17.111996843984386,False,-19.86125564575196,93.675048828125
40,-13.795920174680028,False,-15.48917293548584,50.72304916381836
41,-14.082995219709652,False,-14.137897491455078,49.14643478393555
42,-15.422438460646172,False,-16.54105567932129,63.51754379272461
43,-15.412493545664324,False,-16.06753921508789,62.79074478149414
44,-13.02120518725533,False,-14.030235290527344,42.76082611083984
45,-15.85004574378089,False,-16.663143157958984,65.14678192138672
46,-18.035162508017592,False,-20.14309883117676,93.2955322265625
47,-12.177332714446084,False,-11.791359901428224,36.16153335571289
48,-12.193558022052972,False,-11.230829238891602,33.82900619506836
49,-15.671049064095753,False,-16.26321029663086,64.5457763671875
50,-23.36523130758461,False,-26.544065475463867,161.42462158203125
51,-10.391175200941207,False,-8.93118953704834,20.949169158935547
52,-19.76275830450839,False,-21.365333557128903,117.7252197265625
53,-13.966677526962494,False,-14.693254470825195,47.42488098144531
54,-9.360766802926804,False,-7.290988445281982,15.008505821228027
55,-12.729438597858568,False,-12.059269905090332,36.14649963378906
56,-14.088527667676347,False,-14.346564292907717,49.70953369140625
57,-21.389419257724267,False,-23.80061912536621,120.52021026611328
58,-21.29769812811161,False,-26.53512954711914,149.5252685546875
59,-12.017909020598918,False,-10.04765510559082,28.72677230834961
60,-27.839012692133625,False,-33.211952209472656,224.748779296875
61,-13.080490268800876,False,-12.00106143951416,34.79557037353516
62,-16.52828733179122,False,-16.933685302734375,66.71593475341797
63,-13.899487378569177,False,-12.772207260131836,43.70856475830078
64,-15.290896851803602,False,-13.007312774658203,44.74250793457031
65,-12.061587941706687,False,-10.735604286193848,27.740936279296875
66,-14.804322190003354,False,-15.473599433898926,54.47809600830078
67,-19.6995896667901,False,-23.33683013916016,110.5704345703125
68,-12.574468736067104,False,-13.227923393249512,35.28285598754883
69,-13.07062902442373,False,-11.190546989440918,32.13798904418945
70,-15.450676654568904,False,-15.06079387664795,53.47792053222656
71,-15.6145104475206,False,-15.237997055053713,55.16278076171875
72,-12.911454300252192,False,-11.857003211975098,30.805418014526367
73,-12.647291986295684,False,-11.012681007385254,28.99390983581543
74,-13.277265528990084,False,-12.033881187438965,36.88456344604492
75,-13.784990403158172,False,-13.763330459594728,42.85840225219727
76,-12.455247425394274,False,-9.23299503326416,26.77486991882324
77,-11.95587452199794,False,-9.414417266845703,23.023576736450195
78,-12.295863988796064,False,-10.001768112182615,25.55290985107422
