,state,action,reward,next_state,distribution
14,"[-0.1866811066865921, -0.17915625870227814, 0.6003859639167786, 0.16249358654022217, 0.7492249011993408, 0.04006359353661537, 0.07377631217241287, -0.054946351796388626, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[-0.1853356368968475, -0.17651281444468747, 0.6093459844825508, 0.16130495165658854, 0.5492250369432603, 0.04053846431744211, 0.07217607154827255, -0.0548392249630435, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.10674107074737549, 0.09820887446403503, 0.10842182487249374, 0.08662140369415283, 0.09615060687065125, 0.0966925248503685, 0.10402636975049973, 0.10189377516508102, 0.09810451418161392, 0.10313904285430908]"
15,"[-0.18533563613891602, -0.17651280760765076, 0.6093459725379944, 0.16130495071411133, 0.5492250323295593, 0.04053846374154091, 0.07217606902122498, -0.05483922362327576, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",6,-2.0,"[-0.17977478093882304, -0.1739984206329046, 0.611194720217239, 0.32538945706468336, 0.5492252463605811, 0.03641966375103503, 0.07502990844284663, -0.068332755943175, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.10585873574018478, 0.09917211532592773, 0.10806232690811157, 0.08664384484291077, 0.09653504192829132, 0.09700530022382736, 0.10415159165859222, 0.10265958309173584, 0.09770708531141281, 0.10220442712306976]"
16,"[-0.17977477610111237, -0.1739984154701233, 0.6111947298049927, 0.32538944482803345, 0.5492252707481384, 0.036419663578271866, 0.07502990961074829, -0.06833275407552719, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",2,2.0,"[-0.17882636928853124, -0.11991167271234549, 0.5957494631587457, 0.3467849326483856, 0.5492252792374237, 0.03331208640115667, 0.06274082932925429, -0.06609833187036851, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.10614743828773499, 0.09871897846460342, 0.10886227339506149, 0.0867803543806076, 0.0965612381696701, 0.096889927983284, 0.10314017534255981, 0.10306723415851593, 0.09787939488887787, 0.10195305943489075]"
17,"[-0.17882636189460754, -0.11991167068481445, 0.5957494378089905, 0.34678491950035095, 0.5492252707481384, 0.03331208601593971, 0.06274083256721497, -0.06609833240509033, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",2,3.0,"[-0.17731041500920064, -0.044150336081226094, 0.5805493643475765, 0.34906009760928214, 0.5492253213277531, 0.02319016279067529, 0.04334722165632121, -0.05895671787853174, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.10612715035676956, 0.09820935130119324, 0.10910741239786148, 0.0867515355348587, 0.09664725512266159, 0.09687743335962296, 0.10307146608829498, 0.10306518524885178, 0.09803682565689087, 0.10210640728473663]"
18,"[-0.17731042206287384, -0.04415033757686615, 0.5805493593215942, 0.3490600883960724, 0.5492253303527832, 0.02319016307592392, 0.04334722086787224, -0.05895671620965004, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",4,1.0,"[-0.17528710633123978, -0.09622079532736905, 0.7358241053768708, 0.3482030008978345, 0.5487728296851624, 0.022649261009942676, 0.03531071701888189, -0.06550221064720174, -0.009691906545932091, 0.09772651735418222, -0.024997752109186644]","[0.10595940053462982, 0.09751466661691666, 0.109452985227108, 0.08677393198013306, 0.09678540378808975, 0.09692887216806412, 0.10313506424427032, 0.10290040820837021, 0.09823713451623917, 0.1023121029138565]"
19,"[-0.17528711259365082, -0.09622079879045486, 0.7358241081237793, 0.34820300340652466, 0.5487728118896484, 0.022649260237812996, 0.035310715436935425, -0.06550221145153046, -0.009691906161606312, 0.09772651642560959, -0.024997752159833908]",1,-2.0,"[-0.2511585966725871, -0.09499155754144795, 0.7324477956483859, 0.32993373893434086, 0.5487730085616547, 0.016121173877068698, 0.036104643432453565, -0.08504229105799144, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10524299740791321, 0.09844455868005753, 0.10958435386419296, 0.08639741688966751, 0.0960158109664917, 0.09708134829998016, 0.10335029661655426, 0.10348324477672577, 0.09805984795093536, 0.10234010219573975]"
20,"[-0.25115859508514404, -0.09499155730009079, 0.7324478030204773, 0.3299337327480316, 0.5487729907035828, 0.01612117327749729, 0.03610464185476303, -0.08504229038953781, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",6,-2.0,"[-0.24506327963216634, -0.09048162442654828, 0.7332865854175221, 0.5065407869849947, 0.548773208503762, 0.012852085900785515, 0.040409324955502146, -0.10151368392959059, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.1049971878528595, 0.09838336706161499, 0.10975989699363708, 0.08638051152229309, 0.09612331539392471, 0.0969918817281723, 0.10357122123241425, 0.10366332530975342, 0.09810053557157516, 0.10202879458665848]"
21,"[-0.24506327509880066, -0.09048162400722504, 0.7332865595817566, 0.5065407752990723, 0.5487732291221619, 0.012852085754275322, 0.04040932655334473, -0.10151368379592896, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",3,-2.0,"[-0.24510891796010625, -0.1285504900339074, 0.742707229336558, 0.504866374365708, 0.5487733911318009, 0.01799968552314106, 0.0489618750555057, -0.10586439999356745, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10541284829378128, 0.09752535820007324, 0.11074967682361603, 0.08630120754241943, 0.09651163220405579, 0.09662959724664688, 0.10274390131235123, 0.10375234484672546, 0.0985025092959404, 0.10187094658613205]"
22,"[-0.24510891735553741, -0.1285504847764969, 0.7427072525024414, 0.504866361618042, 0.5487734079360962, 0.017999686300754547, 0.04896187409758568, -0.10586439818143845, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",9,0.0,"[-0.24342514532122728, -0.1280969901409028, 0.7410800389606589, 0.5033842960291146, 0.3502735394595091, 0.01982733439280672, 0.049262749830171815, -0.10570505965761734, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10548820346593857, 0.09786196053028107, 0.11060420423746109, 0.08631633222103119, 0.09650283306837082, 0.09662263840436935, 0.1027577593922615, 0.10373488813638687, 0.09839028865098953, 0.1017209067940712]"
23,"[-0.2434251457452774, -0.12809698283672333, 0.7410800457000732, 0.5033842921257019, 0.3502735495567322, 0.019827334210276604, 0.04926275089383125, -0.10570506006479263, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",5,0.0,"[-0.2444799982395267, -0.06809936728023924, 0.5626671565531982, 0.5089592924596493, 0.3502735943378563, 0.018335947106133815, 0.06036203790037359, -0.09486873900652071, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10463663190603256, 0.09886080026626587, 0.11002460867166519, 0.08638712763786316, 0.09690498560667038, 0.0969763994216919, 0.10299791395664215, 0.10407260060310364, 0.09835630655288696, 0.10078262537717819]"
24,"[-0.24447999894618988, -0.06809936463832855, 0.5626671314239502, 0.5089592933654785, 0.35027360916137695, 0.018335947766900063, 0.060362037271261215, -0.0948687419295311, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",1,-2.0,"[-0.3151982548198138, -0.06734918384605848, 0.5521780295552832, 0.4962342512805886, 0.35027375868601807, 0.011212617839016364, 0.06279406120254849, -0.10780273205930946, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10554642230272293, 0.09793177992105484, 0.1097068041563034, 0.08675924688577652, 0.09772800654172897, 0.09675615280866623, 0.10260052978992462, 0.10341483354568481, 0.098658986389637, 0.1008971780538559]"
25,"[-0.31519824266433716, -0.06734918057918549, 0.5521780252456665, 0.4962342381477356, 0.3502737581729889, 0.011212618090212345, 0.06279405951499939, -0.10780273377895355, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",4,0.0,"[-0.31167389930774725, -0.09952003027054435, 0.708897718045022, 0.49220502535734845, 0.3502738765689908, 0.011329388091141673, 0.04655445753115217, -0.11784301148618592, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10547371953725815, 0.09773720055818558, 0.1097172275185585, 0.08672041445970535, 0.09792876988649368, 0.09671106189489365, 0.10273485630750656, 0.10358474403619766, 0.09886352717876434, 0.10052850097417831]"
26,"[-0.3116739094257355, -0.09952002763748169, 0.7088977098464966, 0.49220502376556396, 0.35027387738227844, 0.011329388245940208, 0.046554457396268845, -0.11784300953149796, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",0,2.0,"[-0.18485225089548418, -0.0993057829172157, 0.7254906796960503, 0.5173432131142457, 0.3502739849663725, 0.020170374376038747, 0.04255557218102224, -0.09150268713333032, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10456797480583191, 0.09857494384050369, 0.11002377420663834, 0.0863710567355156, 0.09721595793962479, 0.09687764942646027, 0.10315791517496109, 0.10422012954950333, 0.09853183478116989, 0.1004587858915329]"
27,"[-0.1848522573709488, -0.09930578619241714, 0.7254906892776489, 0.5173432230949402, 0.350273996591568, 0.02017037384212017, 0.04255557060241699, -0.09150268882513046, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",6,0.0,"[-0.14686935983508853, -0.08397382506223483, 0.7198671434154882, 0.6962894444724199, 0.3502741658365358, 0.018084164244695486, 0.04953338827910492, -0.09284182558152154, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10478297621011734, 0.09857091307640076, 0.11012806743383408, 0.08642230182886124, 0.09685364365577698, 0.09701645374298096, 0.10281181335449219, 0.1038065180182457, 0.09829915314912796, 0.10130824148654938]"
28,"[-0.14686936140060425, -0.08397382497787476, 0.7198671698570251, 0.6962894201278687, 0.3502741754055023, 0.018084164708852768, 0.04953338950872421, -0.09284182637929916, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",6,-2.0,"[-0.14514657824303345, -0.06171692203761392, 0.7121825279924128, 0.8839078016024624, 0.35027430913713387, 0.016777235822522385, 0.055734819466792096, -0.10890662459197897, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10526590794324875, 0.0975763276219368, 0.1112586185336113, 0.08628915995359421, 0.09707863628864288, 0.096452996134758, 0.10229501128196716, 0.10355551540851593, 0.09889408946037292, 0.10133374482393265]"
