,state,action,reward,next_state
0,"0.13283242,0.10344201",2,-0.44672890235606844,"0.1305486458422626,0.10354720531533508"
1,"0.13054864,0.10354721",0,-0.43203992838212624,"0.12319204520148037,0.10355194599305517"
2,"0.12319204,0.10355195",0,-0.41249571762815107,"0.11341993982449275,0.10355194599305517"
3,"0.11341994,0.10355195",7,-0.4012252232113146,"0.10778469261607455,0.10355194599305517"
4,"0.107784696,0.10355195",0,-0.4000833290226925,"0.1072137455217635,0.10355194599305517"
5,"0.10721374,0.10355195",6,-0.39893370983554843,"0.10663893592819147,0.10355194599305517"
6,"0.10663894,0.10355195",6,-0.3723275128091148,"0.09333583741497464,0.10355194599305517"
7,"0.09333584,0.10355195",1,-0.3252694994891013,"0.07226772816086617,0.10191134772245632"
8,"0.072267726,0.10191135",2,-0.3102938845363261,"0.07176568285337165,0.09725417294319427"
9,"0.07176568,0.09725417",6,-0.2982474841867117,"0.07458345191430485,0.09136019345270067"
10,"0.07458345,0.0913602",1,-0.28038403100335146,"0.07688121197824077,0.08387386901562331"
11,"0.076881215,0.08387387",7,-0.26017431573595867,"0.07057696478116561,0.0813401287245425"
12,"0.070576966,0.08134013",4,-0.2676207087537472,"0.07614969106738333,0.08010710887299352"
13,"0.076149695,0.08010711",9,-0.2532691162231227,"0.07236958019863311,0.07784331860861883"
14,"0.07236958,0.077843316",4,-0.2817102748099873,"0.08621138235861484,0.07803655689603016"
15,"0.08621138,0.078036554",8,-0.2902954634585284,"0.09059289638521896,0.07803655689603016"
16,"0.0905929,0.078036554",5,-0.26766206370071116,"0.08117351339654366,0.07677167896920795"
17,"0.08117352,0.07677168",7,-0.28535197716476457,"0.09308590357050729,0.07472672334125001"
18,"0.0930859,0.07472672",2,-0.3289911842818052,"0.11490550712902757,0.07472672334125001"
19,"0.11490551,0.07472672",4,-0.35618405832303635,"0.12850194414964314,0.07472672334125001"
20,"0.12850194,0.07472672",4,-0.3613461378320387,"0.13108298390414436,0.07472672334125001"
21,"0.13108298,0.07472672",7,-0.3614871383767492,"0.13115348417649955,0.07472672334125001"
22,"0.13115348,0.07472672",4,-0.3624033326957551,"0.13161158133600254,0.07472672334125001"
23,"0.13161159,0.07472672",7,-0.3625014335422021,"0.13166063175922602,0.07472672334125001"
24,"0.13166063,0.07472672",3,-0.3669703739088507,"0.13389510194255033,0.07472672334125001"
25,"0.1338951,0.07472672",1,-0.38948149454396863,"0.14515066226010928,0.07472672334125001"
26,"0.14515066,0.07472672",9,-0.42151205918974555,"0.16107109449647203,0.07472672334125001"
