,state,action,reward,next_state
0,"0.13280495,0.10344201",0,-0.4455068627447082,"0.12992549461308928,0.10355195783950989"
1,"0.12992549,0.10355196",5,-0.4325770520549721,"0.12346060703790328,0.10355194599305517"
2,"0.123460606,0.10355195",5,-0.4136258323494981,"0.1141011419515531,0.10355194599305517"
3,"0.11410114,0.10355195",5,-0.40107664473658566,"0.10771040337871007,0.10355194599305517"
4,"0.107710406,0.10355195",5,-0.3998957868362204,"0.1071226237674291,0.10355194599305517"
5,"0.10712262,0.10355195",5,-0.3987435941288541,"0.10654451924316251,0.10355194599305517"
6,"0.10654452,0.10355195",5,-0.3975269147514261,"0.10593698838154435,0.10355194599305517"
7,"0.10593699,0.10355195",3,-0.40182728832455916,"0.10808572517269684,0.10355194599305517"
8,"0.10808572,0.10355195",1,-0.4287148440089814,"0.12152950301490792,0.10355194599305517"
9,"0.121529505,0.10355195",5,-0.46214019678044493,"0.13824217940063968,0.10355194599305517"
10,"0.13824219,0.10355195",5,-0.4930386064695762,"0.15369138424520534,0.10355194599305517"
11,"0.15369138,0.10355195",5,-0.4975331177107357,"0.1559386398657851,0.10355194599305517"
12,"0.15593864,0.10355195",5,-0.4973183064501736,"0.15583123423550405,0.10355194599305517"
13,"0.15583123,0.10355195",8,-0.49731788333930227,"0.15583102268006838,0.10355194599305517"
14,"0.15583102,0.10355195",5,-0.4972994975520343,"0.15582182978643436,0.10355194599305517"
15,"0.15582183,0.10355195",7,-0.49728475175176123,"0.15581445688629786,0.10355194599305517"
16,"0.15581445,0.10355195",5,-0.49730716094594907,"0.15582566148339178,0.10355194599305517"
17,"0.15582566,0.10355195",5,-0.49729240382261297,"0.15581828292172373,0.10355194599305517"
18,"0.15581828,0.10355195",9,-0.4972894706696046,"0.15581681634521952,0.10355194599305517"
19,"0.15581682,0.10355195",5,-0.49730314021468613,"0.1558236511177603,0.10355194599305517"
20,"0.15582365,0.10355195",5,-0.4972997421924522,"0.15582195210664335,0.10355194599305517"
21,"0.15582195,0.10355195",5,-0.4972950359157746,"0.15581959896830452,0.10355194599305517"
22,"0.1558196,0.10355195",5,-0.4972956615163392,"0.1558199117685868,0.10355194599305517"
23,"0.15581991,0.10355195",5,-0.49728763353973704,"0.15581589778028576,0.10355194599305517"
24,"0.1558159,0.10355195",5,-0.49728989886924857,"0.1558170304450415,0.10355194599305517"
25,"0.15581703,0.10355195",5,-0.4972876271969512,"0.15581589460889284,0.10355194599305517"
26,"0.1558159,0.10355195",5,-0.4972961477703546,"0.1558201548955945,0.10355194599305517"
27,"0.15582016,0.10355195",5,-0.4972957786888642,"0.15581997035484935,0.10355194599305517"
28,"0.15581997,0.10355195",5,-0.49727857353782057,"0.1558113677793275,0.10355194599305517"
29,"0.15581137,0.10355195",5,-0.49728226026093414,"0.1558132111408843,0.10355194599305517"
30,"0.13263083,0.10344201",5,-0.44806756477664034,"0.13121297477229418,0.10354720507735066"
31,"0.13121298,0.10354721",7,-0.43552150811535406,"0.12493283506809429,0.10355194599305517"
32,"0.12493283,0.10355195",5,-0.4170644868302711,"0.11570432442555276,0.10355194599305517"
33,"0.11570433,0.10355195",5,-0.4030784023285766,"0.10871128217470555,0.10355194599305517"
34,"0.10871128,0.10355195",5,-0.4018249624915575,"0.108084562256196,0.10355194599305517"
35,"0.10808456,0.10355195",5,-0.400766160953991,"0.10755607608119067,0.10355194599305517"
36,"0.107556075,0.10355195",9,-0.3996643638683477,"0.10700426294459109,0.10355194599305517"
37,"0.10700426,0.10355195",5,-0.39851913288238494,"0.10643164745160971,0.10355194599305517"
38,"0.10643165,0.10355195",5,-0.39732081910148387,"0.1058326738126916,0.10355194599305517"
39,"0.10583267,0.10355195",5,-0.3960489293457219,"0.1051965456832782,0.10355194599305517"
40,"0.10519654,0.10355195",5,-0.39469638290759557,"0.10452027246421502,0.10355194599305517"
