,state,action,reward,next_state
61,"0.13212135,0.103551954",7,-0.4360785432794373,"0.12521135265013586,0.10355194599305517"
62,"0.12521136,0.10355195",1,-0.4367048407845795,"0.12552450140270696,0.10355194599305517"
63,"0.1255245,0.10355195",8,-0.4597847991065446,"0.1370644805636895,0.10355194599305517"
64,"0.13706449,0.10355195",1,-0.4833183782373782,"0.14883127012910632,0.10355194599305517"
65,"0.14883126,0.10355195",7,-0.5064008676366244,"0.16037251482872944,0.10355194599305517"
66,"0.16037251,0.10355195",2,-0.529609941886885,"0.17197705195385973,0.10355194599305517"
67,"0.17197706,0.10355195",9,-0.5518070584873637,"0.18307561025409907,0.10355194599305517"
68,"0.1830756,0.10355195",7,-0.5734530157784952,"0.19389858889966483,0.10355194599305517"
69,"0.19389859,0.10355195",0,-0.593727436080447,"0.2040357990506407,0.10355194599305517"
70,"0.2040358,0.10355195",1,-0.6127554703989138,"0.2135498162098741,0.10355194599305517"
71,"0.21354982,0.10355195",2,-0.6334127232772268,"0.22387844264903062,0.10355194599305517"
72,"0.22387844,0.10355195",9,-0.6532131223545158,"0.2337786421876751,0.10355194599305517"
73,"0.23377864,0.10355195",2,-0.6732682690399737,"0.24376950012435533,0.10355194599305517"
74,"0.2437695,0.10355195",6,-0.6924715388251481,"0.2534078504229913,0.10355194599305517"
75,"0.25340784,0.10355195",7,-0.7112506250880578,"0.26279739355444615,0.10355194599305517"
76,"0.2627974,0.10355195",1,-0.7296096193608116,"0.27197689069082304,0.10355194599305517"
77,"0.2719769,0.10355195",9,-0.7495272689806027,"0.2819357155007186,0.10355194599305517"
78,"0.28193572,0.10355195",9,-0.7684178314215874,"0.2913809967212109,0.10355194599305517"
79,"0.291381,0.10355195",7,-0.7863111799826371,"0.300320308586844,0.10355194599305517"
80,"0.3003203,0.10355195",8,-0.8038705517092746,"0.30910735686505453,0.10355194599305517"
81,"0.30910736,0.10355195",4,-0.82165526955225,"0.31799971578654224,0.10355194599305517"
82,"0.31799972,0.10355195",2,-0.8396661521498452,"0.32697033133665887,0.10355194599305517"
83,"0.32697034,0.10355195",4,-0.8575666792231399,"0.3359554206219872,0.10355194599305517"
84,"0.3359554,0.10355195",7,-0.8748829670147135,"0.344613564517774,0.10355194599305517"
85,"0.34461355,0.10355195",6,-0.8926226315559687,"0.35348339678840157,0.10355194599305517"
86,"0.3534834,0.10355195",9,-0.9103406080115597,"0.3623423850161971,0.10355194599305517"
87,"0.3623424,0.10355195",5,-0.9279496482029899,"0.3711303415480806,0.10355194599305517"
88,"0.37113035,0.10355195",9,-0.9460012709217038,"0.38017271647126916,0.10355194599305517"
89,"0.38017273,0.10355195",3,-0.9646689220121958,"0.38950654201651513,0.10355194599305517"
90,"0.13325311,0.10344201",9,-0.44793692117652806,"0.13114871252100124,0.1035496048977145"
91,"0.13114871,0.10354961",2,-0.43492677388445233,"0.124647597962824,0.10355194599305517"
92,"0.124647595,0.10355195",0,-0.4143620208704185,"0.11447005322377325,0.10355194599305517"
93,"0.11447005,0.10355195",0,-0.4012496170609863,"0.10779688954091037,0.10355194599305517"
94,"0.10779689,0.10355195",4,-0.4004311885849722,"0.10738767530290333,0.10355194599305517"
95,"0.10738768,0.10355195",6,-0.37241851772100565,"0.09341269113426923,0.10355194599305517"
96,"0.09341269,0.10355195",5,-0.3280320035162466,"0.07332879739800577,0.10212480290674503"
97,"0.0733288,0.1021248",6,-0.3277045077603364,"0.07756593007649558,0.09919088253578173"
98,"0.07756593,0.09919088",9,-0.31724956738034704,"0.08012994285987747,0.0939965605535307"
99,"0.080129944,0.09399656",1,-0.3071366162237424,"0.08138461989804353,0.08978912547588512"
100,"0.08138462,0.08978912",9,-0.30957930894684405,"0.08515888689543695,0.08808717838532337"
101,"0.085158885,0.08808718",0,-0.30911974219094585,"0.08489340621267454,0.08808717838532337"
102,"0.084893405,0.08808718",0,-0.3095095977033852,"0.08512403127370755,0.08808717838532337"
103,"0.08512403,0.08808718",3,-0.2976004670412069,"0.08012210347251775,0.08745208669872381"
104,"0.080122106,0.087452084",8,-0.30697057982294196,"0.08787443171479349,0.08540723879778499"
105,"0.087874435,0.08540724",0,-0.3134699637651689,"0.09112412368590699,0.08540723879778499"
106,"0.091124125,0.08540724",0,-0.3385436491571283,"0.1036609663818867,0.08540723879778499"
107,"0.10366096,0.08540724",6,-0.34940165246206223,"0.10908996803435363,0.08540723879778499"
108,"0.10908997,0.08540724",9,-0.37152638499522095,"0.12015233430093301,0.08540723879778499"
109,"0.12015233,0.08540724",4,-0.4230747457643427,"0.14592651468549386,0.08540723879778499"
110,"0.14592652,0.08540724",9,-0.46482483673436437,"0.16680156017050468,0.08540723879778499"
111,"0.16680156,0.08540724",2,-0.4241606746093325,"0.14646947910798874,0.08540723879778499"
112,"0.14646947,0.08540724",1,-0.3652901706613835,"0.11703422713401423,0.08540723879778499"
113,"0.11703423,0.08540724",8,-0.3462024181701019,"0.10749035088837347,0.08540723879778499"
114,"0.10749035,0.08540724",1,-0.34360988986924423,"0.10619408673794466,0.08540723879778499"
115,"0.10619409,0.08540724",9,-0.3440549010519105,"0.10641659232927775,0.08540723879778499"
116,"0.10641659,0.08540724",2,-0.34486951235306207,"0.10682389797985357,0.08540723879778499"
117,"0.1068239,0.08540724",7,-0.31214674967826006,"0.09046251664245256,0.08540723879778499"
118,"0.09046251,0.08540724",3,-0.29406569807159527,"0.08113912656636688,0.08559581497962052"
119,"0.081139125,0.08559582",8,-0.33479707800695924,"0.10077298451035988,0.08608370299541317"
120,"0.13240248,0.10344201",2,-0.44817640817752874,"0.13126379567129723,0.10354960561164475"
121,"0.13126379,0.10354961",2,-0.4337239761482099,"0.12403406908452218,0.10355194599305517"
122,"0.12403407,0.10355195",9,-0.4099567852095318,"0.11215047361518315,0.10355194599305517"
123,"0.112150475,0.10355195",0,-0.4021159119756613,"0.10823003699824787,0.10355194599305517"
124,"0.10823004,0.10355195",1,-0.4021163934657338,"0.10823027774328411,0.10355194599305517"
125,"0.10823028,0.10355195",7,-0.40171873580979867,"0.10803144891531656,0.10355194599305517"
126,"0.10803145,0.10355195",7,-0.4006468739499346,"0.10749551798538455,0.10355194599305517"
127,"0.10749552,0.10355195",0,-0.39759678975873947,"0.10597047588978696,0.10355194599305517"
128,"0.10597048,0.10355195",9,-0.39617460413123506,"0.10525938307603477,0.10355194599305517"
129,"0.10525938,0.10355195",6,-0.394773657884679,"0.10455890995275674,0.10355194599305517"
130,"0.10455891,0.10355195",4,-0.39356176207264115,"0.10395296204673779,0.10355194599305517"
131,"0.10395296,0.10355195",8,-0.39228678297374386,"0.10331547249728915,0.10355194599305517"
132,"0.10331547,0.10355195",1,-0.39382800676025,"0.10408608439054225,0.10355194599305517"
133,"0.104086086,0.10355195",4,-0.39467929917522315,"0.1045117305980288,0.10355194599305517"
134,"0.10451173,0.10355195",2,-0.3946830992821845,"0.10451363065150945,0.10355194599305517"
135,"0.10451363,0.10355195",7,-0.39469754560259795,"0.10452085381171622,0.10355194599305517"
136,"0.10452086,0.10355195",4,-0.3955728366182103,"0.10495849931952236,0.10355194599305517"
137,"0.1049585,0.10355195",1,-0.4078509713430536,"0.11109756668194401,0.10355194599305517"
138,"0.11109757,0.10355195",6,-0.4312834347790493,"0.12281379839994187,0.10355194599305517"
139,"0.1228138,0.10355195",7,-0.4534852022209884,"0.13391468212091143,0.10355194599305517"
140,"0.13391468,0.10355195",9,-0.47532733079102196,"0.14469397088826083,0.10355194599305517"
141,"0.14469397,0.10355195",2,-0.49659364128617267,"0.15546890165350355,0.10355194599305517"
142,"0.1554689,0.10355195",7,-0.5172896449730622,"0.16581690349694833,0.10355194599305517"
143,"0.1658169,0.10355195",6,-0.5368620810799722,"0.17560312155040333,0.10355194599305517"
144,"0.17560312,0.10355195",8,-0.5555390380196696,"0.18494160002025206,0.10355194599305517"
145,"0.1849416,0.10355195",2,-0.5741011627862421,"0.19422266240353828,0.10355194599305517"
146,"0.19422266,0.10355195",8,-0.591398471872007,"0.20287131694642072,0.10355194599305517"
147,"0.20287132,0.10355195",2,-0.6082054530398352,"0.21127480753033484,0.10355194599305517"
148,"0.2112748,0.10355195",6,-0.6237113993659219,"0.2190277806933782,0.10355194599305517"
149,"0.21902779,0.10355195",3,-0.6633582530143068,"0.23885120751757064,0.10355194599305517"
150,"0.13287413,0.10344201",1,-0.4620848785180921,"0.13822152944678606,0.10354727320817332"
151,"0.13822153,0.103547275",0,-0.443202533770103,"0.12887627947226493,0.10355194599305517"
