,state,action,reward,next_state
0,"0.13298823,0.10344201",5,-0.4464668991498013,"0.1304091424514989,0.10354953808226783"
1,"0.13040914,0.10354954",5,-0.4330593652205378,"0.1237902148817586,0.10355194599305517"
2,"0.12379021,0.10355195",5,-0.4129162654869625,"0.11363021375389849,0.10355194599305517"
3,"0.11363021,0.10355195",5,-0.40354234514103815,"0.10894441643347492,0.10355194599305517"
4,"0.108944416,0.10355195",5,-0.4023089709892689,"0.10832656650505167,0.10355194599305517"
5,"0.10832657,0.10355195",5,-0.4012499393606702,"0.10779705069075236,0.10355194599305517"
6,"0.10779705,0.10355195",5,-0.4001429132093358,"0.10724353761508514,0.10355194599305517"
7,"0.10724354,0.10355195",5,-0.3989830912937913,"0.10666362665731285,0.10355194599305517"
8,"0.10666363,0.10355195",5,-0.39777390398143087,"0.10605903300113267,0.10355194599305517"
9,"0.10605903,0.10355195",5,-0.39644854633792304,"0.10539635417937875,0.10355194599305517"
10,"0.10539635,0.10355195",5,-0.3950596976486008,"0.10470192983471764,0.10355194599305517"
11,"0.10470193,0.10355195",5,-0.393629962475893,"0.10398706224836372,0.10355194599305517"
12,"0.10398706,0.10355195",5,-0.3930433172892589,"0.10369373965504668,0.10355194599305517"
13,"0.10369374,0.10355195",7,-0.39299147127452416,"0.10366781664767934,0.10355194599305517"
14,"0.10366782,0.10355195",1,-0.4055580076987888,"0.10995108485981166,0.10355194599305517"
15,"0.10995109,0.10355195",5,-0.4302189664023993,"0.12228156421161689,0.10355194599305517"
16,"0.122281566,0.10355195",5,-0.4543534156978719,"0.1343487888593532,0.10355194599305517"
17,"0.1343488,0.10355195",5,-0.4766570126304346,"0.1455005873256345,0.10355194599305517"
18,"0.14550059,0.10355195",6,-0.49916677783542895,"0.15675546992813172,0.10355194599305517"
19,"0.15675548,0.10355195",5,-0.5204916354898287,"0.167333380000107,0.10355194599305517"
20,"0.16733338,0.10355195",5,-0.5406809635346085,"0.17751256277772146,0.10355194599305517"
21,"0.17751256,0.10355195",8,-0.5606611661918838,"0.1874075694983281,0.10355194599305517"
22,"0.18740757,0.10355195",4,-0.5805946229096137,"0.19746939246522408,0.10355194599305517"
23,"0.1974694,0.10355195",5,-0.5973115499745192,"0.2058278559976768,0.10355194599305517"
24,"0.20582786,0.10355195",5,-0.6151546164928525,"0.21474938925684348,0.10355194599305517"
25,"0.2147494,0.10355195",5,-0.6310130015573658,"0.22267858178910016,0.10355194599305517"
26,"0.22267859,0.10355195",5,-0.64583652873232,"0.23009034537657724,0.10355194599305517"
27,"0.23009035,0.10355195",5,-0.6586288181815373,"0.23641178775683488,0.10355194599305517"
28,"0.2364118,0.10355195",5,-0.6640645540978389,"0.23920435805933668,0.10355194599305517"
