,state,action,reward,next_state
37,"0.13598298,0.10355195",8,9.490276539064316,"0.16203381147825954,0.10355194599305517"
38,"0.16203381,0.10355195",0,9.433361430863199,"0.19049136557881785,0.10355194599305517"
39,"0.19049136,0.10355195",4,9.375118080849115,"0.21961304058586073,0.10355194599305517"
40,"0.21961305,0.10355195",9,9.317782600025836,"0.2482807809974994,0.10355194599305517"
41,"0.24828078,0.10355195",4,9.259088759389545,"0.27762770131564546,0.10355194599305517"
42,"0.2776277,0.10355195",1,9.20956990037448,"0.3023871308231772,0.10355194599305517"
43,"0.30238712,0.10355195",0,9.184238931011834,"0.3150526155045008,0.10355194599305517"
44,"0.31505263,0.10355195",4,9.16019925238655,"0.3270611772534365,0.10355194599305517"
45,"0.32706118,0.10355195",0,9.15512413100655,"0.3296100155071421,0.10355194599305517"
46,"0.32961002,0.10355195",4,9.152692680252569,"0.3308257408841334,0.10355194599305517"
47,"0.33082575,0.10355195",1,9.152101160213979,"0.3311215009034284,0.10355194599305517"
48,"0.3311215,0.10355195",4,9.152049428563409,"0.3311464692559997,0.10355194599305517"
49,"0.33114648,0.10355195",9,9.152021143807447,"0.33115999574302313,0.10355194599305517"
50,"0.33116,0.10355195",1,9.152056771131832,"0.3311436954445014,0.10355194599305517"
51,"0.3311437,0.10355195",8,9.152053882255355,"0.3311451398827396,0.10355194599305517"
52,"0.33114514,0.10355195",8,9.15204797190785,"0.33114809505649234,0.10355194599305517"
53,"0.3311481,0.10355195",5,9.165036393042119,"0.32465388448935817,0.10355194599305517"
54,"0.3246539,0.10355195",6,9.161378795946213,"0.32648268303731093,0.10355194599305517"
55,"0.32648268,0.10355195",9,9.13838896352968,"0.33797759924557796,0.10355194599305517"
56,"0.3379776,0.10355195",2,9.203394024625757,"0.3054750686975393,0.10355194599305517"
57,"0.30547506,0.10355195",1,9.2857237519482,"0.26431020503631764,0.10355194599305517"
58,"0.2643102,0.10355195",3,9.262676853510227,"0.2758336542553046,0.10355194599305517"
59,"0.27583367,0.10355195",1,9.201705473946307,"0.30631934403726435,0.10355194599305517"
60,"0.13344975,0.10344201",8,9.55126743364238,"0.1315384099037905,0.10355191551667982"
61,"0.1315384,0.10355192",3,9.553730675026054,"0.13030674349739044,0.10355194599305517"
62,"0.13030675,0.10355195",0,9.533139337215237,"0.14060241240279878,0.10355194599305517"
63,"0.14060241,0.10355195",5,9.50040431089439,"0.15696992556322242,0.10355194599305517"
64,"0.15696992,0.10355195",7,9.47622180274335,"0.1690611796387425,0.10355194599305517"
65,"0.16906118,0.10355195",9,9.474015309890552,"0.17016442606514134,0.10355194599305517"
66,"0.17016442,0.10355195",4,9.476086468477048,"0.1691288467718936,0.10355194599305517"
67,"0.16912885,0.10355195",5,9.481980744474681,"0.16621805414575086,0.10355194599305517"
68,"0.16621806,0.10355195",3,9.456812871961423,"0.17876564502970557,0.10355194599305517"
69,"0.17876564,0.10355195",1,9.410226750805071,"0.20205870560788214,0.10355194599305517"
70,"0.2020587,0.10355195",9,9.36143702137918,"0.22618365684847766,0.10355194599305517"
71,"0.22618365,0.10355195",9,9.325714290020317,"0.2443149360002592,0.10355194599305517"
72,"0.24431494,0.10355195",2,9.39009256560393,"0.2121257982084534,0.10355194599305517"
73,"0.2121258,0.10355195",1,9.463208479145633,"0.17556784143760074,0.10355194599305517"
74,"0.17556784,0.10355195",3,9.416316493872197,"0.19901383407431908,0.10355194599305517"
75,"0.19901383,0.10355195",9,9.34083511029871,"0.2367545258610624,0.10355194599305517"
76,"0.23675452,0.10355195",6,9.283872300268326,"0.2652359308762546,0.10355194599305517"
77,"0.26523593,0.10355195",4,9.259513881527555,"0.27741514024664027,0.10355194599305517"
78,"0.27741513,0.10355195",6,9.240163518559738,"0.28709032173054827,0.10355194599305517"
79,"0.28709033,0.10355195",6,9.229483309766946,"0.2924304261269444,0.10355194599305517"
80,"0.29243043,0.10355195",3,9.173673408799019,"0.32033537661090805,0.10355194599305517"
81,"0.3203354,0.10355195",2,9.190334702983373,"0.3120047295187308,0.10355194599305517"
82,"0.31200472,0.10355195",2,9.294747778984705,"0.2597981915180649,0.10355194599305517"
83,"0.2597982,0.10355195",3,9.292735939281872,"0.2608041113694818,0.10355194599305517"
