,reward,succeed,actor_loss,critic_loss
0,282.4973117821928,False,308.28192138671875,22518.763671875
1,279.2175059338732,False,301.2817077636719,21732.23046875
2,282.105888566373,False,304.3584899902344,22392.021484375
3,283.2400261524845,False,305.6545104980469,22457.91015625
4,276.5851619175144,False,296.32696533203125,21358.73828125
5,279.3358074978366,False,299.8907165527344,21816.3046875
6,280.03307440315535,False,303.4333190917969,22041.330078125
7,287.96344683186385,False,309.98638916015625,23346.521484375
8,280.5498617076165,False,301.8118591308594,21927.66796875
9,275.6077593683823,False,292.68023681640625,21074.1015625
10,279.25939904698197,False,300.5636291503906,21839.078125
11,286.68462295282694,False,310.6656799316406,23246.197265625
12,280.8702518933906,False,299.712646484375,22032.822265625
13,276.31603280876095,False,295.88116455078125,21244.70703125
14,278.19468126765685,False,298.8963623046875,21594.427734375
15,284.3772466054565,False,309.72723388671875,22723.697265625
16,274.9669445627305,False,292.083984375,20925.103515625
17,279.05819987478156,False,303.7196960449219,22012.4921875
18,288.0743514380215,False,313.52227783203125,23486.22265625
19,278.9106474152974,False,299.9583740234375,21886.025390625
20,281.989778166167,False,302.9923400878906,22235.771484375
21,281.0785009195881,False,299.8771667480469,22108.767578125
22,288.08596719334514,False,310.0811767578125,23479.00390625
23,280.5054039691574,False,300.67242431640625,21925.376953125
24,281.45659105480075,False,302.4841613769531,22251.90625
25,275.9454911534777,False,292.6893005371094,21166.767578125
26,284.13249846880393,False,305.0495910644531,22719.54296875
27,283.9605738276208,False,309.10308837890625,22772.193359375
28,287.62409926400636,False,310.9031677246094,23406.80859375
29,281.396341779078,False,301.09259033203125,22108.33984375
30,286.94730039369375,False,308.969482421875,23187.736328125
31,284.77320966691013,False,308.4391174316406,22808.431640625
32,283.25167712167774,False,306.34283447265625,22649.6953125
33,281.1958054031844,False,300.9107666015625,22081.30859375
34,277.19839979190897,False,294.0696105957031,21286.638671875
35,281.0114606437732,False,301.06219482421875,22168.91015625
36,282.7303984615878,False,306.637451171875,22542.048828125
37,281.17350969169684,False,304.31268310546875,22277.6640625
38,289.38761046581965,False,316.11785888671875,23753.671875
39,276.7628202490782,False,295.1541748046875,21258.75390625
40,282.2883111672291,False,300.583740234375,22346.98828125
41,279.7509286933477,False,296.0628967285156,21849.5859375
42,280.8586960755167,False,304.68621826171875,22170.9140625
43,286.17428970346054,False,308.9472961425781,23095.2421875
44,283.3703201769194,False,304.7582702636719,22786.5078125
45,283.08297576206786,False,304.80255126953125,22589.84765625
46,280.4371721701425,False,301.4368591308594,22079.2421875
47,283.7253539745617,False,305.8492431640625,22562.388671875
48,290.10621674266434,False,316.98699951171875,23916.935546875
49,286.38588142177935,False,310.1919860839844,23128.125
50,285.0068553227502,False,307.81329345703125,22884.326171875
51,274.61674580345505,False,293.6234436035156,20987.607421875
52,281.9806867776691,False,305.6124572753906,22303.162109375
53,288.0006912395733,False,312.0190734863281,23353.38671875
54,288.59396681022,False,314.9534912109375,23592.302734375
55,284.4689025033298,False,308.5630187988281,22891.392578125
56,284.5855756084941,False,301.70184326171875,22656.1015625
57,279.6808400875111,False,298.00347900390625,21746.43359375
58,276.23698821637703,False,295.94866943359375,21172.591796875
59,284.0666503470161,False,304.4531555175781,22615.478515625
60,277.3519448323587,False,296.0460205078125,21285.076171875
61,286.8656484598177,False,310.2443542480469,23214.642578125
62,278.02909254090946,False,300.1473388671875,21728.60546875
63,287.70419796873506,False,305.2223205566406,23350.978515625
64,286.9637957728084,False,306.469482421875,23125.533203125
65,275.63371208484585,False,293.6656494140625,21106.330078125
66,287.7355164356919,False,310.8755187988281,23384.65234375
67,290.444131933267,False,314.5440368652344,23960.5234375
68,288.36016011841764,False,312.67510986328125,23464.767578125
69,276.9670770006527,False,294.5627136230469,21340.2890625
70,288.06777607571973,False,316.1731872558594,23473.53515625
71,277.9164442502428,False,299.18023681640625,21559.078125
72,274.1981278101701,False,293.0635681152344,20955.462890625
73,286.5623446743187,False,309.75567626953125,23103.982421875
74,286.85509564756256,False,310.4063720703125,23186.70703125
75,284.5342089239158,False,305.247314453125,22804.05859375
76,280.0244308397332,False,299.6033935546875,21782.033203125
77,277.109250954748,False,294.9373779296875,21358.2890625
78,279.77843133744625,False,299.7000732421875,21698.87890625
79,277.567968645432,False,294.1435852050781,21364.283203125
80,282.2652547414004,False,301.4584655761719,22285.890625
81,277.23915173570566,False,294.57476806640625,21325.556640625
82,278.23416438606097,False,302.035888671875,21557.357421875
83,277.0206276846069,False,292.31304931640625,21343.013671875
84,274.7281404844512,False,292.799072265625,20911.654296875
85,281.9870425145249,False,304.08087158203125,22258.322265625
86,280.97023364988013,False,300.3406066894531,21988.28515625
87,290.7841493702147,False,314.8558654785156,24014.095703125
88,281.0111147226787,False,299.79168701171875,22027.90625
89,283.50029079666916,False,305.77203369140625,22510.7734375
90,288.8329050360562,False,311.11492919921875,23581.376953125
91,276.98509011536567,False,294.20587158203125,21296.23046875
92,281.5831078117858,False,304.41876220703125,22321.9296875
93,283.88584222654026,False,303.3410949707031,22609.66796875
94,275.81528405787185,False,293.5195007324219,21112.126953125
95,282.2624796212071,False,302.4398498535156,22403.77734375
96,284.06742592600483,False,306.91729736328125,22655.572265625
97,280.00449530989016,False,299.22027587890625,21777.205078125
98,284.9739810845157,False,305.86126708984375,22819.625
99,278.8929325777627,False,300.4826965332031,21781.7421875
100,286.74639334579507,False,308.4315185546875,23152.859375
101,288.66338184870017,False,311.3165588378906,23527.708984375
102,280.40307083083115,False,301.0813293457031,21985.86328125
103,281.96188567425384,False,300.7389831542969,22133.138671875
104,283.96722914765394,False,306.1893310546875,22635.453125
105,283.5496466254243,False,302.40863037109375,22463.27734375
