,state,action,reward,next_state
21,"[0.12744088470935822, 0.06515752524137497, -0.34298625588417053, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",9,-0.9571170570046456,"[0.1464398068210868, 0.04605258860103356, -0.3538681183384802, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
22,"[0.1464398056268692, 0.046052590012550354, -0.35386812686920166, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.9807267788410232,"[0.16652039945374153, 0.023217467807009506, -0.36023097591009123, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
23,"[0.1665204018354416, 0.023217467591166496, -0.3602309823036194, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.9067010052682504,"[0.17458644134460066, -0.0055160025521519, -0.31538180279180517, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
24,"[0.1745864450931549, -0.005516002420336008, -0.315381795167923, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.8863482070159971,"[0.16261785600610393, -0.012334927401723761, -0.3101320058855115, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
25,"[0.16261786222457886, -0.01233492698520422, -0.3101319968700409, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",4,-0.8846298329505545,"[0.1614894161813878, -0.012895022851302618, -0.3096718505519349, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
26,"[0.16148941218852997, -0.01289502251893282, -0.3096718490123749, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.8854685487207546,"[0.16254837387488563, -0.012853533380262627, -0.309592103192484, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
27,"[0.16254837810993195, -0.012853533029556274, -0.3095920979976654, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",7,-0.8868345161600611,"[0.16408885739631213, -0.012663424704713377, -0.3095599606489796, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
28,"[0.16408886015415192, -0.01266342494636774, -0.30955997109413147, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.8884025648763678,"[0.16582908059617857, -0.012447282781926028, -0.3095303243967473, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
29,"[0.16582907736301422, -0.012447282671928406, -0.3095303177833557, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.8902103787829102,"[0.1678008861595585, -0.01221979012095964, -0.30950414306639007, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
30,"[0.1678008884191513, -0.012219790369272232, -0.3095041513442993, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.8915956103528127,"[0.16919597557818686, -0.011999637497793647, -0.3095423575260845, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
31,"[0.1691959798336029, -0.011999637819826603, -0.30954235792160034, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",9,-0.891775803671745,"[0.16935681657735288, -0.011952951877275297, -0.30955493420724345, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
32,"[0.06899283081293106, 0.10767186433076859, -0.032331764698028564, -0.009999999776482582, 0.10000000149011612, -0.02449999935925007]",9,-0.4498668323473513,"[0.06694661495762086, 0.10954239876672817, -0.031181946932397064, -0.009999998827750753, 0.10000013761873544, -0.02494028222299527]"
33,"[0.0669466182589531, 0.10954239964485168, -0.031181946396827698, -0.009999998845160007, 0.10000013560056686, -0.024940282106399536]",3,-0.450177975375066,"[0.05479019556058681, 0.10974368471525825, -0.04947068251676501, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
34,"[0.0547901950776577, 0.10974368453025818, -0.0494706816971302, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.4750078335299859,"[0.04585120357429753, 0.11189906514673242, -0.07926274579012016, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
35,"[0.0458512045443058, 0.11189906299114227, -0.07926274836063385, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",4,-0.5071208146211849,"[0.0426869620245245, 0.1154623714761645, -0.1033498758977508, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
36,"[0.042686961591243744, 0.11546237021684647, -0.10334987938404083, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",5,-0.5357746511976229,"[0.04198505178224686, 0.1168749569141388, -0.12338272049008936, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
