,reward,succeeds
0,-13.64403643204561,False
1,-18.161712612826975,False
2,-12.018060116677786,False
3,-14.343745561303809,False
4,-11.979267357559504,False
5,-14.989510507328138,False
6,-18.56990025240491,False
7,-10.473244698093698,False
8,-15.073449229859682,False
9,-11.44894372374396,False
10,-14.51831586103162,False
11,-8.942264759618682,False
12,-17.043557083538914,False
13,-16.63238173625306,False
14,-19.90008366444247,False
15,-14.461961568458571,False
16,-17.292686328014625,False
17,-13.67469799990319,False
18,-14.679495117016819,False
19,-15.607608231971543,False
20,-14.332994773635118,False
21,-16.323959199934936,False
22,-11.868870445118116,False
23,-12.18448538952908,False
24,-13.99182029939821,False
25,-11.650468882513852,False
26,-15.66305806218022,False
27,-13.891583404510195,False
28,-16.789039369907602,False
29,-12.894315991335793,False
30,-11.68689955426599,False
31,-15.022237835543987,False
32,-16.827593950061562,False
33,-12.923166652824587,False
34,-16.002995959172157,False
35,-14.214996732365972,False
36,-11.5988859213318,False
37,-14.292818258450115,False
38,-14.084512957681165,False
39,-12.988080918276639,False
40,-11.750841478528503,False
41,-12.604142561808063,False
42,-12.919625994856396,False
43,-8.86656290516493,False
44,-11.761922884181487,False
45,-14.055404031234108,False
46,-12.627920531939807,False
47,-11.646643731656427,False
48,-14.178396739099169,False
49,-12.30768613405997,False
50,-9.034538408528185,False
51,-14.279467138248698,False
52,-17.282208649249196,False
53,-15.058683503240745,False
54,-15.411249580411944,False
55,-16.993905482635025,False
56,-10.898921461539544,False
57,-9.717810365417174,False
58,-18.5317334079803,False
59,-16.559705143178473,False
60,-18.513076528086366,False
61,-17.805955685201955,False
62,-12.465414216324875,False
63,-11.986974741745055,False
64,-17.278734499222807,False
65,-8.946834401417743,False
66,-14.12103283565432,False
67,-13.2002440456103,False
68,-13.269451809739186,False
69,-9.003754369451867,False
70,-11.473473103403656,False
71,-13.292497592262857,False
72,-11.825447295624665,False
73,-11.857309716224936,False
74,-18.173494133189706,False
75,-15.10705323925463,False
76,-11.21883772122688,False
77,-11.954573290203287,False
78,-13.362699099555517,False
79,-8.61824762566317,False
80,-13.411160513471128,False
81,-11.805756951739847,False
82,-12.947607250055023,False
83,-13.353529847608101,False
84,-14.817711759209011,False
85,-13.686579938905775,False
86,-15.674743665481971,False
87,-16.581128589482788,False
88,-8.895531155742837,False
89,-10.373174775469732,False
90,-15.443286560450266,False
91,-16.98264778889212,False
92,-15.578748042948511,False
93,-13.095871350366393,False
94,-15.198489448560245,False
95,-12.942698244971204,False
96,-18.836815765860788,False
97,-15.987092987036931,False
98,-12.2617056576179,False
99,-14.18748340985151,False
100,-11.463825537400636,False
101,-12.403064698842076,False
102,-13.377872515475545,False
103,-18.101086010690356,False
104,-12.855341861657658,False
105,-12.041681670498175,False
106,-13.836311301064944,False
107,-14.206384429192687,False
108,-9.582098053207373,False
109,-13.240359979555114,False
110,-14.374157793917774,False
111,-18.65126119610995,False
112,-13.300127158034867,False
113,-12.932017430517469,False
114,-13.284189088917516,False
115,-12.372030897806441,False
116,-12.847847061600572,False
117,-8.778082900198074,False
118,-12.5480293861606,False
119,-17.43943870923949,False
120,-13.765683789288897,False
121,-12.837583198375714,False
122,-11.32439124327794,False
123,-17.401076441415817,False
124,-15.989767408061352,False
125,-9.808563318358015,False
126,-14.955334547619497,False
127,-16.19640934254009,False
128,-13.540014659999049,False
129,-15.21692486214843,False
130,-14.12234502678422,False
131,-12.3500138046376,False
132,-11.555385131830601,False
133,-11.816249544891718,False
134,-13.082072739042172,False
135,-12.010503378485607,False
136,-12.439705788678609,False
137,-12.117663719156104,False
138,-8.152489241799588,False
139,-17.119011146479163,False
140,-11.300234660206906,False
141,-16.92790293022468,False
142,-14.037856660475617,False
143,-11.882049130084635,False
144,-14.962765527988081,False
145,-10.886121789405196,False
146,-9.323055423200946,False
147,-12.163504421953537,False
148,-14.824012468469096,False
149,-12.618202541456741,False
150,-12.135516977783354,False
151,-14.204023640992283,False
152,-8.504747043802926,False
153,-9.518911772659155,False
154,-15.394513541870856,False
155,-15.64163010103983,False
156,-15.345912017616568,False
157,-13.211979411214035,False
158,-18.093715572820887,False
159,-12.51024896907987,False
160,-11.743674557924892,False
161,-12.774664909140212,False
162,-13.141472010250615,False
163,-8.142590809480698,False
164,-9.296102883139353,False
165,-11.770847381153722,False
166,-18.105906494180545,False
167,-8.837373654387338,False
168,-13.30919032581437,False
169,-13.397940922061293,False
170,-15.415375210722242,False
171,-8.950404550649559,False
172,-11.618018663162132,False
173,-9.251771978086818,False
174,-12.799164808618144,False
175,-15.172054513255114,False
176,-9.75059040837655,False
177,-13.532853400878897,False
178,-17.502503838851464,False
179,-11.71359591910745,False
180,-9.758739567274342,False
181,-21.971897335350366,False
182,-14.136894332492215,False
183,-12.800318625179473,False
184,-14.161704591415688,False
185,-16.727713300114775,False
186,-12.8711507212109,False
187,-13.2478701776478,False
188,-12.4098858019267,False
189,-16.38700152381044,False
190,-11.184658557686411,False
191,-8.700361516680356,False
192,-13.904087954170254,False
193,-8.419190726612003,False
194,-19.193845654048936,False
195,-16.372097489039902,False
196,-19.69236010542673,False
197,-12.183821050493494,False
198,-13.479516594133464,False
199,-12.088987204120247,False
200,-10.657169458494263,False
201,-14.437301880396198,False
202,-11.63655167624016,False
203,-12.28497458069434,False
204,-12.052010012197153,False
205,-11.533274186519758,False
206,-16.894707557747164,False
207,-15.375146493998594,False
208,-16.81811916216722,False
209,-19.43781046019,False
210,-10.73325843827772,False
211,-13.092196804091019,False
212,-12.727351245566368,False
213,-13.05974732251337,False
214,-16.67758545475587,False
215,-15.251910402569928,False
216,-10.747495337033573,False
217,-17.290293495545072,False
218,-11.645307351128755,False
219,-13.090972767680382,False
220,-11.882764603267635,False
221,-19.036779185668223,False
222,-12.595869045148945,False
223,-11.451102662913707,False
224,-12.481652358738295,False
225,-13.414100627879884,False
226,-15.008512238288747,False
227,-11.536336449785615,False
228,-10.775219768923582,False
229,-13.653870042480845,False
230,-12.353476885530641,False
231,-11.733177917994716,False
232,-13.049991679785602,False
233,-17.01538536154206,False
234,-15.791558367541676,False
235,-12.924218742139029,False
236,-8.881091011981146,False
237,-16.386433322919952,False
238,-19.608538854180722,False
239,-12.220161958315053,False
240,-15.184343524973427,False
241,-9.812911503505276,False
242,-12.875779486155004,False
243,-20.62766357785359,False
244,-12.871640463422924,False
245,-14.315217418312393,False
246,-11.42858026274109,False
247,-10.559781440197773,False
248,-12.578953228372553,False
249,-16.40883316106034,False
250,-15.649503506821407,False
251,-16.81519956760579,False
252,-12.765472426679828,False
