TimeStamp,LShoulderRoll,LElbowRoll,RShoulderRoll,RElbowRoll,HeadYaw,HeadPitch,LShoulderPitch,RShoulderPitch,LElbowYaw,RElbowYaw
0.73611148,0.0,-0.08916315458164077,0.0,1.56,0.0,0.03493555479030589,1.4333175621721597,0.9403501230326814,-1.5707963267948966,1.5707963267948966
1.415599,0.0,-0.11814872196595184,0.0,1.56,0.0,0.0368748973432387,1.4407853551310348,1.0427924391327696,-1.5707963267948966,1.5707963267948966
2.09508652,0.0,-0.04373934763327888,0.0,1.56,0.0,0.0,1.4386062180844914,1.0617926196596297,-1.5707963267948966,1.5707963267948966
2.77457404,0.0,-0.14138561662185106,0.0,1.56,0.0,0.04127604241975296,1.4440175290770487,1.0707637571464588,-1.5707963267948966,1.5707963267948966
3.45406156,0.0,-0.1198832277213681,0.0,1.56,0.0,0.04985314697575526,1.439781334788941,1.0732140045528806,-1.5707963267948966,1.5707963267948966
4.13354908,0.0,-0.022168971112319386,0.0,1.56,0.0,0.0,1.4430693947158884,1.0767271838650299,-1.5707963267948966,1.5707963267948966
4.813036599999999,0.0,-0.08367191185597185,0.0,1.56,0.0,0.0,1.4304566410808335,1.0865298890519917,-1.5707963267948966,1.5707963267948966
5.49252412,0.0,-0.022676350941739212,0.0,1.56,0.0,0.0,1.429021780464646,1.0907561839191966,-1.5707963267948966,1.5707963267948966
6.17201164,0.0,-0.016023330995178654,0.0,1.56,0.0,0.0,1.4286602581962848,1.0837750318235613,-1.5707963267948966,1.5707963267948966
6.8514991599999995,0.0,-0.03299666362285837,0.0,1.56,0.0,0.0,1.428815709251462,1.051672333193991,-1.5707963267948966,1.5707963267948966
7.53098668,0.0,-0.2844228639561891,0.0,1.56,0.0,0.0,1.435067235339721,1.0425145614329157,-1.5707963267948966,1.5707963267948966
8.2104742,0.0,-0.24154570101863068,0.0,1.56,0.0,0.03981913144701491,1.4217143576905957,1.0071254842155284,-1.5707963267948966,1.5707963267948966
8.94658568,0.0,-0.23678523991066686,0.0,1.56,0.0,0.04352601470105256,1.4227209080674512,1.0066129361653195,-1.5707963267948966,1.5707963267948966
10.94658568,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,-1.5707963267948966,1.5707963267948966
