Frame,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9
19,1.1003654814814814,399.5464324951172,126.34793758392334,-0.0377105250954628,243.60776901245117,131.6170835494995,0.028003305196762085,426.7876434326172,246.93866729736328,-0.10643954575061798,200.80278396606445,261.1687660217285,-0.07483448833227158,470.7777786254883,255.29013633728027,-0.5010663866996765,104.31840896606445,245.90289115905762,-0.5361413955688477,371.5000915527344,373.5720920562744,0.004012966062873602,272.810115814209,370.94913482666016,-0.002207742538303137,319.89368438720703,22.30568289756775,-0.3273664116859436
20,1.1553837555555555,399.6231460571289,126.3235330581665,-0.037541329860687256,243.65022659301758,131.51580333709717,0.03025229647755623,426.9437789916992,246.91583633422852,-0.10531920194625854,200.80278396606445,261.17411613464355,-0.06816354393959045,470.79620361328125,255.21846771240234,-0.4987722933292389,104.46233749389648,246.09137535095215,-0.530269205570221,371.5459442138672,373.5574436187744,0.003997031599283218,272.81673431396484,370.92902183532715,-0.0021921787410974503,319.9013137817383,22.309634685516357,-0.32715344429016113
21,1.2104020296296296,399.68910217285156,126.24508380889893,-0.03743404895067215,243.6623764038086,131.42160415649414,0.03066667914390564,426.9725799560547,246.8136692047119,-0.10464201122522354,200.84131240844727,261.17786407470703,-0.06782469898462296,470.8428955078125,255.15020370483398,-0.498608261346817,104.5793342590332,246.22315406799316,-0.5310439467430115,371.59324645996094,373.4539318084717,0.003956380765885115,272.8746032714844,370.8170986175537,-0.0021506217308342457,319.90259170532227,22.312282919883728,-0.3297714591026306
22,1.2654203037037037,399.8446273803711,126.20357036590576,-0.03710789233446121,243.7287712097168,131.2494707107544,0.0326799675822258,427.10853576660156,246.7957878112793,-0.10497243702411652,200.88476181030273,261.1655044555664,-0.05685374140739441,470.86978912353516,255.1083469390869,-0.503499448299408,104.76396560668945,246.45074844360352,-0.5139237642288208,371.6219711303711,373.26650619506836,0.003731610719114542,272.97006607055664,370.6186866760254,-0.0019339093705639243,319.901065826416,22.30646252632141,-0.33042198419570923
23,1.3204385777777778,399.9987030029297,126.20038032531738,-0.03782983496785164,243.93226623535156,131.2040662765503,0.03298776596784592,427.11036682128906,246.78603172302246,-0.10791792720556259,200.9463882446289,261.12318992614746,-0.050782907754182816,470.8700180053711,254.98598098754883,-0.5081604719161987,104.84373092651367,246.53328895568848,-0.49883466958999634,371.6282272338867,373.0260372161865,0.0032297756988555193,273.02154541015625,370.4000473022461,-0.0014259240124374628,319.923095703125,22.310280203819275,-0.33020296692848206
24,1.375456851851852,400.0733184814453,126.19935035705566,-0.03863321989774704,243.96968841552734,131.23709678649902,0.03314005956053734,427.1664047241211,246.8521499633789,-0.10954835265874863,201.01642608642578,261.2497043609619,-0.05777445435523987,470.8704376220703,254.88272666931152,-0.5079789757728577,105.00734329223633,246.62372589111328,-0.5291028022766113,371.697998046875,373.0418300628662,0.002750326879322529,273.0299758911133,370.4714012145996,-0.0009024206665344536,319.9273109436035,22.311419248580933,-0.333802193403244
25,1.4304751259259259,400.19439697265625,126.19388580322266,-0.03840702772140503,244.0202522277832,131.25333309173584,0.033710725605487823,427.1434020996094,246.86090469360352,-0.10924650728702545,201.09416961669922,261.2809753417969,-0.056641168892383575,470.85060119628906,254.7293186187744,-0.5102771520614624,105.12454032897949,246.66071891784668,-0.5239484310150146,371.79039001464844,372.99771308898926,0.0027386988513171673,273.12984466552734,370.43137550354004,-0.0008913406054489315,319.98464584350586,22.32609987258911,-0.3343551754951477
26,1.4854934,400.23582458496094,126.15527629852295,-0.03643016889691353,244.02294158935547,131.25144481658936,0.0351678766310215,427.04307556152344,246.87108993530273,-0.10361738502979279,201.37928009033203,261.29865646362305,-0.05526438355445862,470.8273696899414,254.5938205718994,-0.5019149780273438,105.57661056518555,246.76912307739258,-0.5233495235443115,371.8608856201172,372.54764556884766,0.002748515922576189,273.24270248413086,370.0736331939697,-0.0008990078349597752,319.99975204467773,22.343468070030212,-0.3353171944618225
27,1.540511674074074,400.3162384033203,126.11410617828369,-0.03283470496535301,244.0219497680664,131.21644020080566,0.037632670253515244,426.93023681640625,246.92150115966797,-0.0946519523859024,201.50205612182617,261.3068962097168,-0.056554652750492096,470.8098602294922,254.55788612365723,-0.49465498328208923,106.42049789428711,246.8620204925537,-0.5440295934677124,371.9159698486328,372.280912399292,0.0028967908583581448,273.4897994995117,369.89916801452637,-0.0010320112342014909,320.008544921875,22.349011301994324,-0.3408411145210266
28,1.5955299481481482,400.38124084472656,126.07167720794678,-0.03044813498854637,244.0240478515625,131.19824409484863,0.0377560555934906,426.741943359375,246.90336227416992,-0.08652468025684357,201.62063598632812,261.31072998046875,-0.05832122638821602,470.8119201660156,254.44570541381836,-0.4833407402038574,107.20983505249023,246.93835258483887,-0.5464146137237549,371.97837829589844,371.67128562927246,0.0030312156304717064,273.64513397216797,369.29271697998047,-0.0011658275034278631,320.0686264038086,22.355575561523438,-0.3416796326637268
29,1.6505482222222223,400.4393005371094,126.06303691864014,-0.03098987601697445,244.0501594543457,131.1945104598999,0.03410893678665161,426.72725677490234,246.90178871154785,-0.08734554797410965,201.62792205810547,261.2928771972656,-0.07031916826963425,470.8446502685547,254.39846992492676,-0.49047526717185974,108.11586380004883,246.94750785827637,-0.5570967793464661,372.17655181884766,371.5528964996338,0.0030411372426897287,273.94052505493164,369.2171573638916,-0.0011748056858778,320.2043914794922,22.416318655014038,-0.34362199902534485
30,1.7055664962962962,400.45005798339844,126.0604476928711,-0.02758152224123478,244.052734375,131.19751453399658,0.03379121795296669,426.6546630859375,246.87143325805664,-0.0679926723241806,201.75350189208984,261.34809494018555,-0.07210948318243027,470.8869171142578,254.3843936920166,-0.4608994126319885,111.66191101074219,247.09230422973633,-0.5591980814933777,372.27779388427734,371.4286708831787,0.00348482234403491,274.2484474182129,369.1216564178467,-0.001621120609343052,320.47496795654297,22.635778784751892,-0.34342408180236816
31,1.7605847703703703,400.52379608154297,126.06309413909912,-0.026515860110521317,244.08279418945312,131.19465351104736,0.03180941194295883,426.59385681152344,246.8986415863037,-0.06500052660703659,202.22784042358398,261.3571357727051,-0.07718774676322937,470.9255599975586,254.3254566192627,-0.4596692621707916,115.66743850708008,247.098970413208,-0.565568208694458,372.3624801635742,371.42669677734375,0.0038200386334210634,274.37744140625,369.1105270385742,-0.0019580794032663107,320.62522888183594,22.909006476402283,-0.34410491585731506
32,1.8156030444444444,400.5883026123047,126.09131813049316,-0.019746538251638412,244.07508850097656,131.184983253479,0.030850132927298546,426.5343475341797,246.90173149108887,-0.04902803897857666,202.72254943847656,261.3720989227295,-0.08132262527942657,470.98621368408203,254.31767463684082,-0.4453677535057068,119.14148330688477,247.13298797607422,-0.5771822929382324,372.37884521484375,371.4782238006592,0.00560764130204916,274.39380645751953,369.13315773010254,-0.0037302139680832624,320.86719512939453,23.2549649477005,-0.3445263206958771
33,1.8706213185185185,400.59715270996094,126.26994609832764,-0.015192417427897453,243.94886016845703,131.19229316711426,0.030849549919366837,426.4248275756836,246.90994262695312,-0.047445785254240036,203.64654541015625,261.35570526123047,-0.09015274792909622,470.98182678222656,254.30663108825684,-0.4508720338344574,123.75655174255371,247.15776443481445,-0.6072571873664856,372.38758087158203,371.56914710998535,0.006541990675032139,274.3935012817383,369.1823101043701,-0.0046256002970039845,321.0490417480469,23.692320585250854,-0.3456321954727173
34,1.9256395925925927,400.60741424560547,126.34238719940186,-0.014775125309824944,243.9555549621582,131.19046211242676,0.026719337329268456,426.2403106689453,246.92018508911133,-0.04823783040046692,204.6017837524414,260.83399772644043,-0.09955299645662308,470.95664978027344,254.27424430847168,-0.453361839056015,126.80651664733887,246.8767261505127,-0.6131855845451355,372.4028778076172,371.5891170501709,0.008028142154216766,274.400577545166,369.17412757873535,-0.006097051315009594,321.25072479248047,23.916179537773132,-0.3455488979816437
35,1.9806578666666665,400.6214141845703,126.4209508895874,-0.013208141550421715,243.73573303222656,131.1184787750244,0.02421601302921772,426.1853790283203,247.0591163635254,-0.04042421653866768,205.63133239746094,260.63767433166504,-0.10077454149723053,470.9720993041992,254.27907943725586,-0.452650249004364,131.84328079223633,246.36534690856934,-0.6212190389633179,372.42897033691406,371.6246223449707,0.008671410381793976,274.4268798828125,369.17344093322754,-0.006745782680809498,321.5248107910156,24.01853621006012,-0.3585734963417053
36,2.0356761407407404,400.63167572021484,126.54004096984863,-0.013159533031284809,243.64999771118164,131.061429977417,0.02449401281774044,426.1610794067383,247.35929489135742,-0.04299003630876541,206.59467697143555,260.63770294189453,-0.09985849261283875,470.98472595214844,254.3602752685547,-0.4589711129665375,137.4151611328125,245.27541160583496,-0.6349345445632935,372.3335266113281,371.632776260376,0.008650392293930054,274.38846588134766,369.1582202911377,-0.006725193466991186,321.7982482910156,24.107919931411743,-0.3731706142425537
37,2.090694414814815,400.6413269042969,126.6571569442749,-0.005163964349776506,243.55159759521484,131.06725215911865,0.022672833874821663,426.1212158203125,247.73383140563965,-0.014211727306246758,207.48926162719727,261.1677074432373,-0.10625375807285309,470.9765625,254.53765869140625,-0.4283067584037781,143.2402515411377,245.04615783691406,-0.6488704085350037,372.2473907470703,371.7392635345459,0.009655669331550598,274.2850685119629,369.15035247802734,-0.007748481817543507,322.33402252197266,24.159432649612427,-0.375758558511734
38,2.1457126888888887,400.64754486083984,126.7707109451294,0.0161089189350605,242.97948837280273,131.08469009399414,0.019033081829547882,425.9898376464844,248.0317497253418,0.0342521071434021,208.21233749389648,261.55714988708496,-0.1147252693772316,470.97312927246094,254.78782653808594,-0.36232635378837585,149.87436294555664,245.04189491271973,-0.6526134610176086,372.1063995361328,372.04524993896484,0.014009909704327583,274.00279998779297,369.30450439453125,-0.012136237695813179,322.6274871826172,24.46106493473053,-0.37351006269454956
39,2.2007309629629628,400.57212829589844,126.79195404052734,0.031420640647411346,242.47243881225586,131.0930299758911,0.01839992217719555,425.76629638671875,248.07761192321777,0.06548090279102325,209.5914077758789,261.9146919250488,-0.11554523557424545,470.9725570678711,254.8820686340332,-0.3205805718898773,156.59460067749023,245.42741775512695,-0.6514610052108765,372.08717346191406,372.08404541015625,0.016596302390098572,273.99723052978516,369.35179710388184,-0.014781962148845196,323.15013885498047,24.747551679611206,-0.37196633219718933
40,2.255749237037037,400.45440673828125,126.81577205657959,0.030772153288125992,241.9903564453125,131.10142707824707,0.018470145761966705,425.5850601196289,248.10842514038086,0.06657473742961884,210.34400939941406,262.4764823913574,-0.11538003385066986,470.75592041015625,254.94206428527832,-0.3020927906036377,163.11248779296875,247.3967170715332,-0.64342200756073,372.0075225830078,372.15874671936035,0.017951257526874542,273.75030517578125,369.3593215942383,-0.016191702336072922,323.6079788208008,24.818256497383118,-0.3648844361305237
41,2.310767511111111,400.29903411865234,126.9701099395752,0.03668238967657089,241.8546485900879,131.04333400726318,0.01883580908179283,425.4478454589844,248.1423568725586,0.06479665637016296,213.08237075805664,262.5442600250244,-0.1154801994562149,470.68897247314453,254.9831771850586,-0.31928446888923645,168.25815200805664,247.87347793579102,-0.646246612071991,371.6573715209961,372.29427337646484,0.01941387541592121,273.46874237060547,369.3592643737793,-0.01769501343369484,323.8044738769531,24.84955608844757,-0.35466936230659485
42,2.365785785185185,400.25890350341797,127.09709644317627,0.03135072439908981,241.71875,130.95269680023193,0.019665552303195,425.40016174316406,248.18346977233887,0.05287972092628479,212.9368782043457,263.12058448791504,-0.1215745210647583,470.58094024658203,255.06508827209473,-0.3356781601905823,171.33323669433594,247.87545204162598,-0.6685274839401245,371.45164489746094,372.4338626861572,0.01912667229771614,273.437557220459,369.4459819793701,-0.01739887334406376,323.8469696044922,24.861127138137817,-0.35490429401397705
43,2.4208040592592592,400.13755798339844,127.3787784576416,0.03525267913937569,241.39636993408203,130.94708919525146,0.012924490496516228,425.2623748779297,248.20979118347168,0.05604298785328865,213.3572006225586,263.11938285827637,-0.16917552053928375,470.4054260253906,255.08108139038086,-0.3414633572101593,175.25142669677734,247.85511016845703,-0.7505927085876465,371.06903076171875,372.7909469604492,0.020334690809249878,273.2802200317383,369.90068435668945,-0.018659280613064766,323.9756774902344,24.93234872817993,-0.357805997133255
44,2.4758223333333333,400.1211929321289,127.53961086273193,0.03207762539386749,240.66068649291992,130.87393283843994,0.0014193739043548703,425.1018524169922,248.2572841644287,0.052262164652347565,215.01373291015625,263.3396816253662,-0.1920545995235443,470.11951446533203,255.1310920715332,-0.34267115592956543,181.1373519897461,248.1211280822754,-0.7803266048431396,370.81077575683594,373.2356643676758,0.021130379289388657,273.10400009155273,370.49365997314453,-0.019459351897239685,324.1740036010742,24.998196959495544,-0.35848763585090637
45,2.5308406074074075,400.0957489013672,127.66362190246582,0.03058740869164467,240.32426834106445,130.85798263549805,-0.0010273742955178022,425.06736755371094,248.33627700805664,0.05430672690272331,215.41193008422852,263.26303482055664,-0.19809943437576294,469.6247100830078,255.17146110534668,-0.33064618706703186,182.34615325927734,247.85021781921387,-0.7873564958572388,370.6679916381836,374.2846870422363,0.021063784137368202,272.4782943725586,371.3528823852539,-0.01938701793551445,324.26883697509766,25.070484280586243,-0.3591150939464569
46,2.5858588814814816,400.09361267089844,127.76548862457275,0.029911989346146584,240.34534454345703,130.81000328063965,-0.0024394425563514233,425.0581741333008,248.4353542327881,0.06010567396879196,213.6227035522461,263.031063079834,-0.19523483514785767,469.2192840576172,255.2687644958496,-0.31555405259132385,185.5050277709961,247.84435272216797,-0.7751188278198242,370.6448745727539,374.88842010498047,0.02107289619743824,272.37640380859375,371.9300937652588,-0.019409963861107826,324.3566131591797,25.140713453292847,-0.36010342836380005
47,2.6408771555555557,399.8826217651367,127.7743148803711,0.04037012904882431,240.33191680908203,130.7639980316162,-0.003833334194496274,425.04825592041016,248.44196319580078,0.08830542117357254,213.57091903686523,262.9896640777588,-0.19968922436237335,469.04991149902344,255.2823829650879,-0.2819267511367798,192.5536346435547,248.11326026916504,-0.7865214347839355,370.6528091430664,374.8853874206543,0.02264990657567978,272.37375259399414,372.1139430999756,-0.020966844633221626,324.4214630126953,25.244831442832947,-0.35943394899368286
48,2.69589542962963,399.6885681152344,127.75477409362793,0.038123391568660736,240.37023544311523,130.4945468902588,-0.010422183200716972,425.06263732910156,248.44399452209473,0.08745531737804413,213.5291862487793,263.41904640197754,-0.22036123275756836,468.85066986083984,255.30489921569824,-0.2808297574520111,198.23427200317383,248.14756393432617,-0.8267863392829895,370.6471633911133,374.7860813140869,0.02264246717095375,272.3995590209961,372.12066650390625,-0.020945342257618904,324.4293212890625,25.249852538108826,-0.3636077642440796
49,2.7509137037037035,399.46422576904297,127.70899772644043,0.0372738242149353,240.50378799438477,130.36129474639893,-0.01975332200527191,425.07896423339844,248.33407402038574,0.07923336327075958,213.73271942138672,263.638858795166,-0.24985477328300476,468.75064849853516,255.3175449371338,-0.29387906193733215,205.4734230041504,248.54636192321777,-0.8615372776985168,370.692138671875,374.7816753387451,0.022573919966816902,272.56322860717773,372.15831756591797,-0.020867766812443733,324.442138671875,25.258255004882812,-0.36965569853782654
50,2.8059319777777776,399.28638458251953,127.65127658843994,0.03695814311504364,240.62692642211914,130.33141136169434,-0.02889341115951538,425.3191375732422,248.09823989868164,0.07531622797250748,214.23004150390625,263.6931037902832,-0.27000686526298523,468.7386703491211,255.34990310668945,-0.2949853241443634,211.00276947021484,248.83970260620117,-0.882293701171875,370.7057189941406,374.77277755737305,0.0225138608366251,272.61425018310547,372.17376708984375,-0.020804086700081825,324.4623565673828,25.37367045879364,-0.3740707337856293
51,2.8609502518518517,399.1272735595703,127.63044834136963,0.03699681907892227,240.6279754638672,130.34966468811035,-0.028450530022382736,425.4655075073242,247.99272537231445,0.08425809442996979,216.04007720947266,264.9652576446533,-0.26349514722824097,468.73600006103516,255.43230056762695,-0.2747616767883301,214.6894645690918,249.3069076538086,-0.8691855669021606,370.7050323486328,374.78087425231934,0.02246490865945816,272.5927734375,372.2584819793701,-0.020719576627016068,324.6156692504883,25.443538427352905,-0.3733134865760803
52,2.915968525925926,398.84010314941406,127.59764671325684,0.0362817645072937,240.56608200073242,130.38110733032227,-0.03473696857690811,425.6996154785156,247.87550926208496,0.0945792868733406,216.59130096435547,265.66901206970215,-0.27719247341156006,468.73653411865234,255.57472229003906,-0.245096355676651,219.30648803710938,249.30459022521973,-0.8781026601791382,370.70091247558594,375.10122299194336,0.022471139207482338,272.49902725219727,372.9544258117676,-0.020696643739938736,324.6703338623047,25.466321110725403,-0.37379375100135803
53,2.9709868,398.6979293823242,127.58803367614746,0.04972574859857559,240.57615280151367,130.37650108337402,-0.031035978347063065,426.02710723876953,247.78498649597168,0.11027327924966812,216.53127670288086,265.61081886291504,-0.2751808762550354,468.7744140625,255.6251621246338,-0.2274966984987259,220.10896682739258,248.4810447692871,-0.8727218508720398,370.71338653564453,375.7348823547363,0.022860947996377945,272.4922180175781,374.11723136901855,-0.021028660237789154,324.70497131347656,25.451345443725586,-0.362016886472702
54,3.026005074074074,398.5908889770508,127.55870819091797,0.05716698244214058,240.52753448486328,130.36784648895264,-0.028644541278481483,426.29627227783203,247.6003646850586,0.1265973597764969,216.49219512939453,265.5976867675781,-0.2714819610118866,468.82789611816406,255.66973686218262,-0.20004971325397491,225.14551162719727,247.7189826965332,-0.856587290763855,370.7227325439453,376.08570098876953,0.0229998379945755,272.4873924255371,374.86172676086426,-0.021130001172423363,324.7119903564453,25.383276343345642,-0.3537682890892029
55,3.081023348148148,398.34766387939453,127.53707885742188,0.061803631484508514,240.46464920043945,130.37691593170166,-0.03485383093357086,426.36791229248047,247.5337314605713,0.1244065910577774,216.45021438598633,265.5468463897705,-0.2910904586315155,468.88065338134766,255.72046279907227,-0.2218640297651291,229.22595977783203,247.71809577941895,-0.8726578950881958,370.7221221923828,376.95648193359375,0.02423124760389328,272.41455078125,376.1857509613037,-0.022261830046772957,324.79015350341797,25.369784832000732,-0.35599786043167114
56,3.1360416222222223,398.1697463989258,127.58305549621582,0.058389902114868164,240.44622421264648,130.48929691314697,-0.04543764144182205,426.3522720336914,247.5344467163086,0.11803670972585678,216.15955352783203,265.6240653991699,-0.3066551983356476,468.85826110839844,255.90142250061035,-0.23652681708335876,234.68212127685547,248.47941398620605,-0.8823810815811157,370.66123962402344,378.5034370422363,0.02429107204079628,272.1427345275879,377.6772880554199,-0.02229173481464386,324.794921875,25.322994589805603,-0.3686272203922272
