TimeStamp,LShoulderRoll,LElbowRoll,RShoulderRoll,RElbowRoll,HeadYaw,HeadPitch,LShoulderPitch,RShoulderPitch,LElbowYaw,RElbowYaw
1.2275785166666666,0.0,-0.14969769056017934,-0.5840609703916954,0.5899660434117395,0.0,-0.061113123371959975,1.3818342736977938,0.9867353564032015,-1.5707963267948966,0.0
2.360727916666667,0.0,-0.13422379381301694,-0.58136744051107,0.6322071970233161,0.0,-0.056931355290064996,1.3758246910531287,0.9894288862838265,-1.5707963267948966,0.0
3.4938773166666666,0.0,-0.11443806811391377,0.0,0.8970847390197247,0.0,-0.06629099861236215,1.3778003429902201,1.102244759442178,-1.5707963267948966,1.5707963267948966
4.627026716666666,0.2089567329449936,-0.21196767070650227,0.0,1.236333513083833,0.0,-0.010408446028190958,1.3618395938499033,1.5071979649580771,-1.5707963267948966,1.5707963267948966
5.760176116666666,0.22357096750971442,-0.1926616000388234,0.0,0.770054835124757,0.0,0.05097630264122867,1.347225359285182,0.9497626298490552,-1.5707963267948966,1.5707963267948966
6.893325516666666,0.20405773780077838,-0.20128108173145548,0.0,1.3078575061670676,0.0,0.0,1.366738588994118,1.3140768749890526,-1.5707963267948966,1.5707963267948966
8.026474916666666,0.1968612904722335,-0.17132796211404205,-0.5828665271830784,0.6607282029745272,0.0,-0.10684210431019792,1.3739350363226637,0.9879297996118183,-1.5707963267948966,0.0
9.159624316666667,0.2049460599134329,-0.1691643092731591,-0.6283459889551741,0.7447299051446935,0.0,-0.1600412168001558,1.3658502668814643,0.9424503378397224,-1.5707963267948966,0.0
10.292773716666666,0.2011705446164657,-0.15120192684840977,-0.5615849741201357,1.0305238385780415,0.0,-0.11535512376147236,1.3696257821784312,1.0092113526747606,-1.5707963267948966,0.0
11.425923116666667,0.21973000328941894,-0.1784103248183731,0.0,1.4055934548798827,0.0,-0.03216391030868856,1.3382800984130077,1.41610334335228,-1.5707963267948966,1.5707963267948966
12.559072516666667,0.22149470843784413,-0.15726124992824123,0.0,1.2841306559263732,0.0,0.0,1.344999150867599,1.4687759910219655,-1.5707963267948966,1.5707963267948966
13.692221916666666,0.21153194551924093,-0.18793246028429356,0.0,1.2806973116377875,0.0,-0.18306513818560266,1.3592643812756557,1.1836132117473335,-1.5707963267948966,1.5707963267948966
14.825371316666667,0.20337917887354595,-0.15433030456122213,-0.5679572820706986,0.8174000211439284,-0.17373406500593208,-0.17188185252696156,1.3674171479213515,1.0028390447241977,-1.5707963267948966,0.0
15.958520716666666,0.20970158848714357,-0.169459638352158,-0.5849590799593976,0.8538719834033778,-0.16833425321373166,-0.1958655856683789,1.3610947383077532,0.9858372468354989,-1.5707963267948966,0.0
17.091670116666666,0.20774826920852016,-0.16168582239194842,0.0,1.0800394155831523,0.0,-0.1650228280120262,1.3612830913855314,1.0867031138296255,-1.5707963267948966,1.5707963267948966
18.224819516666667,0.20992817161848792,-0.170755027325913,0.0,1.5016635810691636,0.0,-0.029820840433819412,1.360868155176409,1.3834801311903646,-1.5707963267948966,1.5707963267948966
19.357968916666668,0.21153515255238717,-0.16752690716757518,0.0,1.0625240264630236,0.0,0.0,1.3592611742425096,1.0932216088655962,-1.5707963267948966,1.5707963267948966
20.491118316666665,0.2131315578127805,-0.16629342163725802,0.0,1.0758406041795001,0.0,-0.006514621473087129,1.3576647689821164,1.1101610629384788,-1.5707963267948966,1.5707963267948966
21.624267716666665,0.21498817277702525,-0.17184189419482632,0.0,1.0646980037496276,0.0,-0.014518161014679747,1.3558081540178715,1.036204656970733,-1.5707963267948966,1.5707963267948966
23.624267716666665,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,-1.5707963267948966,1.5707963267948966
