,cumulative_reward,succeed,actor_loss,critic_loss
0,-10.627727931734274,False,-10.68343734741211,28.489198684692383
1,-11.695646549806012,False,-12.380420684814453,37.25707244873047
2,-12.411959279378168,False,-13.443283081054688,43.67934036254883
3,-14.52385677552343,False,-15.978622436523438,61.249263763427734
4,-10.686736233644249,False,-10.992721557617188,29.680583953857422
5,-11.323305141930462,False,-11.628277778625488,33.16502380371094
6,-14.99840178500334,False,-16.725479125976562,66.61930847167969
7,-11.61601952014421,False,-12.306262016296387,36.15354537963867
8,-10.195885521859083,False,-10.567116737365723,27.312252044677734
9,-13.694054760807951,False,-14.728096008300781,51.8404655456543
10,-11.810348794380179,False,-12.261428833007812,36.831336975097656
11,-11.851983265287922,False,-12.66137981414795,39.51583480834961
12,-11.558627150523996,False,-11.838837623596191,33.94465255737305
13,-10.740455573915785,False,-11.1442289352417,29.51621437072754
14,-14.053537913101097,False,-15.450586318969727,56.499027252197266
15,-14.305221519851525,False,-15.801972389221191,59.29518127441406
16,-12.164662980538301,False,-12.795547485351562,40.211883544921875
17,-13.313035921199297,False,-13.778715133666992,46.40277862548828
18,-11.744988822731537,False,-12.277327537536621,37.14517593383789
19,-11.795258643466283,False,-12.247276306152344,37.36542892456055
20,-11.580794813075787,False,-12.059944152832031,34.92914962768555
21,-11.130303834517028,False,-11.395174980163574,31.82370376586914
22,-10.669178316712992,False,-10.741107940673828,28.6844539642334
23,-13.90911299205906,False,-15.132891654968262,53.95966339111328
24,-10.790250871059898,False,-11.006634712219238,29.99812889099121
25,-13.567051197325082,False,-13.65579605102539,48.060672760009766
26,-11.59042348450397,False,-12.047062873840332,35.32767105102539
27,-13.1345016252179,False,-13.852265357971191,46.54531478881836
28,-11.77917292300726,False,-12.281124114990234,35.10226821899414
29,-11.065585139065266,False,-9.79177474975586,26.53408432006836
30,-14.781688617841544,False,-15.515464782714844,57.9901008605957
31,-10.11133295092282,False,-9.401801109313965,23.00597381591797
32,-12.186290513880502,False,-12.630172729492188,36.796939849853516
33,-12.060830157813426,False,-11.761870384216309,33.23735046386719
34,-12.823974018238744,False,-12.612415313720703,39.069435119628906
35,-15.350997510490437,False,-15.805798530578613,66.48233032226562
36,-11.354517643266886,False,-10.332818984985352,27.090118408203125
37,-10.906902148233433,False,-10.811775207519531,26.602201461791992
38,-10.444350418295937,False,-8.867171287536621,20.954683303833008
39,-14.913454677821461,False,-15.859203338623047,59.790016174316406
40,-11.70357497890357,False,-11.628327369689941,31.56633949279785
41,-11.956934382005844,False,-12.750439643859863,38.095577239990234
42,-11.97857075406202,False,-12.058954238891602,36.33634567260742
43,-10.64431226296201,False,-10.116787910461426,24.819095611572266
44,-11.367004337338246,False,-13.108006477355957,38.23788070678711
45,-12.064453859792458,False,-11.702218055725098,34.14755630493164
46,-9.718657788616357,False,-9.81616497039795,23.69351577758789
47,-13.758274845205689,False,-14.172282218933105,50.25284194946289
48,-14.451160704139467,False,-15.511810302734375,56.706024169921875
49,-10.354753473803475,False,-9.295331001281738,23.3512020111084
50,-14.903189071030923,False,-16.56355857849121,64.30704498291016
51,-11.846290823522507,False,-13.220685958862305,46.244163513183594
52,-13.407554830057931,False,-12.777023315429688,39.92856979370117
53,-13.199549168199637,False,-12.06373119354248,35.80974578857422
54,-10.97664695111015,False,-8.480581283569336,19.098508834838867
55,-10.686663896740999,False,-9.98228645324707,26.38284683227539
56,-12.458047670037493,False,-10.586674690246582,27.779586791992188
57,-11.989657230297329,False,-11.246899604797363,31.201387405395508
58,-13.566256165377727,False,-13.100987434387207,39.863773345947266
59,-14.201760982214392,False,-12.079044342041016,39.275028228759766
60,-12.510009384568644,False,-11.354118347167969,32.36849594116211
61,-14.834511978045231,False,-16.372962951660156,62.80108642578125
62,-14.041013176651035,False,-11.881697654724121,40.88328552246094
63,-10.769249646896967,False,-7.667304515838623,16.396032333374023
64,-15.356207896405731,False,-14.768492698669434,49.74819564819336
65,-12.421449626135788,False,-11.592820167541504,37.243221282958984
66,-13.884555326276852,False,-11.687339782714844,28.483245849609375
67,-11.839743886993393,False,-9.710643768310547,24.964874267578125
68,-11.70632454015881,False,-6.685546875,13.70318603515625
69,-11.757696255525971,False,-9.892845153808594,29.401599884033203
70,-11.653322988153064,False,-8.299127578735352,17.218183517456055
71,-12.162133543009288,False,-8.637887954711914,18.32969093322754
72,-13.551556851103069,False,-10.562591552734375,28.09075355529785
73,-11.224804133652482,False,-8.088031768798828,15.822320938110352
74,-9.684931591027091,False,-4.773114204406738,10.411480903625488
75,-12.067037062938308,False,-8.249602317810059,19.491012573242188
76,-11.002072850331722,False,-5.092693328857422,7.232931613922119
77,-10.901682758367077,False,-5.52625846862793,6.536792755126953
78,-11.388102772348612,False,-9.472343444824219,21.85123634338379
79,-11.153571652362997,False,-13.765918731689453,43.99007797241211
80,-13.331092239866845,False,-7.891534805297852,17.08237648010254
81,-12.185379137011966,False,-9.752608299255371,22.13874626159668
82,-9.724738538457796,False,-7.145594596862793,18.712608337402344
83,-13.162975268820189,False,-8.839445114135742,19.188133239746094
84,-11.81399181196741,False,-11.15383243560791,39.138729095458984
85,-10.782173431870339,False,-3.8693196773529053,6.751181602478027
86,-12.725700110935852,False,-4.030599117279053,8.098855972290039
87,-13.829331960344861,False,-12.714920997619629,39.3734016418457
88,-11.768119277882564,False,-7.052065372467041,11.620187759399414
89,-11.042081543287516,False,-2.829946994781494,2.0805108547210693
90,-12.184633333695633,False,-11.238869667053223,32.06946563720703
91,-10.893281851628657,False,-8.354279518127441,17.181921005249023
92,-13.391622108983322,False,-10.803473472595215,26.99140739440918
93,-14.999109205460934,False,-6.088012218475342,13.71537971496582
