,reward,succeed
0,-7.0871572956,False
1,-7.9608914289,False
2,-11.9553088722,False
3,-8.4371650245,False
4,-8.740777382,False
5,-8.1518568475,False
6,-9.7268742159,False
7,-11.2178671094,False
8,-7.1263335043,False
9,-8.6491581912,False
10,-6.2495730299,False
11,-3.6143431458,False
12,-5.3568999131,False
13,-10.7247947994,False
14,-6.4658985026,False
,-8.0976599508,
