,reward,succeed
0,-6.8970842713,False
1,-9.1644848703,False
2,-7.5772486014,False
3,-4.7453147063,False
4,-7.5185327573,False
5,-6.8160442359,False
6,-7.7230555391,False
7,-6.3116673296,False
8,-10.9733784643,False
9,-5.8962100935,False
10,-8.5715269696,False
11,-11.6075617144,False
12,-10.9136570442,False
13,-7.2142175483,False
14,-8.8601714978,False
,-8.0526770429,
