,reward,succeed
0,-10.9619181696,False
1,-3.8323108908,False
2,-7.6927080032,False
3,-6.0060328068,False
4,-4.0684484385,False
5,-4.9899584626,False
6,-6.250295561,False
7,-10.9683672295,False
8,-9.0322822776,False
9,-5.5239524581,False
10,-9.3182178308,False
11,-10.9540931131,False
12,-5.2899236724,False
13,-6.491255564,False
14,-10.3638478638,False
,-7.4495741561,
