Format Version,1.23,Take Name,RightToLeft,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2022-07-14 12.08.44.023 PM,Capture Start Frame,1070568,Total Frames in Take,2188,Total Exported Frames,2188,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
467,1.945833,0.000071,-0.000792,0.000265,-1.000000,0.136337,0.066289,0.771275,0.000050,0.109335,0.049221,0.802961,0.978693,0.131542,0.122791,0.771190,0.983802,0.135558,0.083899,0.732046,0.991863,0.168915,0.009246,0.778902,0.989317,-0.028067,-0.071113,-0.045957,-0.996014,0.066483,0.069162,0.881767,0.000214,0.047988,0.042939,0.877303,0.957488,0.054282,0.084657,0.879722,0.986651,0.097179,0.079891,0.888278,0.945801,-0.019590,-0.079675,-0.042232,-0.995733,-0.064970,0.185322,0.803140,0.000767,-0.159222,0.250638,0.794875,0.837375,0.000387,0.110383,0.860422,0.890219,0.042776,0.134212,0.829061,0.820332,-0.143820,0.246056,0.728203,0.681845,0.000213,-0.000042,0.000269,1.000000,0.133492,0.001403,0.572089,0.030168,0.094126,0.001603,0.527648,0.000001,0.096247,0.001161,0.623147,0.000001,0.170232,0.001833,0.521619,0.997107,0.173362,0.001015,0.615943,0.996884,0.001852,-0.009161,0.006829,-0.999933,-0.196864,0.481332,0.581943,0.000712,-0.242105,0.561979,0.701151,0.809741,-0.199442,0.540621,0.544744,0.798226,-0.149044,0.341395,0.499935,0.803173,-0.241963,0.561232,0.701173,-0.199351,0.541019,0.544054,-0.149277,0.341744,0.500603,0.109399,0.049257,0.802925,0.131492,0.122804,0.771223,0.135574,0.083877,0.732039,0.168884,0.009220,0.778912,0.048167,0.043040,0.877342,0.054265,0.084698,0.879720,0.097017,0.079750,0.888241,-0.159486,0.251150,0.794629,0.000483,0.110001,0.860334,0.042361,0.134742,0.828860,-0.143083,0.245222,0.728880,0.096296,0.001229,0.623057,0.094080,0.001537,0.527649,0.170232,0.001833,0.521606,0.173363,0.001015,0.615956
468,1.950000,0.000080,-0.000750,0.000256,-1.000000,0.136340,0.066287,0.771274,0.000048,0.109335,0.049219,0.802958,0.979469,0.131544,0.122788,0.771187,0.984681,0.135563,0.083895,0.732045,0.992953,0.168918,0.009245,0.778904,0.989516,-0.026976,-0.068139,-0.044522,-0.996317,0.066529,0.069141,0.881558,0.000296,0.047985,0.042961,0.877038,0.947790,0.054385,0.084666,0.879407,0.989064,0.097216,0.079794,0.888230,0.945502,-0.019427,-0.080246,-0.042274,-0.995689,-0.064982,0.185321,0.803010,0.000760,-0.159252,0.250621,0.794828,0.843513,0.000450,0.110412,0.860245,0.899029,0.042801,0.134235,0.828828,0.824224,-0.143925,0.246017,0.728140,0.674355,0.000213,-0.000035,0.000231,1.000000,0.133493,0.001407,0.572090,0.030167,0.094126,0.001610,0.527650,0.000001,0.096248,0.001168,0.623148,0.000001,0.170232,0.001834,0.521619,0.996898,0.173364,0.001015,0.615943,0.996690,0.001881,-0.009198,0.006788,-0.999933,-0.196875,0.481328,0.581922,0.000713,-0.242114,0.561979,0.701129,0.809757,-0.199461,0.540615,0.544719,0.799710,-0.149049,0.341391,0.499918,0.802909,-0.241971,0.561230,0.701149,-0.199370,0.541013,0.544030,-0.149283,0.341741,0.500587,0.109400,0.049254,0.802925,0.131493,0.122797,0.771223,0.135581,0.083876,0.732030,0.168885,0.009219,0.778916,0.048206,0.043092,0.877088,0.054391,0.084706,0.879409,0.096989,0.079624,0.888178,-0.159523,0.251129,0.794577,0.000559,0.110038,0.860155,0.042378,0.134752,0.828630,-0.143190,0.245198,0.728816,0.096298,0.001243,0.623037,0.094076,0.001537,0.527648,0.170232,0.001834,0.521610,0.173364,0.001015,0.615953
469,1.954167,0.000108,-0.000771,0.000239,-1.000000,0.136342,0.066285,0.771275,0.000051,0.109339,0.049218,0.802962,0.979715,0.131544,0.122787,0.771186,0.984390,0.135563,0.083892,0.732045,0.992576,0.168922,0.009245,0.778908,0.989313,-0.026758,-0.068418,-0.044665,-0.996297,0.066605,0.069177,0.881299,0.000276,0.048068,0.042989,0.876800,0.934477,0.054456,0.084698,0.879147,0.990021,0.097293,0.079844,0.887949,0.927802,-0.019364,-0.080712,-0.042422,-0.995646,-0.064975,0.185320,0.802877,0.000747,-0.159274,0.250588,0.794772,0.842961,0.000534,0.110440,0.860061,0.900090,0.042848,0.134272,0.828602,0.825933,-0.144007,0.245980,0.728071,0.677227,0.000229,0.000012,0.000261,1.000000,0.133493,0.001399,0.572096,0.030167,0.094122,0.001602,0.527659,0.000001,0.096253,0.001157,0.623157,0.000001,0.170228,0.001830,0.521621,0.997823,0.173368,0.001009,0.615945,0.997540,0.001908,-0.009207,0.006780,-0.999933,-0.196889,0.481319,0.581905,0.000714,-0.242128,0.561975,0.701108,0.809461,-0.199477,0.540604,0.544698,0.799847,-0.149063,0.341378,0.499907,0.802506,-0.241984,0.561226,0.701127,-0.199386,0.541003,0.544010,-0.149297,0.341729,0.500576,0.109408,0.049249,0.802927,0.131494,0.122799,0.771222,0.135580,0.083871,0.732032,0.168886,0.009222,0.778921,0.048280,0.043130,0.876848,0.054437,0.084720,0.879144,0.097099,0.079680,0.887905,-0.159553,0.251096,0.794517,0.000655,0.110078,0.859963,0.042423,0.134771,0.828415,-0.143279,0.245176,0.728744,0.096293,0.001228,0.623057,0.094083,0.001532,0.527653,0.170227,0.001830,0.521611,0.173369,0.001009,0.615957
470,1.958333,0.000102,-0.000765,0.000272,-1.000000,0.136340,0.066289,0.771276,0.000054,0.109335,0.049223,0.802962,0.979219,0.131545,0.122790,0.771187,0.984339,0.135563,0.083895,0.732046,0.992415,0.168916,0.009246,0.778908,0.988814,-0.027668,-0.068765,-0.045803,-0.996197,0.066720,0.069188,0.881059,0.000233,0.048236,0.042969,0.876523,0.935165,0.054535,0.084686,0.878947,0.992636,0.097389,0.079908,0.887708,0.935610,-0.019475,-0.080901,-0.042572,-0.995622,-0.064990,0.185326,0.802737,0.000712,-0.159312,0.250568,0.794684,0.841628,0.000563,0.110452,0.859879,0.901455,0.042857,0.134304,0.828409,0.829727,-0.144069,0.245980,0.727976,0.680827,0.000205,-0.000061,0.000272,1.000000,0.133494,0.001399,0.572087,0.030167,0.094130,0.001598,0.527645,0.000001,0.096247,0.001158,0.623143,0.000001,0.170237,0.001828,0.521618,0.997346,0.173363,0.001011,0.615942,0.997063,0.001914,-0.009183,0.006786,-0.999933,-0.196894,0.481318,0.581878,0.000710,-0.242137,0.561976,0.701078,0.809290,-0.199479,0.540603,0.544671,0.799805,-0.149065,0.341376,0.499884,0.802315,-0.241993,0.561226,0.701094,-0.199390,0.541003,0.543986,-0.149298,0.341724,0.500553,0.109405,0.049261,0.802928,0.131490,0.122800,0.771223,0.135586,0.083870,0.732036,0.168878,0.009224,0.778915,0.048441,0.043096,0.876569,0.054491,0.084723,0.878939,0.097229,0.079745,0.887671,-0.159595,0.251078,0.794470,0.000682,0.110084,0.859783,0.042430,0.134807,0.828224,-0.143351,0.245199,0.728575,0.096291,0.001223,0.623053,0.094085,0.001534,0.527652,0.170236,0.001828,0.521608,0.173364,0.001011,0.615953
471,1.962500,0.000050,-0.000741,0.000215,-1.000000,0.136340,0.066286,0.771274,0.000049,0.109336,0.049214,0.802957,0.978473,0.131539,0.122787,0.771191,0.983299,0.135562,0.083897,0.732046,0.990997,0.168922,0.009246,0.778901,0.988991,-0.028571,-0.069108,-0.045923,-0.996142,0.066787,0.069197,0.880804,0.000237,0.048303,0.042983,0.876235,0.938675,0.054599,0.084697,0.878728,0.985508,0.097460,0.079910,0.887448,0.942010,-0.019464,-0.081367,-0.042554,-0.995585,-0.065050,0.185286,0.802565,0.000702,-0.159378,0.250529,0.794595,0.844654,0.000555,0.110414,0.859651,0.900425,0.042821,0.134264,0.828139,0.828555,-0.144197,0.245936,0.727874,0.695546,0.000216,-0.000042,0.000260,1.000000,0.133493,0.001400,0.572089,0.030168,0.094127,0.001601,0.527648,0.000001,0.096248,0.001159,0.623147,0.000001,0.170233,0.001830,0.521619,0.997480,0.173363,0.001011,0.615943,0.997271,0.001907,-0.009149,0.006815,-0.999933,-0.196906,0.481317,0.581858,0.000716,-0.242152,0.561976,0.701056,0.809072,-0.199485,0.540602,0.544651,0.800359,-0.149080,0.341373,0.499866,0.802609,-0.242007,0.561223,0.701071,-0.199395,0.541002,0.543963,-0.149315,0.341726,0.500539,0.109402,0.049249,0.802926,0.131487,0.122793,0.771225,0.135584,0.083877,0.732033,0.168886,0.009225,0.778910,0.048520,0.043125,0.876284,0.054534,0.084728,0.878716,0.097309,0.079737,0.887412,-0.159635,0.251057,0.794417,0.000676,0.110022,0.859531,0.042373,0.134801,0.827978,-0.143494,0.245125,0.728427,0.096297,0.001227,0.623051,0.094076,0.001535,0.527647,0.170233,0.001830,0.521607,0.173364,0.001011,0.615956
472,1.966667,0.000071,-0.000780,0.000260,-1.000000,0.136338,0.066287,0.771272,0.000048,0.109335,0.049218,0.802958,0.979866,0.131542,0.122788,0.771187,0.984315,0.135559,0.083896,0.732044,0.991835,0.168915,0.009244,0.778900,0.989426,-0.029496,-0.071929,-0.046688,-0.995880,0.066885,0.069230,0.880473,0.000247,0.048417,0.042995,0.875965,0.934196,0.054661,0.084715,0.878493,0.981788,0.097579,0.079980,0.886961,0.941897,-0.019442,-0.081702,-0.042805,-0.995547,-0.065078,0.185237,0.802411,0.000714,-0.159445,0.250431,0.794502,0.846514,0.000604,0.110402,0.859456,0.893077,0.042836,0.134272,0.827916,0.820537,-0.144306,0.245844,0.727771,0.698150,0.000224,-0.000011,0.000297,1.000000,0.133490,0.001401,0.572087,0.030169,0.094121,0.001600,0.527649,0.000001,0.096248,0.001156,0.623147,0.000001,0.170227,0.001834,0.521614,0.997107,0.173364,0.001014,0.615938,0.996839,0.001878,-0.009074,0.006874,-0.999933,-0.196910,0.481321,0.581836,0.000719,-0.242166,0.561978,0.701032,0.808146,-0.199477,0.540608,0.544633,0.799692,-0.149089,0.341375,0.499844,0.801108,-0.242021,0.561223,0.701049,-0.199386,0.541010,0.543940,-0.149324,0.341729,0.500519,0.109399,0.049252,0.802925,0.131494,0.122798,0.771222,0.135576,0.083876,0.732032,0.168883,0.009221,0.778912,0.048626,0.043132,0.876011,0.054618,0.084743,0.878486,0.097412,0.079815,0.886922,-0.159675,0.250903,0.794310,0.000718,0.110037,0.859363,0.042358,0.134803,0.827721,-0.143599,0.245084,0.728344,0.096294,0.001225,0.623052,0.094080,0.001532,0.527645,0.170227,0.001834,0.521600,0.173364,0.001014,0.615954
473,1.970833,0.000059,-0.000810,0.000262,-1.000000,0.136339,0.066290,0.771267,0.000050,0.109338,0.049221,0.802955,0.980057,0.131543,0.122792,0.771184,0.984525,0.135558,0.083900,0.732039,0.991486,0.168917,0.009247,0.778892,0.989097,-0.029088,-0.069465,-0.046164,-0.996091,0.066907,0.069228,0.880316,0.000245,0.048431,0.043011,0.875734,0.925574,0.054710,0.084726,0.878266,0.971574,0.097580,0.079947,0.886949,0.931598,-0.019550,-0.082025,-0.043085,-0.995507,-0.065081,0.185257,0.802275,0.000737,-0.159489,0.250400,0.794443,0.860944,0.000679,0.110445,0.859259,0.898401,0.042878,0.134346,0.827698,0.811388,-0.144391,0.245838,0.727700,0.698827,0.000229,-0.000014,0.000259,1.000000,0.133489,0.001404,0.572086,0.030168,0.094121,0.001606,0.527648,0.000001,0.096247,0.001161,0.623146,0.000001,0.170227,0.001835,0.521614,0.996928,0.173362,0.001013,0.615938,0.996660,0.001793,-0.009050,0.006849,-0.999934,-0.196908,0.481339,0.581798,0.000731,-0.242173,0.561974,0.701005,0.808928,-0.199475,0.540633,0.544605,0.801210,-0.149075,0.341410,0.499784,0.798939,-0.242028,0.561224,0.701021,-0.199382,0.541017,0.543915,-0.149314,0.341777,0.500459,0.109405,0.049250,0.802923,0.131494,0.122804,0.771219,0.135579,0.083877,0.732026,0.168878,0.009229,0.778902,0.048688,0.043151,0.875791,0.054623,0.084797,0.878250,0.097411,0.079737,0.886907,-0.159709,0.250876,0.794255,0.000745,0.110049,0.859194,0.042437,0.134915,0.827472,-0.143676,0.245057,0.728276,0.096290,0.001229,0.623048,0.094076,0.001540,0.527641,0.170226,0.001835,0.521602,0.173363,0.001013,0.615951
474,1.975000,0.000063,-0.000803,0.000241,-1.000000,0.136336,0.066292,0.771268,0.000047,0.109335,0.049222,0.802955,0.981479,0.131538,0.122793,0.771184,0.985432,0.135555,0.083902,0.732040,0.991959,0.168916,0.009250,0.778894,0.990650,-0.029909,-0.073060,-0.045998,-0.995817,0.067007,0.069296,0.879960,0.000267,0.048492,0.043089,0.875478,0.934177,0.054798,0.084799,0.878018,0.990169,0.097730,0.080000,0.886382,0.939554,-0.019876,-0.082179,-0.043539,-0.995468,-0.065092,0.185227,0.802134,0.000745,-0.159559,0.250294,0.794378,0.872028,0.000751,0.110430,0.859044,0.901370,0.042919,0.134391,0.827485,0.803483,-0.144479,0.245792,0.727627,0.701556,0.000252,-0.000038,0.000248,1.000000,0.133486,0.001404,0.572085,0.030168,0.094119,0.001609,0.527644,0.000001,0.096241,0.001160,0.623143,0.000001,0.170226,0.001836,0.521614,0.997300,0.173357,0.001010,0.615938,0.997078,0.001771,-0.008970,0.006956,-0.999934,-0.196918,0.481341,0.581776,0.000732,-0.242186,0.561981,0.700979,0.807226,-0.199467,0.540637,0.544584,0.797937,-0.149102,0.341405,0.499764,0.797868,-0.242040,0.561224,0.700996,-0.199374,0.541033,0.543886,-0.149342,0.341769,0.500445,0.109395,0.049254,0.802925,0.131492,0.122803,0.771219,0.135573,0.083878,0.732028,0.168885,0.009232,0.778901,0.048703,0.043240,0.875525,0.054762,0.084811,0.878011,0.097556,0.079837,0.886343,-0.159741,0.250738,0.794198,0.000806,0.110044,0.858983,0.042449,0.134974,0.827248,-0.143765,0.245025,0.728200,0.096293,0.001229,0.623051,0.094081,0.001541,0.527645,0.170225,0.001836,0.521603,0.173357,0.001010,0.615950
475,1.979167,0.000090,-0.000839,0.000269,-1.000000,0.136336,0.066295,0.771268,0.000050,0.109337,0.049229,0.802958,0.979450,0.131542,0.122797,0.771182,0.983980,0.135553,0.083903,0.732039,0.991919,0.168914,0.009252,0.778894,0.989120,-0.029687,-0.070931,-0.045580,-0.995997,0.067071,0.069313,0.879770,0.000305,0.048551,0.043123,0.875218,0.927289,0.054886,0.084827,0.877772,0.991227,0.097776,0.079991,0.886320,0.929227,-0.019932,-0.082624,-0.043658,-0.995425,-0.065118,0.185236,0.801982,0.000760,-0.159608,0.250281,0.794317,0.875551,0.000795,0.110451,0.858827,0.903881,0.042928,0.134424,0.827233,0.799022,-0.144586,0.245789,0.727553,0.692652,0.000234,-0.000027,0.000220,1.000000,0.133488,0.001409,0.572086,0.030169,0.094121,0.001615,0.527646,0.000001,0.096245,0.001169,0.623144,0.000001,0.170227,0.001838,0.521614,0.997211,0.173360,0.001015,0.615938,0.996899,0.001760,-0.008923,0.007013,-0.999934,-0.196931,0.481340,0.581753,0.000734,-0.242200,0.561983,0.700953,0.806000,-0.199469,0.540637,0.544562,0.797180,-0.149123,0.341400,0.499743,0.796327,-0.242052,0.561221,0.700966,-0.199376,0.541038,0.543863,-0.149364,0.341765,0.500430,0.109404,0.049263,0.802924,0.131491,0.122808,0.771220,0.135571,0.083882,0.732022,0.168880,0.009229,0.778907,0.048788,0.043283,0.875271,0.054859,0.084850,0.877767,0.097566,0.079808,0.886272,-0.159782,0.250715,0.794149,0.000844,0.110075,0.858764,0.042442,0.135016,0.826989,-0.143842,0.244998,0.728130,0.096292,0.001246,0.623027,0.094078,0.001540,0.527640,0.170226,0.001838,0.521603,0.173360,0.001015,0.615951
476,1.983333,0.000078,-0.000803,0.000203,-1.000000,0.136340,0.066293,0.771267,0.000052,0.109340,0.049222,0.802954,0.980664,0.131538,0.122794,0.771181,0.984862,0.135558,0.083902,0.732038,0.990683,0.168925,0.009255,0.778894,0.990435,-0.028393,-0.070476,-0.045092,-0.996089,0.067133,0.069317,0.879475,0.000360,0.048596,0.043129,0.874973,0.920102,0.054962,0.084835,0.877424,0.998137,0.097840,0.079986,0.886028,0.921285,-0.020137,-0.082652,-0.044211,-0.995394,-0.065161,0.185273,0.801849,0.000786,-0.159721,0.250220,0.794222,0.869228,0.000834,0.110530,0.858653,0.899794,0.042941,0.134565,0.827069,0.796971,-0.144698,0.245778,0.727454,0.681293,0.000230,-0.000038,0.000230,1.000000,0.133488,0.001408,0.572085,0.030168,0.094121,0.001612,0.527644,0.000001,0.096243,0.001167,0.623142,0.000001,0.170228,0.001836,0.521614,0.997524,0.173359,0.001015,0.615938,0.997242,0.001718,-0.008849,0.007108,-0.999934,-0.196936,0.481339,0.581725,0.000735,-0.242207,0.561980,0.700925,0.803916,-0.199457,0.540639,0.544539,0.796761,-0.149143,0.341396,0.499710,0.793720,-0.242056,0.561210,0.700929,-0.199366,0.541047,0.543841,-0.149387,0.341764,0.500408,0.109402,0.049256,0.802922,0.131490,0.122805,0.771217,0.135579,0.083872,0.732030,0.168890,0.009240,0.778899,0.048848,0.043317,0.875030,0.054955,0.084837,0.877423,0.097595,0.079796,0.885973,-0.159911,0.250671,0.794037,0.000890,0.110137,0.858600,0.042458,0.135167,0.826817,-0.143932,0.244959,0.728062,0.096296,0.001245,0.623031,0.094078,0.001536,0.527644,0.170227,0.001836,0.521604,0.173359,0.001015,0.615949
477,1.987500,0.000077,-0.000798,0.000215,-1.000000,0.136337,0.066295,0.771263,0.000047,0.109337,0.049225,0.802950,0.981185,0.131536,0.122796,0.771177,0.985322,0.135555,0.083904,0.732034,0.992221,0.168920,0.009255,0.778890,0.990429,-0.029279,-0.071242,-0.044447,-0.996038,0.067180,0.069347,0.879199,0.000416,0.048600,0.043192,0.874686,0.908190,0.055027,0.084885,0.877193,0.991404,0.097913,0.079964,0.885719,0.915756,-0.020116,-0.083117,-0.044334,-0.995350,-0.065191,0.185270,0.801724,0.000810,-0.159776,0.250191,0.794180,0.867825,0.000878,0.110548,0.858471,0.900525,0.042948,0.134592,0.826846,0.797355,-0.144814,0.245748,0.727399,0.668274,0.000205,-0.000046,0.000298,1.000000,0.133492,0.001406,0.572085,0.030168,0.094127,0.001603,0.527644,0.000001,0.096247,0.001163,0.623142,0.000001,0.170233,0.001837,0.521615,0.996750,0.173363,0.001021,0.615939,0.996496,0.001727,-0.008841,0.007167,-0.999934,-0.196947,0.481339,0.581700,0.000735,-0.242211,0.561988,0.700898,0.802459,-0.199461,0.540639,0.544513,0.793851,-0.149169,0.341389,0.499689,0.793025,-0.242059,0.561213,0.700901,-0.199370,0.541057,0.543808,-0.149414,0.341753,0.500391,0.109397,0.049257,0.802919,0.131490,0.122805,0.771212,0.135573,0.083882,0.732021,0.168888,0.009236,0.778900,0.048875,0.043427,0.874748,0.055014,0.084854,0.877190,0.097650,0.079761,0.885660,-0.159961,0.250645,0.793983,0.000924,0.110157,0.858412,0.042471,0.135198,0.826596,-0.144029,0.244895,0.728044,0.096286,0.001227,0.623045,0.094081,0.001541,0.527639,0.170233,0.001838,0.521602,0.173363,0.001021,0.615953
478,1.991667,0.000064,-0.000815,0.000197,-1.000000,0.136336,0.066293,0.771267,0.000046,0.109337,0.049220,0.802955,0.981855,0.131532,0.122794,0.771183,0.985825,0.135552,0.083902,0.732039,0.992657,0.168921,0.009254,0.778892,0.990667,-0.029647,-0.071054,-0.045123,-0.996010,0.067289,0.069337,0.878940,0.000402,0.048744,0.043162,0.874397,0.900499,0.055117,0.084862,0.876942,0.984727,0.098006,0.079988,0.885480,0.911546,-0.020127,-0.083449,-0.044427,-0.995318,-0.065230,0.185268,0.801602,0.000815,-0.159833,0.250170,0.794122,0.869461,0.000891,0.110559,0.858304,0.900115,0.042936,0.134611,0.826652,0.791068,-0.144914,0.245731,0.727331,0.665704,0.000175,-0.000050,0.000279,1.000000,0.133486,0.001403,0.572085,0.030168,0.094120,0.001599,0.527643,0.000001,0.096240,0.001165,0.623141,0.000001,0.170227,0.001830,0.521615,0.997076,0.173356,0.001019,0.615939,0.996855,0.001718,-0.008765,0.007239,-0.999934,-0.196956,0.481343,0.581668,0.000741,-0.242226,0.561997,0.700861,0.798886,-0.199456,0.540644,0.544481,0.785510,-0.149185,0.341388,0.499663,0.791674,-0.242073,0.561207,0.700872,-0.199362,0.541085,0.543751,-0.149431,0.341747,0.500373,0.109395,0.049251,0.802924,0.131489,0.122805,0.771217,0.135567,0.083881,0.732026,0.168891,0.009234,0.778902,0.049057,0.043398,0.874467,0.055058,0.084866,0.876930,0.097753,0.079748,0.885421,-0.160008,0.250623,0.793931,0.000954,0.110171,0.858233,0.042427,0.135229,0.826411,-0.144123,0.244864,0.727973,0.096294,0.001228,0.623053,0.094081,0.001536,0.527645,0.170226,0.001830,0.521603,0.173356,0.001019,0.615952
479,1.995833,0.000017,-0.000808,0.000218,-1.000000,0.136337,0.066296,0.771268,0.000048,0.109338,0.049222,0.802954,0.981029,0.131537,0.122797,0.771190,0.985763,0.135555,0.083910,0.732042,0.992441,0.168920,0.009256,0.778888,0.990170,-0.029921,-0.072344,-0.046228,-0.995858,0.067395,0.069342,0.878667,0.000377,0.048897,0.043128,0.874156,0.893890,0.055183,0.084840,0.876710,0.968069,0.098104,0.080058,0.885136,0.902482,-0.020244,-0.083754,-0.044620,-0.995281,-0.065260,0.185271,0.801468,0.000819,-0.159892,0.250139,0.794061,0.871867,0.000924,0.110574,0.858111,0.902245,0.042940,0.134650,0.826439,0.790304,-0.145013,0.245722,0.727260,0.660024,0.000229,-0.000029,0.000270,1.000000,0.133490,0.001405,0.572085,0.030166,0.094123,0.001606,0.527645,0.000001,0.096246,0.001161,0.623143,0.000001,0.170229,0.001836,0.521613,0.997376,0.173362,0.001015,0.615938,0.997092,0.001734,-0.008776,0.007385,-0.999933,-0.196977,0.481324,0.581637,0.000710,-0.242221,0.561995,0.700828,0.800073,-0.199460,0.540624,0.544448,0.780082,-0.149249,0.341352,0.499635,0.799311,-0.242072,0.561210,0.700850,-0.199370,0.541093,0.543710,-0.149485,0.341681,0.500329,0.109400,0.049250,0.802920,0.131494,0.122809,0.771225,0.135569,0.083887,0.732028,0.168887,0.009239,0.778900,0.049255,0.043342,0.874235,0.055080,0.084914,0.876692,0.097848,0.079769,0.885076,-0.160053,0.250590,0.793878,0.000983,0.110198,0.858020,0.042422,0.135270,0.826212,-0.144216,0.244830,0.727907,0.096288,0.001229,0.623051,0.094073,0.001539,0.527635,0.170229,0.001836,0.521603,0.173362,0.001015,0.615949
480,2.000000,0.000066,-0.000834,0.000231,-1.000000,0.136338,0.066295,0.771267,0.000050,0.109339,0.049225,0.802956,0.981106,0.131538,0.122797,0.771183,0.986093,0.135554,0.083905,0.732039,0.991904,0.168919,0.009254,0.778891,0.990550,-0.030675,-0.073522,-0.045905,-0.995764,0.067452,0.069395,0.878410,0.000379,0.048926,0.043200,0.873909,0.894581,0.055246,0.084904,0.876504,0.970991,0.098184,0.080082,0.884818,0.911558,-0.020130,-0.084233,-0.044653,-0.995242,-0.065299,0.185274,0.801334,0.000849,-0.159945,0.250130,0.794000,0.876368,0.000947,0.110599,0.857934,0.901202,0.042931,0.134671,0.826216,0.770780,-0.145128,0.245697,0.727186,0.654214,0.000250,-0.000058,0.000256,1.000000,0.133489,0.001407,0.572089,0.030166,0.094124,0.001612,0.527647,0.000001,0.096242,0.001163,0.623145,0.000001,0.170230,0.001840,0.521619,0.997629,0.173358,0.001015,0.615944,0.997376,0.001770,-0.008815,0.007381,-0.999932,-0.196991,0.481323,0.581610,0.000713,-0.242227,0.562003,0.700798,0.799553,-0.199478,0.540621,0.544417,0.780190,-0.149269,0.341346,0.499614,0.798673,-0.242077,0.561215,0.700820,-0.199388,0.541089,0.543678,-0.149505,0.341677,0.500309,0.109400,0.049253,0.802921,0.131496,0.122808,0.771218,0.135569,0.083878,0.732030,0.168885,0.009242,0.778900,0.049263,0.043441,0.873984,0.055134,0.084929,0.876483,0.097958,0.079815,0.884765,-0.160101,0.250562,0.793817,0.001040,0.110222,0.857857,0.042337,0.135324,0.825967,-0.144299,0.244804,0.727841,0.096289,0.001231,0.623058,0.094075,0.001545,0.527639,0.170230,0.001840,0.521610,0.173358,0.001015,0.615954
