,state,action,reward,next_state,distribution
153,"[0.10525529086589813, -0.202875018119812, 0.3601198196411133, 0.029444560408592224, 0.005572795402258635, 0.12095098197460175, 0.11458060145378113, -0.01881244219839573, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",7,-2.0,"[0.1012397797122917, -0.23110454940548397, 0.34914621132591694, -0.16064964980440966, 0.006178860210727777, 0.13372598337780867, 0.12324784594868471, -0.02299372712524206, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09935244917869568, 0.09134019911289215, 0.1008743941783905, 0.10724031925201416, 0.10827518254518509, 0.10142514854669571, 0.0952737107872963, 0.10034019500017166, 0.09950470179319382, 0.09637373685836792]"
154,"[0.10123977810144424, -0.2311045527458191, 0.3491462171077728, -0.16064965724945068, 0.0061788600869476795, 0.13372598588466644, 0.12324784696102142, -0.022993726655840874, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",6,-2.0,"[0.10258629368737981, -0.2303984000825876, 0.35084876200035975, 0.02364062543862122, 0.006178831218897507, 0.14137479810088002, 0.12580285240724126, -0.020252704978904412, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09929244220256805, 0.09168913215398788, 0.10267040878534317, 0.106902576982975, 0.1072971373796463, 0.10147224366664886, 0.0959562286734581, 0.09978573024272919, 0.09886900335550308, 0.09606508165597916]"
155,"[0.1025862917304039, -0.23039840161800385, 0.3508487641811371, 0.023640625178813934, 0.0061788312159478664, 0.14137479662895203, 0.12580285966396332, -0.020252704620361328, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",8,-2.0,"[0.10271522224310736, -0.22810995600439288, 0.3609417514733284, 0.03182142429581791, 0.2061788144705341, 0.15125865170523334, 0.12648726854146863, -0.018814472265823334, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09934024512767792, 0.09142781049013138, 0.10097423195838928, 0.10714562237262726, 0.10807913541793823, 0.10158240795135498, 0.09535954892635345, 0.10040170699357986, 0.09954145550727844, 0.09614790976047516]"
156,"[0.10271522402763367, -0.2281099557876587, 0.36094173789024353, 0.03182142600417137, 0.20617881417274475, 0.151258647441864, 0.12648726999759674, -0.01881447248160839, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",4,2.0,"[0.10283033600365155, -0.27428219108400853, 0.5407033709557636, 0.028248765013136, 0.20617891971069024, 0.151241372247217, 0.110980464125989, -0.01523600681850723, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09887860715389252, 0.09110857546329498, 0.10184145718812943, 0.10726737231016159, 0.10842613875865936, 0.101265087723732, 0.09553174674510956, 0.10054964572191238, 0.09990090876817703, 0.09523050487041473]"
157,"[0.10283033549785614, -0.27428218722343445, 0.5407033562660217, 0.02824876457452774, 0.2061789184808731, 0.15124137699604034, 0.11098046600818634, -0.015236007049679756, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",6,0.0,"[0.10637786842488328, -0.27237316985328164, 0.5452567601177396, 0.21140489016826525, 0.20617906689136856, 0.14400107931344508, 0.11073279403242475, -0.026102995324888134, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09822995960712433, 0.09069252014160156, 0.102669857442379, 0.10698847472667694, 0.10838420689105988, 0.10058092325925827, 0.09585153311491013, 0.1004662737250328, 0.10047953575849533, 0.09565675258636475]"
158,"[0.10637786984443665, -0.27237316966056824, 0.5452567338943481, 0.21140488982200623, 0.20617906749248505, 0.1440010815858841, 0.1107327938079834, -0.02610299549996853, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",1,0.0,"[-0.005782165619343083, -0.27073418085459, 0.549082176175574, 0.19318089972485275, 0.2061792194679377, 0.1322728985813659, 0.11245302887252218, -0.046833138493804216, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09813123196363449, 0.09052146971225739, 0.10150640457868576, 0.10718229413032532, 0.10899800807237625, 0.10035689175128937, 0.0954323410987854, 0.10120382905006409, 0.10099869966506958, 0.09566891193389893]"
159,"[-0.005782165564596653, -0.27073419094085693, 0.5490821599960327, 0.1931809037923813, 0.20617921650409698, 0.1322728991508484, 0.11245302855968475, -0.046833138912916183, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",7,0.0,"[-0.007820918690407908, -0.2699895663295351, 0.5519289094582858, 0.0015591532304863875, 0.2061794069108931, 0.13968399457474517, 0.11114566179072055, -0.03532251479020998, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.0980127826333046, 0.09051847457885742, 0.10212824493646622, 0.10727669298648834, 0.10862229764461517, 0.10007379204034805, 0.0951051265001297, 0.1013244092464447, 0.10123813897371292, 0.09570010751485825]"
160,"[-0.00782091822475195, -0.26998957991600037, 0.5519289374351501, 0.0015591531991958618, 0.2061794102191925, 0.13968399167060852, 0.11114566028118134, -0.035322513431310654, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",1,0.0,"[-0.11074734136306397, -0.26872710782390286, 0.5609455823187899, -0.0169063257295079, 0.2061795448970951, 0.1299301988776142, 0.11291282141215808, -0.0520511556516261, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09810638427734375, 0.09073399752378464, 0.10313151776790619, 0.10725288093090057, 0.1080855280160904, 0.10043630748987198, 0.09560386836528778, 0.1004016101360321, 0.1004769429564476, 0.09577097743749619]"
161,"[-0.11074734479188919, -0.2687270939350128, 0.5609455704689026, -0.01690632663667202, 0.20617954432964325, 0.12993019819259644, 0.11291281878948212, -0.052051156759262085, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",8,0.0,"[-0.10999107707437084, -0.26803035776405437, 0.5645458828426086, -0.0174985964212393, 0.4061796853051556, 0.1307238581787481, 0.11184828061124164, -0.05350974436601852, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09799497574567795, 0.09071971476078033, 0.10356715321540833, 0.1074933260679245, 0.10786657780408859, 0.10023679584264755, 0.0954069271683693, 0.10038421303033829, 0.10059881210327148, 0.09573154896497726]"
162,"[-0.10999107360839844, -0.2680303454399109, 0.5645458698272705, -0.017498595640063286, 0.4061796963214874, 0.13072386384010315, 0.11184827983379364, -0.05350974574685097, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[-0.1091351355318313, -0.2672361674185417, 0.5686757515975174, -0.01818019028278428, 0.20767982043435662, 0.13182631039246712, 0.1113338129345175, -0.05289931464992215, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09746779501438141, 0.0905546322464943, 0.10425403714179993, 0.10743151605129242, 0.10844440758228302, 0.10012883692979813, 0.09537634253501892, 0.10034584254026413, 0.10086244344711304, 0.0951341837644577]"
163,"[-0.10913513600826263, -0.2672361731529236, 0.5686757564544678, -0.01818018965423107, 0.20767982304096222, 0.13182631134986877, 0.11133380979299545, -0.0528993159532547, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",3,-2.0,"[-0.10818953689000566, -0.29572661165471814, 0.5815269893810138, -0.01854356453070949, 0.20768000930108155, 0.136865381608986, 0.11595111369697658, -0.05510941785338219, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09795764088630676, 0.09069747477769852, 0.10360840708017349, 0.10748094320297241, 0.10788704454898834, 0.10021747648715973, 0.09539700299501419, 0.10038741677999496, 0.10061535984277725, 0.09575120359659195]"
164,"[-0.10818953812122345, -0.29572659730911255, 0.5815269947052002, -0.018543563783168793, 0.20768000185489655, 0.13686537742614746, 0.11595111340284348, -0.0551094189286232, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",1,0.0,"[-0.2189177589787299, -0.295284875242392, 0.5880249371130546, -0.03690932780785605, 0.20768009082487904, 0.1273016928364494, 0.11733125413554174, -0.07620512182338246, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.0979204997420311, 0.09072231501340866, 0.10375360399484634, 0.10738329589366913, 0.10771873593330383, 0.10017387568950653, 0.09551940113306046, 0.10043808072805405, 0.1006951555609703, 0.095675028860569]"
165,"[-0.004312889184802771, -0.014148954302072525, 0.016840852797031403, 0.00294301426038146, 0.0057439557276666164, 0.06806620210409164, 0.11151758581399918, -0.034848641604185104, -0.009999999776482582, 0.10000000149011612, -0.02449999935925007]",7,0.0,"[-0.002661109001108386, -0.012228760913443715, 0.014148971720778114, -0.1891329488019471, -1.2516415566210526e-06, 0.06282621564008893, 0.11096646961537643, -0.029818253236437164, -0.009999998229537399, 0.10000013851563427, -0.024989754268576858]","[0.09944835305213928, 0.09197381138801575, 0.10037033259868622, 0.10946538299322128, 0.10967709124088287, 0.10086999833583832, 0.09417648613452911, 0.09947028011083603, 0.09841200709342957, 0.09613634645938873]"
166,"[-0.00266110897064209, -0.012228760868310928, 0.014148971997201443, -0.1891329437494278, -1.251641606359044e-06, 0.06282621622085571, 0.11096646636724472, -0.029818253591656685, -0.009999997913837433, 0.10000013560056686, -0.02498975396156311]",8,0.0,"[-0.0018077266096039324, -0.011397629752956107, 0.01937848238452311, -0.18707340920268045, 0.19499875235616937, 0.06141250952188848, 0.10956084677859795, -0.027569681821336567, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09973303973674774, 0.09210663288831711, 0.10163433104753494, 0.10910802334547043, 0.10910505801439285, 0.10097258538007736, 0.09429214149713516, 0.09905457496643066, 0.09792451560497284, 0.09606917947530746]"
167,"[-0.001807726570405066, -0.011397629976272583, 0.019378483295440674, -0.18707340955734253, 0.19499875605106354, 0.0614125095307827, 0.10956084728240967, -0.027569681406021118, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[-0.0007722204615712158, -0.010588250933547982, 0.02480000050922282, -0.18507347355816783, -0.005001245627035189, 0.06235620005193962, 0.10895268215064352, -0.02681664749183643, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09887691587209702, 0.09185987710952759, 0.10182511061429977, 0.10921294242143631, 0.1092967838048935, 0.10097486525774002, 0.09482890367507935, 0.0995958223938942, 0.09815684705972672, 0.09537187218666077]"
168,"[-0.0007722204900346696, -0.010588251054286957, 0.024800000712275505, -0.18507348001003265, -0.005001245532184839, 0.06235620006918907, 0.10895267874002457, -0.02681664749979973, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[-0.00012453802503831213, -0.009854295620630893, 0.029364180595755407, -0.1832793081912012, -0.20500101197808718, 0.06214789333543, 0.10811499832752586, -0.02647153471447694, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09969747066497803, 0.09207918494939804, 0.10159801691770554, 0.10908256471157074, 0.10913722217082977, 0.10093158483505249, 0.09428910166025162, 0.09907317161560059, 0.09796536713838577, 0.09614632278680801]"
169,"[-0.00012453802628442645, -0.009854295291006565, 0.02936417981982231, -0.18327930569648743, -0.20500101149082184, 0.06214789301156998, 0.10811499506235123, -0.026471534743905067, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",6,0.0,"[0.0011305951500295564, -0.00921506032360675, 0.03284091240694487, 0.017688864848246943, -0.20500100824870504, 0.06132987763356848, 0.10736589000740066, -0.026299897066105582, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.10052020847797394, 0.09199322015047073, 0.10114068537950516, 0.10930411517620087, 0.10866674035787582, 0.10049211233854294, 0.09446565061807632, 0.09886855632066727, 0.09756626188755035, 0.09698249399662018]"
170,"[0.0011305951047688723, -0.009215060621500015, 0.03284091129899025, 0.017688864842057228, -0.20500101149082184, 0.061329878866672516, 0.10736589133739471, -0.026299897581338882, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",3,-2.0,"[0.0022838764677475254, -0.03430014818708926, 0.04569195846555729, 0.018338741633162847, -0.20500099896972657, 0.06387963192067989, 0.1122219850458187, -0.028518045602793918, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.10029040277004242, 0.09174446761608124, 0.09989964216947556, 0.10946866869926453, 0.10916758328676224, 0.10056838393211365, 0.09440510720014572, 0.09891978651285172, 0.09806627780199051, 0.09746973216533661]"
