,reward,succeed
0,-11.7409203162,False
1,-8.538255426,False
2,-7.9618794877,False
3,-6.1749074183,False
4,-5.1761521483,False
5,-5.1617868023,False
6,-6.8157755705,False
7,-9.8369354253,False
8,-9.9386660024,False
9,-9.0983034563,False
10,-5.3882940419,False
11,-6.0481452493,False
12,-6.6438636466,False
13,-10.0886374901,False
14,-10.0679241458,False
,-7.9120297751,
