,state,action,reward,next_state
0,"0.13268062,0.10344201",8,-0.44792256053120594,"0.13113340770450338,0.10355191504073306"
1,"0.1311334,0.10355192",5,-0.435462078369089,"0.12490312019496175,0.10355194599305517"
2,"0.12490312,0.10355195",6,-0.4015746921858313,"0.10795942710333287,0.10355194599305517"
3,"0.10795943,0.10355195",6,-0.35696816870541187,"0.08585430242380789,0.10341985461926537"
4,"0.0858543,0.103419855",7,-0.34989702253413885,"0.08417816410164622,0.10226589743279073"
5,"0.084178165,0.102265894",5,-0.3436302384473924,"0.0832320319158682,0.10072205820521866"
6,"0.08323203,0.10072206",7,-0.3609989270086348,"0.09278455598429135,0.10014327168001735"
7,"0.092784554,0.10014327",6,-0.3523281531914113,"0.08844916907567962,0.10014327168001735"
8,"0.08844917,0.10014327",5,-0.33695232594567975,"0.08231520996176987,0.09910730200738"
9,"0.08231521,0.0991073",6,-0.3309357239668492,"0.08396030214004077,0.09600503989558923"
10,"0.0839603,0.09600504",5,-0.31496852959013655,"0.08422511406289201,0.09050610048811751"
11,"0.08422511,0.0905061",5,-0.30194000909571633,"0.08550457412643044,0.08531028694761848"
12,"0.08550458,0.08531029",8,-0.2910637141932534,"0.082993630223653,0.0833588179153158"
13,"0.08299363,0.08335882",8,-0.28750325327787,"0.08237902980174859,0.0825665002864549"
14,"0.08237903,0.0825665",4,-0.2653546899323732,"0.07141765349697181,0.08250497006012526"
15,"0.07141765,0.08250497",5,-0.27649145408117637,"0.07797726271895723,0.0818456428810873"
16,"0.07797726,0.08184564",8,-0.2743406193939244,"0.07699657159787071,0.081782492066061"
17,"0.07699657,0.08178249",7,-0.26187131811950654,"0.07077167576647381,0.08177598886218632"
18,"0.07077168,0.081775986",2,-0.2661071882111363,"0.07288961081228869,0.08177598886218632"
19,"0.07288961,0.081775986",4,-0.27152809783932724,"0.0749680139743714,0.08219735663019481"
20,"0.07496802,0.08219735",0,-0.27264731632110323,"0.0755276232152594,0.08219735663019481"
21,"0.07552762,0.08219735",2,-0.2722692464165656,"0.07533716250765518,0.08219735663019481"
22,"0.075337164,0.08219735",5,-0.26592991122376514,"0.0722367831632821,0.08215211496573366"
23,"0.072236784,0.08215211",0,-0.2668907684790591,"0.07271721179092908,0.08215211496573366"
24,"0.07271721,0.08215211",2,-0.2663438420799022,"0.0726195950839196,0.08203488397068766"
25,"0.072619595,0.082034886",8,-0.2682452589745359,"0.07370565374506993,0.08194465049479867"
26,"0.07370565,0.08194465",7,-0.2832298629729999,"0.08119795574430194,0.08194465049479867"
27,"0.081197955,0.08194465",1,-0.31763730116131866,"0.09840167483846134,0.08194465049479867"
28,"0.09840167,0.08194465",5,-0.35413955134155367,"0.11665279992857884,0.08194465049479867"
