,cumulative_reward,succeed,actor_loss,critic_loss,average_reward
0,-6.0,False,-7.740744590759277,15.097189903259277,-0.12
1,-2.0,False,-3.231832265853882,8.473381996154785,-0.04
2,-4.0,False,-2.0627171993255615,3.847743511199951,-0.08
3,-8.0,False,-11.907890319824219,34.58216857910156,-0.16
4,2.0,False,3.5291988849639893,4.345085144042969,0.04
5,-2.0,False,-4.305336952209473,9.46125602722168,-0.04
6,-6.0,False,-7.286370754241943,15.269304275512695,-0.12
7,-4.0,False,-1.811010718345642,8.113834381103516,-0.08
8,4.0,False,12.860893249511719,45.98707580566406,0.08
9,4.0,False,5.7668352127075195,7.393441200256348,0.08
10,4.0,False,3.7928197383880615,6.9633307456970215,0.08
11,-6.0,False,3.134568452835083,17.00117301940918,-0.12
12,-6.0,False,-6.642287254333496,18.49236297607422,-0.12
13,-4.0,False,-2.0028722286224365,1.7761622667312622,-0.08
14,-16.0,False,-16.539888381958008,86.04206085205078,-0.32
15,-4.0,False,0.26343590021133423,8.813358306884766,-0.08
16,18.0,False,27.273441314697266,151.58450317382812,0.36
17,19.0,False,23.257545471191406,146.5113067626953,0.38
18,12.0,False,6.830491065979004,36.12350082397461,0.24
19,-4.0,False,0.10800109803676605,7.466957092285156,-0.08
20,-8.0,False,-14.984152793884277,52.45635986328125,-0.16
21,-4.0,False,-1.1560006141662598,4.624099254608154,-0.08
22,19.0,False,31.504735946655273,209.89675903320312,0.38
23,29.0,False,34.17454147338867,252.3525848388672,0.58
24,14.0,False,18.398021697998047,72.44668579101562,0.28
25,-6.0,False,-5.045297145843506,6.060024261474609,-0.12
26,-8.0,False,-8.064831733703613,20.479372024536133,-0.16
27,17.0,False,12.303420066833496,52.55522155761719,0.34
28,-8.0,False,-8.841741561889648,18.68224334716797,-0.16
29,12.0,False,22.267595291137695,107.29241180419922,0.24
30,4.0,False,5.807181358337402,12.840506553649902,0.08
31,13.0,False,15.642505645751953,55.11378479003906,0.26
32,26.0,False,35.74729537963867,306.3196716308594,0.52
33,21.0,False,27.512365341186523,163.37322998046875,0.42
34,10.0,False,17.242956161499023,63.660438537597656,0.2
35,29.0,False,21.856081008911133,179.37210083007812,0.58
36,22.0,False,25.405502319335938,149.68809509277344,0.44
37,15.0,False,20.247217178344727,86.4565200805664,0.3
38,37.0,False,41.84708786010742,409.4559326171875,0.74
39,9.0,False,13.41800594329834,46.44118881225586,0.18
40,-20.0,False,-29.14693260192871,184.86363220214844,-0.4
41,22.0,False,27.00096893310547,174.57186889648438,0.44
42,19.0,False,11.09676456451416,71.50827026367188,0.38
43,23.0,False,33.286197662353516,257.05804443359375,0.46
44,26.0,False,36.438777923583984,317.4090576171875,0.52
45,9.0,False,6.145018100738525,14.942697525024414,0.18
46,17.0,False,19.77813148498535,86.90959930419922,0.34
47,26.0,False,16.508962631225586,125.98589324951172,0.52
48,12.0,False,19.648658752441406,86.6174087524414,0.24
49,23.0,False,28.679861068725586,200.21728515625,0.46
50,-6.0,False,4.1076436042785645,32.313777923583984,-0.12
51,16.0,False,22.412208557128906,158.54995727539062,0.32
52,24.0,False,8.043387413024902,128.4126434326172,0.48
53,9.0,False,7.683995723724365,21.01967430114746,0.18
54,21.0,False,21.30807113647461,109.85176849365234,0.42
55,18.0,False,25.447214126586914,140.14076232910156,0.36
56,48.0,False,48.41823196411133,646.235595703125,0.96
57,26.0,False,15.969286918640137,107.35712432861328,0.52
58,17.0,False,22.84160041809082,118.92335510253906,0.34
59,-14.0,False,-17.875396728515625,91.12010192871094,-0.28
60,46.0,False,46.972713470458984,587.225830078125,0.92
61,43.0,False,42.73163986206055,537.5609741210938,0.86
62,24.0,False,25.78147315979004,188.0511016845703,0.48
63,22.0,False,25.387157440185547,153.21221923828125,0.44
64,20.0,False,20.904420852661133,114.42190551757812,0.4
65,6.0,False,1.7473150491714478,6.5242438316345215,0.12
66,56.0,False,52.6752815246582,748.8982543945312,1.12
67,11.0,False,10.702309608459473,46.368499755859375,0.22
68,32.0,False,37.40005111694336,353.1130676269531,0.64
69,0.0,False,1.028795838356018,3.470120429992676,0.0
70,46.0,False,42.42809295654297,500.12158203125,0.92
71,51.0,False,39.86277770996094,505.48193359375,1.02
72,34.0,False,36.50659942626953,396.949951171875,0.68
73,40.0,False,49.90372085571289,578.1170043945312,0.8
74,24.0,False,28.466981887817383,222.0345916748047,0.48
75,60.0,False,46.7784423828125,725.7532348632812,1.2
76,39.0,False,25.211156845092773,268.9690246582031,0.78
77,49.0,False,38.89933395385742,492.53826904296875,0.98
78,45.0,False,46.52686309814453,577.7776489257812,0.9
79,39.0,False,42.30268478393555,450.00091552734375,0.78
80,18.0,False,17.31191635131836,63.63945007324219,0.36
81,30.0,False,34.498382568359375,317.8127746582031,0.6
82,37.0,False,47.01583480834961,517.4054565429688,0.74
83,48.0,False,49.12202453613281,628.6624755859375,0.96
84,38.0,False,34.30373764038086,374.6792907714844,0.76
85,33.0,False,38.48065185546875,378.4076232910156,0.66
86,2.0,False,5.324151992797852,13.707446098327637,0.04
87,48.0,False,45.04018783569336,590.1499633789062,0.96
88,48.0,False,40.90663146972656,461.6904602050781,0.96
89,33.0,False,26.888174057006836,264.78302001953125,0.66
90,-4.0,False,-5.590273380279541,12.569145202636719,-0.08
91,6.0,False,1.0559124946594238,5.025475025177002,0.12
92,38.0,False,39.45305252075195,467.7311706542969,0.76
93,45.0,False,32.63836669921875,420.3478698730469,0.9
94,46.0,False,42.89738082885742,531.6182861328125,0.92
95,29.0,False,29.9062442779541,295.5906677246094,0.58
96,154.0,True,194.16737365722656,9481.080078125,3.08
97,15.0,False,14.367233276367188,54.81778335571289,0.3
98,13.0,False,12.086414337158203,72.49005126953125,0.26
99,42.0,False,41.41160583496094,507.20721435546875,0.84
100,23.0,False,23.775787353515625,181.69827270507812,0.46
101,45.0,False,48.013832092285156,641.4290161132812,0.9
102,46.0,False,44.00312805175781,667.6068115234375,0.92
103,29.0,False,18.77855110168457,196.42420959472656,0.58
104,39.0,False,35.47643280029297,456.2449951171875,0.78
105,58.0,False,43.593299865722656,710.7059936523438,1.16
106,-8.0,False,-12.506230354309082,46.01544952392578,-0.16
107,14.0,False,-3.914891004562378,28.06680679321289,0.28
108,41.0,False,30.018756866455078,362.8214111328125,0.82
109,51.0,False,47.43684768676758,772.951416015625,1.02
110,49.0,False,30.578704833984375,473.3001708984375,0.98
111,38.0,False,35.58980941772461,356.1367492675781,0.76
112,41.0,False,28.903705596923828,356.9245300292969,0.82
113,55.0,False,44.53645324707031,606.1199340820312,1.1
114,144.0,True,171.679931640625,8493.96484375,2.88
115,32.0,False,25.761722564697266,283.6914978027344,0.64
116,46.0,False,25.451078414916992,348.847412109375,0.92
117,53.0,False,40.448829650878906,653.9989013671875,1.06
118,56.0,False,34.11326599121094,527.5560913085938,1.12
119,39.0,False,18.63357925415039,212.59571838378906,0.78
120,55.0,False,37.80109786987305,586.0642700195312,1.1
121,141.0,True,118.33042907714844,7299.18701171875,2.82
122,49.0,False,34.03462219238281,460.2292785644531,0.98
123,49.0,False,31.696678161621094,475.89544677734375,0.98
124,56.0,False,26.679140090942383,590.0689086914062,1.12
125,20.0,False,11.384262084960938,80.38127899169922,0.4
126,58.0,False,37.26597213745117,638.5203247070312,1.16
127,41.0,False,20.159587860107422,333.28253173828125,0.82
128,45.0,False,29.35299301147461,549.7416381835938,0.9
129,56.0,False,22.74003028869629,643.7984008789062,1.12
130,48.0,False,28.889204025268555,508.1330261230469,0.96
131,40.0,False,11.975781440734863,217.70620727539062,0.8
132,51.0,False,29.69032096862793,510.0750427246094,1.02
133,36.0,False,17.406885147094727,365.31256103515625,0.72
134,150.0,True,137.96131896972656,7498.9052734375,3.0
135,61.0,False,27.968978881835938,542.5193481445312,1.22
136,51.0,False,20.15818977355957,430.88568115234375,1.02
137,55.0,False,32.33552932739258,551.3151245117188,1.1
138,151.0,True,105.64372253417969,6508.17919921875,3.02
139,38.0,False,21.661407470703125,296.71673583984375,0.76
140,53.0,False,30.20087242126465,616.5661010742188,1.06
141,48.0,False,30.46579933166504,472.8121337890625,0.96
142,63.0,False,26.746496200561523,699.1755981445312,1.26
143,48.0,False,22.66507339477539,381.15655517578125,0.96
144,157.0,True,133.71226501464844,6859.330078125,3.14
145,145.0,True,109.46514892578125,6165.30029296875,2.9
146,153.0,True,97.2306137084961,6487.640625,3.06
147,49.0,False,28.261308670043945,704.6298217773438,0.98
148,145.0,True,94.2400131225586,6407.79638671875,2.9
149,49.0,False,22.220712661743164,477.93170166015625,0.98
150,53.0,False,23.122482299804688,441.6535339355469,1.06
151,5.0,False,-8.612696647644043,62.33869171142578,0.1
152,-30.0,False,-25.382076263427734,378.353515625,-0.6
153,54.0,False,22.64126205444336,439.0256652832031,1.08
