,reward,succeeds
0,-7.376730922237368,False
1,-7.798820086445185,False
2,-9.1728588396577,False
3,-6.94835882800515,False
4,-7.505825151598128,False
5,-8.40632057517787,False
6,-7.761750351614907,False
7,-11.049122149294206,False
8,-7.522439601491554,False
9,-13.769374936240457,False
10,-7.190404753510655,False
11,-9.313283549935644,False
12,-7.498382590459054,False
13,-6.8504523999123474,False
14,-8.050809718967583,False
15,-5.588850156010927,False
16,-5.619890545534363,False
17,-5.979901890270213,False
18,-6.8879664791186785,False
19,-6.116837729759504,False
20,-7.031908260032088,False
21,-12.914096905491679,False
22,-5.20722326510963,False
23,-11.068622181950655,False
24,-7.58558386653759,False
25,-11.649704410471594,False
26,-7.265848534009954,False
27,-7.727040772440812,False
28,-6.559538410159687,False
29,-8.644639371597108,False
30,-12.202243841150777,False
31,-7.309708048791563,False
32,-7.897447652028006,False
33,-7.53017443957165,False
34,-12.925755269759073,False
35,-5.677710601625239,False
36,-8.086922668721433,False
37,-9.807510494962319,False
38,-7.58868610194717,False
39,-13.564304948841832,False
40,-9.878294953395345,False
41,-10.623992445149796,False
42,-6.99698042610203,False
43,-7.54599935539432,False
44,-10.907309258467794,False
45,-10.408412805770915,False
46,-16.178213302052715,False
47,-10.787014794242094,False
48,-13.893702410079436,False
49,-10.413474840273496,False
50,-8.099516831242548,False
51,-9.460091889906842,False
52,-10.993368723001616,False
53,-7.631365192563679,False
54,-13.365615877835472,False
55,-11.57320800314619,False
56,-7.141514808514475,False
57,-7.5163547310379375,False
58,-9.853422446968427,False
59,-11.904236547456597,False
60,-8.314361629734357,False
61,-7.459133251031402,False
62,-10.016729187353574,False
63,-12.97832753754524,False
64,-8.224922493352066,False
65,-7.232354355073225,False
66,-7.333861822824906,False
67,-7.673495649684829,False
68,-7.214804389746665,False
69,-13.199822281666286,False
70,-5.363707427242794,False
71,-7.635643250076797,False
72,-10.227025397632573,False
73,-9.519241043493132,False
74,-13.603074565300158,False
75,-6.951929650527405,False
76,-13.18679280456677,False
77,-12.093943822123379,False
78,-11.36024574972965,False
79,-9.793778472585787,False
80,-5.153310622536947,False
81,-4.935751193724852,False
82,-8.975812635460844,False
83,-5.167915975293822,False
84,-12.631521720250472,False
85,-10.193381117282636,False
86,-10.675541988678551,False
87,-9.619792039784858,False
88,-15.945645240192022,False
89,-5.083518494226696,False
90,-8.86570522796943,False
91,-6.657882642160855,False
92,-6.68074882708398,False
93,-6.752103269742166,False
94,-7.639732709705551,False
95,-6.415064199633986,False
96,-5.305048770193144,False
97,-5.7897259843743685,False
98,-5.972007248212198,False
99,-5.604501702807543,False
