Format Version,1.23,Take Name,RightToLeft,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2022-07-14 12.08.44.023 PM,Capture Start Frame,1070568,Total Frames in Take,2188,Total Exported Frames,2188,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
268,1.116667,0.026334,-0.018442,0.029942,0.136294,0.066210,0.771253,0.000092,0.109250,0.049094,0.802878,0.979644,0.131440,0.122706,0.771193,0.960244,0.135571,0.083842,0.732034,0.990726,0.168917,0.009196,0.778908,0.989089,0.804595,0.804007,1.299661,0.046912,0.069970,0.936384,0.000106,0.027284,0.044869,0.930520,0.981947,0.036220,0.086139,0.932214,0.974039,0.077231,0.078902,0.946418,0.979405,0.700111,1.584100,1.724792,-0.065627,0.190608,0.837844,0.000172,-0.154157,0.260557,0.815762,0.927799,-0.012660,0.113999,0.904882,0.984250,0.034745,0.134634,0.878900,0.983590,-0.130436,0.253243,0.751831,0.923461,0.033469,-0.007730,0.019836,0.133491,0.001403,0.572081,0.030168,0.094128,0.001618,0.527639,0.000001,0.096244,0.001161,0.623137,0.000001,0.170234,0.001834,0.521613,0.997047,0.173360,0.001000,0.615937,0.996825,-0.006225,0.577389,-0.558568,-0.195824,0.482307,0.585662,0.000262,-0.242363,0.562355,0.704774,0.909752,-0.198327,0.541717,0.548650,0.931467,-0.146783,0.342848,0.503562,0.913196,1.097169,0.991903,-1.081930,-0.175611,0.358598,0.757436,0.000502,-0.242173,0.561649,0.704845,0.896900,-0.154237,0.261064,0.815500,0.865344,-0.130422,0.253080,0.751964,0.942432,0.109261,0.049173,0.802863,0.131436,0.122550,0.771221,0.135570,0.083876,0.732020,0.168910,0.009239,0.778910,,,,-0.198312,0.541899,0.548446,-0.146888,0.343004,0.503853,,,,-0.012694,0.113957,0.904850,0.034745,0.134699,0.878902,,,,0.027322,0.044809,0.930535,0.036252,0.086237,0.932222,0.077162,0.078864,0.946396,0.096298,0.001237,0.623048,0.094084,0.001543,0.527639,0.170234,0.001834,0.521601,0.173360,0.001000,0.615950,-0.242273,0.562017,0.704686,-0.154033,0.260566,0.815501,-0.130526,0.253211,0.752122
269,1.120833,0.025210,-0.018455,0.027230,0.136294,0.066212,0.771254,0.000095,0.109248,0.049098,0.802879,0.978960,0.131442,0.122709,0.771193,0.960773,0.135571,0.083843,0.732034,0.991583,0.168914,0.009197,0.778910,0.989163,0.774721,0.768179,1.277823,0.046990,0.069938,0.936249,0.000128,0.027356,0.044841,0.930387,0.983329,0.036307,0.086109,0.932064,0.972738,0.077307,0.078863,0.946297,0.974548,0.717898,1.597887,1.734318,-0.065595,0.190572,0.837734,0.000165,-0.154142,0.260513,0.815695,0.930284,-0.012600,0.113950,0.904736,0.981896,0.034796,0.134601,0.878749,0.982549,-0.130436,0.253222,0.751756,0.924959,0.041890,-0.004219,0.021377,0.133491,0.001402,0.572085,0.030170,0.094124,0.001622,0.527645,0.000001,0.096246,0.001151,0.623143,0.000001,0.170231,0.001841,0.521614,0.996301,0.173362,0.000994,0.615938,0.996064,0.007335,0.574669,-0.558533,-0.195824,0.482287,0.585673,0.000275,-0.242368,0.562307,0.704802,0.908319,-0.198325,0.541706,0.548675,0.924677,-0.146778,0.342848,0.503542,0.911182,1.108858,1.013328,-1.082706,-0.175608,0.358557,0.757405,0.000465,-0.242189,0.561619,0.704880,0.904498,-0.154214,0.261010,0.815441,0.871427,-0.130422,0.253040,0.751894,0.943859,0.109265,0.049178,0.802859,0.131437,0.122554,0.771221,0.135570,0.083875,0.732023,0.168905,0.009239,0.778912,,,,-0.198305,0.541900,0.548446,-0.146886,0.343002,0.503843,,,,-0.012622,0.113909,0.904681,0.034784,0.134667,0.878770,,,,0.027383,0.044781,0.930398,0.036374,0.086192,0.932084,0.077213,0.078840,0.946266,0.096299,0.001231,0.623051,0.094083,0.001544,0.527640,0.170230,0.001841,0.521600,0.173362,0.000993,0.615954,-0.242280,0.561959,0.704730,-0.154019,0.260534,0.815446,-0.130525,0.253177,0.752039
270,1.125000,0.021273,-0.018732,0.031489,0.136298,0.066212,0.771253,0.000096,0.109254,0.049098,0.802879,0.979043,0.131442,0.122708,0.771187,0.960183,0.135575,0.083840,0.732032,0.991558,0.168922,0.009200,0.778913,0.987951,0.810988,0.787966,1.284322,0.047051,0.069905,0.936110,0.000136,0.027418,0.044810,0.930239,0.983104,0.036364,0.086077,0.931939,0.972628,0.077370,0.078828,0.946154,0.972035,0.711767,1.626724,1.717935,-0.065551,0.190526,0.837621,0.000131,-0.154089,0.260489,0.815619,0.936802,-0.012543,0.113897,0.904605,0.986277,0.034846,0.134532,0.878592,0.988448,-0.130418,0.253184,0.751669,0.933636,0.023767,-0.003035,0.029125,0.133493,0.001409,0.572081,0.030171,0.094126,0.001610,0.527642,0.000001,0.096250,0.001170,0.623140,0.000001,0.170232,0.001838,0.521610,0.996346,0.173365,0.001020,0.615934,0.996079,0.006285,0.576866,-0.557140,-0.195821,0.482278,0.585665,0.000280,-0.242363,0.562300,0.704794,0.906972,-0.198325,0.541697,0.548666,0.923538,-0.146775,0.342839,0.503534,0.909764,1.117586,1.033668,-1.085470,-0.175594,0.358539,0.757341,0.000443,-0.242185,0.561612,0.704871,0.906021,-0.154183,0.260983,0.815355,0.872280,-0.130414,0.253021,0.751798,0.947819,0.109271,0.049178,0.802860,0.131436,0.122553,0.771220,0.135575,0.083870,0.732015,0.168910,0.009247,0.778915,,,,-0.198305,0.541893,0.548433,-0.146885,0.342996,0.503840,,,,-0.012564,0.113871,0.904561,0.034867,0.134560,0.878622,,,,0.027455,0.044755,0.930253,0.036430,0.086163,0.931958,0.077268,0.078797,0.946120,0.096301,0.001242,0.623027,0.094081,0.001539,0.527639,0.170231,0.001838,0.521595,0.173366,0.001020,0.615950,-0.242274,0.561946,0.704721,-0.153997,0.260508,0.815385,-0.130510,0.253163,0.751917
271,1.129167,0.022892,-0.020401,0.029869,0.136297,0.066207,0.771252,0.000096,0.109252,0.049094,0.802877,0.979043,0.131443,0.122704,0.771188,0.960183,0.135575,0.083837,0.732031,0.991558,0.168920,0.009195,0.778911,0.987951,0.843359,0.822551,1.297447,0.047095,0.069887,0.935974,0.000145,0.027465,0.044790,0.930099,0.983104,0.036402,0.086059,0.931818,0.972628,0.077418,0.078811,0.946004,0.972035,0.716933,1.642721,1.718809,-0.065524,0.190494,0.837524,0.000125,-0.154069,0.260458,0.815553,0.936802,-0.012495,0.113861,0.904486,0.986277,0.034886,0.134499,0.878461,0.988448,-0.130415,0.253159,0.751595,0.933636,0.026030,-0.002343,0.030473,0.133494,0.001408,0.572079,0.030168,0.094126,0.001610,0.527640,0.000001,0.096251,0.001166,0.623138,0.000001,0.170232,0.001840,0.521607,0.996346,0.173367,0.001019,0.615931,0.996079,0.008825,0.573828,-0.561576,-0.195819,0.482273,0.585654,0.000280,-0.242361,0.562293,0.704784,0.906972,-0.198316,0.541693,0.548658,0.923538,-0.146780,0.342833,0.503520,0.909764,1.122398,1.053044,-1.089441,-0.175584,0.358517,0.757291,0.000441,-0.242180,0.561599,0.704860,0.906021,-0.154159,0.260955,0.815289,0.872280,-0.130413,0.252997,0.751724,0.947819,0.109265,0.049171,0.802860,0.131441,0.122547,0.771218,0.135574,0.083868,0.732017,0.168909,0.009244,0.778913,,,,-0.198297,0.541893,0.548424,-0.146890,0.342991,0.503828,,,,-0.012510,0.113831,0.904439,0.034897,0.134531,0.878494,,,,0.027499,0.044738,0.930113,0.036481,0.086137,0.931842,0.077305,0.078785,0.945966,0.096303,0.001234,0.623044,0.094082,0.001543,0.527638,0.170232,0.001840,0.521596,0.173367,0.001019,0.615943,-0.242270,0.561936,0.704710,-0.153977,0.260480,0.815328,-0.130505,0.253134,0.751834
272,1.133333,0.021990,-0.016332,0.028263,0.136294,0.066212,0.771252,0.000097,0.109250,0.049099,0.802879,0.980072,0.131441,0.122708,0.771187,0.960017,0.135570,0.083841,0.732031,0.991476,0.168916,0.009198,0.778909,0.987303,0.731172,0.784719,1.351130,0.047145,0.069836,0.935823,0.000090,0.027542,0.044710,0.929985,0.984011,0.036440,0.085990,0.931629,0.971569,0.077453,0.078807,0.945856,0.969550,0.724364,1.639742,1.715308,-0.065478,0.190454,0.837411,0.000125,-0.154018,0.260426,0.815444,0.939024,-0.012458,0.113808,0.904366,0.985743,0.034926,0.134447,0.878346,0.988250,-0.130362,0.253134,0.751487,0.935887,0.026088,-0.003929,0.030736,0.133498,0.001407,0.572082,0.030167,0.094131,0.001609,0.527642,0.000001,0.096253,0.001164,0.623140,0.000001,0.170237,0.001839,0.521611,0.997300,0.173369,0.001018,0.615936,0.997063,0.009085,0.578848,-0.559299,-0.195817,0.482265,0.585646,0.000280,-0.242352,0.562282,0.704780,0.906078,-0.198320,0.541685,0.548650,0.922993,-0.146779,0.342827,0.503507,0.909153,1.149256,1.025964,-1.073513,-0.175541,0.358491,0.757221,0.000419,-0.242167,0.561580,0.704855,0.904993,-0.154118,0.260907,0.815184,0.872530,-0.130339,0.252985,0.751626,0.950265,0.109266,0.049182,0.802861,0.131435,0.122548,0.771220,0.135571,0.083872,0.732014,0.168904,0.009245,0.778911,,,,-0.198300,0.541881,0.548418,-0.146889,0.342986,0.503814,,,,-0.012450,0.113795,0.904319,0.034900,0.134474,0.878365,,,,0.027567,0.044704,0.929993,0.036498,0.086007,0.931648,0.077370,0.078796,0.945828,0.096297,0.001230,0.623041,0.094081,0.001544,0.527634,0.170237,0.001839,0.521600,0.173370,0.001017,0.615948,-0.242261,0.561927,0.704705,-0.153957,0.260449,0.815269,-0.130405,0.253096,0.751689
273,1.137500,0.022864,-0.015082,0.031034,0.136297,0.066214,0.771250,0.000095,0.109254,0.049100,0.802877,0.978598,0.131441,0.122711,0.771187,0.959172,0.135571,0.083844,0.732030,0.991218,0.168921,0.009202,0.778906,0.987984,0.615827,0.717972,1.327486,0.047223,0.069792,0.935683,0.000090,0.027616,0.044662,0.929872,0.993255,0.036529,0.085942,0.931443,0.984081,0.077523,0.078771,0.945733,0.977945,0.755666,1.637661,1.740412,-0.065450,0.190405,0.837313,0.000137,-0.154020,0.260350,0.815382,0.953309,-0.012399,0.113745,0.904227,0.987693,0.034976,0.134419,0.878221,0.989367,-0.130358,0.253105,0.751422,0.947449,0.040595,-0.003191,0.021448,0.133489,0.001403,0.572079,0.030171,0.094122,0.001622,0.527640,0.000001,0.096246,0.001153,0.623138,0.000001,0.170228,0.001841,0.521608,0.997167,0.173361,0.000996,0.615932,0.996898,0.014435,0.581155,-0.560746,-0.195810,0.482249,0.585645,0.000292,-0.242338,0.562256,0.704789,0.906521,-0.198313,0.541673,0.548655,0.923845,-0.146779,0.342818,0.503492,0.909379,1.162912,1.034762,-1.074864,-0.175524,0.358431,0.757189,0.000407,-0.242154,0.561534,0.704881,0.902567,-0.154094,0.260833,0.815125,0.876734,-0.130325,0.252926,0.751562,0.964038,0.109265,0.049184,0.802861,0.131437,0.122549,0.771217,0.135570,0.083878,0.732014,0.168914,0.009247,0.778907,,,,-0.198291,0.541887,0.548401,-0.146893,0.342977,0.503813,,,,-0.012407,0.113769,0.904165,0.034933,0.134442,0.878242,,,,0.027630,0.044662,0.929877,0.036603,0.085940,0.931469,0.077435,0.078772,0.945703,0.096296,0.001235,0.623047,0.094081,0.001542,0.527639,0.170228,0.001841,0.521591,0.173362,0.000996,0.615950,-0.242246,0.561884,0.704722,-0.153929,0.260333,0.815251,-0.130397,0.253076,0.751595
274,1.141667,0.023692,-0.016177,0.031099,0.136292,0.066212,0.771251,0.000096,0.109249,0.049098,0.802878,0.978565,0.131436,0.122709,0.771189,0.958696,0.135567,0.083842,0.732031,0.990689,0.168916,0.009200,0.778907,0.988636,0.604599,0.715725,1.313748,0.047271,0.069781,0.935557,0.000082,0.027658,0.044655,0.929750,0.996261,0.036582,0.085933,0.931314,0.980536,0.077573,0.078755,0.945606,0.976783,0.764416,1.647916,1.742615,-0.065421,0.190373,0.837219,0.000134,-0.153998,0.260318,0.815315,0.959747,-0.012355,0.113705,0.904112,0.983245,0.035015,0.134385,0.878101,0.986721,-0.130346,0.253083,0.751349,0.954903,0.024980,0.000600,0.030291,0.133494,0.001409,0.572086,0.030170,0.094124,0.001610,0.527649,0.000001,0.096254,0.001168,0.623147,0.000001,0.170230,0.001839,0.521612,0.995794,0.173369,0.001020,0.615936,0.995542,0.014276,0.580801,-0.562892,-0.195810,0.482240,0.585636,0.000294,-0.242336,0.562249,0.704780,0.902551,-0.198310,0.541663,0.548646,0.916761,-0.146784,0.342806,0.503483,0.905911,1.174186,1.035646,-1.072807,-0.175512,0.358411,0.757140,0.000407,-0.242150,0.561521,0.704872,0.901066,-0.154078,0.260802,0.815056,0.864573,-0.130309,0.252909,0.751491,0.957465,0.109262,0.049179,0.802863,0.131431,0.122549,0.771215,0.135569,0.083876,0.732021,0.168907,0.009245,0.778907,,,,-0.198288,0.541879,0.548389,-0.146898,0.342965,0.503806,,,,-0.012357,0.113727,0.904054,0.034967,0.134408,0.878116,,,,0.027662,0.044642,0.929752,0.036653,0.085940,0.931338,0.077498,0.078761,0.945580,0.096294,0.001231,0.623046,0.094079,0.001548,0.527634,0.170229,0.001839,0.521595,0.173370,0.001020,0.615953,-0.242244,0.561875,0.704713,-0.153915,0.260304,0.815187,-0.130378,0.253053,0.751519
275,1.145833,0.020132,-0.017760,0.028452,0.136293,0.066210,0.771251,0.000097,0.109248,0.049099,0.802878,0.979111,0.131440,0.122707,0.771185,0.959636,0.135570,0.083838,0.732030,0.991257,0.168915,0.009197,0.778912,0.988602,0.598206,0.742207,1.297768,0.047328,0.069751,0.935431,0.000071,0.027706,0.044630,0.929637,0.996475,0.036641,0.085905,0.931191,0.981006,0.077637,0.078718,0.945465,0.980018,0.764680,1.674697,1.762212,-0.065379,0.190368,0.837113,0.000132,-0.153990,0.260283,0.815250,0.961796,-0.012255,0.113718,0.903980,0.984572,0.035096,0.134415,0.877947,0.985977,-0.130365,0.253057,0.751274,0.956041,0.032785,-0.007188,0.031395,0.133494,0.001405,0.572080,0.030169,0.094130,0.001611,0.527638,0.000001,0.096247,0.001155,0.623136,0.000001,0.170236,0.001842,0.521611,0.995870,0.173363,0.001010,0.615936,0.995616,0.006696,0.603042,-0.557443,-0.195784,0.482227,0.585620,0.000304,-0.242272,0.562248,0.704771,0.902196,-0.198305,0.541645,0.548623,0.916021,-0.146777,0.342788,0.503466,0.905595,1.175473,1.047944,-1.089375,-0.175487,0.358380,0.757084,0.000393,-0.242078,0.561511,0.704835,0.900265,-0.154068,0.260764,0.814994,0.865051,-0.130315,0.252865,0.751423,0.959404,0.109261,0.049181,0.802864,0.131433,0.122545,0.771211,0.135573,0.083872,0.732020,0.168905,0.009241,0.778910,,,,-0.198286,0.541865,0.548377,-0.146899,0.342963,0.503806,,,,-0.012301,0.113723,0.903945,0.035079,0.134462,0.877933,,,,0.027700,0.044616,0.929635,0.036712,0.085905,0.931216,0.077571,0.078732,0.945442,0.096296,0.001226,0.623048,0.094083,0.001541,0.527635,0.170236,0.001842,0.521596,0.173363,0.001010,0.615952,-0.242168,0.561853,0.704677,-0.153907,0.260267,0.815127,-0.130387,0.253021,0.751447
276,1.150000,0.024565,-0.018605,0.026959,0.136295,0.066208,0.771253,0.000094,0.109249,0.049095,0.802878,0.978742,0.131444,0.122705,0.771191,0.958953,0.135573,0.083839,0.732033,0.990998,0.168915,0.009193,0.778909,0.988583,0.604136,0.758671,1.302974,0.047396,0.069729,0.935307,0.000053,0.027774,0.044607,0.929516,0.996143,0.036706,0.085883,0.931072,0.981132,0.077707,0.078698,0.945334,0.982292,0.777278,1.679250,1.778957,-0.065335,0.190331,0.836991,0.000113,-0.153968,0.260225,0.815151,0.962691,-0.012184,0.113681,0.903837,0.985529,0.035159,0.134397,0.877805,0.986802,-0.130346,0.253021,0.751171,0.955458,0.037639,-0.007000,0.023848,0.133490,0.001404,0.572082,0.030170,0.094126,0.001619,0.527640,0.000001,0.096243,0.001155,0.623138,0.000001,0.170232,0.001841,0.521613,0.996257,0.173359,0.001001,0.615938,0.996004,0.007331,0.606542,-0.557025,-0.195784,0.482215,0.585609,0.000302,-0.242264,0.562234,0.704764,0.895353,-0.198307,0.541634,0.548613,0.917522,-0.146780,0.342777,0.503451,0.899615,1.197615,1.034113,-1.086399,-0.175483,0.358353,0.757008,0.000401,-0.242071,0.561500,0.704822,0.903116,-0.154073,0.260716,0.814885,0.864979,-0.130305,0.252842,0.751318,0.956865,0.109263,0.049175,0.802866,0.131436,0.122546,0.771217,0.135578,0.083874,0.732019,0.168904,0.009237,0.778908,,,,-0.198289,0.541860,0.548365,-0.146902,0.342949,0.503793,,,,-0.012211,0.113674,0.903804,0.035161,0.134428,0.877805,,,,0.027756,0.044590,0.929510,0.036772,0.085877,0.931095,0.077659,0.078721,0.945317,0.096299,0.001228,0.623049,0.094081,0.001548,0.527642,0.170232,0.001841,0.521598,0.173359,0.001001,0.615954,-0.242160,0.561836,0.704670,-0.153909,0.260235,0.814988,-0.130381,0.252987,0.751368
277,1.154167,0.023536,-0.014566,0.029426,0.136295,0.066206,0.771253,0.000098,0.109252,0.049092,0.802881,0.979452,0.131441,0.122702,0.771191,0.959678,0.135569,0.083836,0.732033,0.990477,0.168918,0.009193,0.778909,0.988782,0.834088,0.709892,1.510382,0.047505,0.069700,0.935110,0.000072,0.027979,0.044531,0.929199,0.993710,0.036761,0.085833,0.930931,0.982585,0.077774,0.078738,0.945201,0.986094,0.758905,1.700836,1.763266,-0.065278,0.190278,0.836864,0.000194,-0.153901,0.260189,0.815035,0.956464,-0.012122,0.113636,0.903715,0.989257,0.035216,0.134331,0.877658,0.992404,-0.130305,0.252957,0.751048,0.949375,0.024581,-0.003724,0.026951,0.133495,0.001405,0.572085,0.030169,0.094128,0.001608,0.527645,0.000001,0.096251,0.001166,0.623143,0.000001,0.170235,0.001832,0.521614,0.996137,0.173367,0.001014,0.615939,0.995885,0.005190,0.612646,-0.553580,-0.195787,0.482207,0.585602,0.000306,-0.242259,0.562228,0.704759,0.894455,-0.198317,0.541624,0.548604,0.915939,-0.146783,0.342769,0.503444,0.899528,1.194137,1.120029,-1.097072,-0.175421,0.358299,0.756933,0.000480,-0.242056,0.561454,0.704834,0.905283,-0.153939,0.260662,0.814784,0.870574,-0.130267,0.252781,0.751181,0.957329,0.109270,0.049176,0.802859,0.131434,0.122543,0.771219,0.135567,0.083870,0.732024,0.168908,0.009234,0.778912,,,,-0.198299,0.541850,0.548355,-0.146906,0.342944,0.503788,,,,-0.012165,0.113646,0.903691,0.035161,0.134398,0.877630,,,,0.028014,0.044508,0.929212,0.036780,0.085887,0.930936,0.077720,0.078707,0.945183,0.096299,0.001224,0.623051,0.094083,0.001551,0.527637,0.170234,0.001833,0.521601,0.173367,0.001014,0.615953,-0.242154,0.561827,0.704664,-0.153735,0.260118,0.814846,-0.130372,0.252952,0.751289
278,1.158333,0.020108,-0.018402,0.028930,0.136297,0.066207,0.771252,0.000094,0.109252,0.049096,0.802879,0.979009,0.131443,0.122704,0.771186,0.959372,0.135573,0.083835,0.732031,0.990170,0.168918,0.009194,0.778913,0.989640,0.846253,0.743971,1.520482,0.047564,0.069679,0.934996,0.000064,0.028040,0.044508,0.929091,0.990616,0.036815,0.085810,0.930826,0.987413,0.077838,0.078720,0.945070,0.985862,0.778923,1.708344,1.769868,-0.065261,0.190239,0.836761,0.000201,-0.153894,0.260146,0.814968,0.932600,-0.012087,0.113579,0.903578,0.982732,0.035246,0.134289,0.877523,0.977060,-0.130307,0.252940,0.750976,0.934517,0.029304,-0.005325,0.034420,0.133495,0.001408,0.572086,0.030169,0.094129,0.001609,0.527645,0.000001,0.096250,0.001159,0.623143,0.000001,0.170236,0.001844,0.521616,0.996466,0.173365,0.001018,0.615940,0.996227,0.004007,0.617782,-0.555193,-0.195778,0.482201,0.585594,0.000297,-0.242238,0.562225,0.704753,0.894587,-0.198310,0.541618,0.548594,0.916090,-0.146786,0.342760,0.503434,0.900328,1.198233,1.143808,-1.107625,-0.175411,0.358279,0.756886,0.000492,-0.242033,0.561448,0.704828,0.892927,-0.153923,0.260634,0.814722,0.853318,-0.130279,0.252753,0.751108,0.942527,0.109263,0.049178,0.802865,0.131437,0.122544,0.771212,0.135574,0.083873,0.732019,0.168912,0.009235,0.778913,,,,-0.198294,0.541846,0.548349,-0.146907,0.342929,0.503774,,,,-0.012141,0.113579,0.903535,0.035199,0.134367,0.877510,,,,0.028069,0.044487,0.929102,0.036834,0.085857,0.930831,0.077790,0.078694,0.945055,0.096295,0.001230,0.623048,0.094076,0.001540,0.527640,0.170235,0.001844,0.521602,0.173366,0.001018,0.615955,-0.242133,0.561828,0.704657,-0.153716,0.260088,0.814775,-0.130385,0.252920,0.751225
279,1.162500,0.020358,-0.018304,0.027138,0.136294,0.066207,0.771253,0.000094,0.109249,0.049096,0.802880,0.979164,0.131443,0.122704,0.771187,0.959737,0.135572,0.083835,0.732032,0.990435,0.168914,0.009193,0.778913,0.989263,0.864510,0.808979,1.535044,0.047637,0.069662,0.934869,0.000039,0.028113,0.044487,0.928978,0.992571,0.036879,0.085791,0.930717,0.990309,0.077920,0.078707,0.944912,0.990994,0.772786,1.723543,1.767671,-0.065247,0.190232,0.836655,0.000172,-0.153884,0.260140,0.814878,0.934432,-0.012058,0.113577,0.903466,0.985707,0.035269,0.134283,0.877396,0.981413,-0.130313,0.252926,0.750880,0.929707,0.029334,-0.004158,0.033121,0.133494,0.001407,0.572084,0.030170,0.094127,0.001609,0.527643,0.000001,0.096249,0.001159,0.623141,0.000001,0.170233,0.001843,0.521613,0.996123,0.173365,0.001016,0.615937,0.995855,0.002248,0.623767,-0.558117,-0.195786,0.482183,0.585576,0.000291,-0.242229,0.562214,0.704738,0.895135,-0.198319,0.541599,0.548575,0.915356,-0.146810,0.342737,0.503415,0.901557,1.213547,1.132744,-1.107821,-0.175421,0.358279,0.756815,0.000471,-0.242030,0.561464,0.704799,0.900479,-0.153944,0.260620,0.814629,0.868111,-0.130288,0.252755,0.751018,0.946757,0.109264,0.049177,0.802866,0.131435,0.122545,0.771213,0.135575,0.083871,0.732019,0.168905,0.009235,0.778914,,,,-0.198303,0.541832,0.548330,-0.146929,0.342900,0.503753,,,,-0.012089,0.113554,0.903424,0.035239,0.134351,0.877394,,,,0.028137,0.044471,0.928987,0.036882,0.085830,0.930717,0.077893,0.078685,0.944904,0.096298,0.001230,0.623047,0.094084,0.001540,0.527641,0.170233,0.001843,0.521597,0.173365,0.001016,0.615954,-0.242126,0.561818,0.704645,-0.153750,0.260129,0.814652,-0.130386,0.252891,0.751149
280,1.166667,0.022105,-0.020075,0.027831,0.136296,0.066205,0.771251,0.000097,0.109250,0.049093,0.802877,0.979091,0.131443,0.122702,0.771187,0.958951,0.135574,0.083834,0.732031,0.990784,0.168916,0.009191,0.778911,0.988557,0.860760,0.825604,1.483504,0.047718,0.069649,0.934724,0.000040,0.028169,0.044491,0.928842,0.997631,0.036972,0.085787,0.930574,0.991419,0.078012,0.078668,0.944758,0.990633,0.778148,1.740743,1.778551,-0.065225,0.190211,0.836559,0.000177,-0.153882,0.260104,0.814816,0.933457,-0.012002,0.113560,0.903347,0.985541,0.035313,0.134277,0.877265,0.977870,-0.130329,0.252901,0.750810,0.928343,0.026130,-0.001998,0.029705,0.133494,0.001406,0.572085,0.030168,0.094126,0.001608,0.527646,0.000001,0.096251,0.001164,0.623144,0.000001,0.170232,0.001837,0.521613,0.996660,0.173367,0.001016,0.615937,0.996407,-0.000427,0.627285,-0.555142,-0.195785,0.482176,0.585569,0.000300,-0.242225,0.562210,0.704730,0.894231,-0.198323,0.541590,0.548566,0.915304,-0.146806,0.342729,0.503412,0.899745,1.219553,1.147338,-1.114101,-0.175422,0.358256,0.756770,0.000477,-0.242024,0.561452,0.704791,0.899435,-0.153940,0.260588,0.814568,0.867933,-0.130302,0.252728,0.750950,0.946738,0.109261,0.049174,0.802863,0.131438,0.122539,0.771211,0.135576,0.083870,0.732021,0.168908,0.009236,0.778910,,,,-0.198306,0.541819,0.548317,-0.146928,0.342899,0.503754,,,,-0.012027,0.113530,0.903304,0.035270,0.134355,0.877261,,,,0.028173,0.044482,0.928843,0.037004,0.085795,0.930585,0.077976,0.078668,0.944745,0.096296,0.001232,0.623049,0.094081,0.001542,0.527637,0.170231,0.001837,0.521599,0.173367,0.001016,0.615951,-0.242121,0.561811,0.704636,-0.153745,0.260097,0.814588,-0.130399,0.252860,0.751085
