,cumulative_reward,succeed,actor_loss,critic_loss,average_reward
0,-12.0,False,-10.30528450012207,43.14290237426758,-0.3
1,-14.0,False,-21.620086669921875,116.7515640258789,-0.35
2,12.0,False,-1.5892819166183472,32.63218688964844,0.3
3,9.0,False,-3.049614667892456,19.3077449798584,0.225
4,14.0,False,13.981256484985352,56.74151611328125,0.35
5,0.0,False,1.2506616115570068,5.232629299163818,0.0
6,-4.0,False,-8.0070219039917,24.06960868835449,-0.1
7,22.0,False,10.656697273254396,75.0765380859375,0.55
8,4.0,False,-3.3322250843048096,10.015464782714844,0.1
9,21.0,False,24.42882537841797,143.9033203125,0.525
10,4.0,False,-2.215227127075196,5.09320878982544,0.1
11,4.0,False,2.7849700450897217,6.611480712890625,0.1
12,9.0,False,2.9208133220672607,13.29712200164795,0.225
13,8.0,False,7.131765842437744,13.910662651062012,0.2
14,10.0,False,8.103728294372559,25.093122482299805,0.25
15,-10.0,False,-18.18811416625977,71.44026184082031,-0.25
16,4.0,False,-3.61371111869812,15.956408500671388,0.1
17,0.0,False,2.079183340072632,19.31227302551269,0.0
18,6.0,False,6.304802894592285,13.002285957336426,0.15
19,8.0,False,-10.802734375,55.53302001953125,0.2
20,0.0,False,-16.11530113220215,75.27649688720703,0.0
21,32.0,False,26.019758224487305,195.4390411376953,0.8
22,13.0,False,0.0026096345391124,21.21713256835937,0.325
23,12.0,False,-1.731201171875,30.24458122253418,0.3
24,11.0,False,7.047789096832275,16.871915817260742,0.275
25,4.0,False,3.148169040679932,13.19493579864502,0.1
26,17.0,False,20.385053634643555,116.7670669555664,0.425
27,10.0,False,1.536458134651184,14.88469409942627,0.25
28,26.0,False,10.554920196533203,91.5002212524414,0.65
29,17.0,False,11.130971908569336,42.59417343139648,0.425
30,-12.0,False,-17.8655948638916,86.86898040771484,-0.3
31,10.0,False,4.411223888397217,21.45224571228028,0.25
32,0.0,False,-0.2140468657016754,4.4118523597717285,0.0
33,19.0,False,5.352096080780029,40.25881576538086,0.475
34,22.0,False,14.010584831237791,86.27633666992188,0.55
35,4.0,False,-9.325372695922852,25.199687957763672,0.1
36,-2.0,False,-10.675496101379396,30.2507266998291,-0.05
37,4.0,False,11.004790306091309,32.100765228271484,0.1
38,22.0,False,22.552017211914062,118.53731536865234,0.55
39,4.0,False,2.850142240524292,6.104939937591553,0.1
40,22.0,False,11.933592796325684,65.74071502685547,0.55
41,-3.0,False,-10.968768119812012,65.48670959472656,-0.075
42,6.0,False,-4.063669681549072,9.698631286621094,0.15
43,6.0,False,0.3818848729133606,7.302568912506103,0.15
44,-6.0,False,-18.927505493164062,100.2932357788086,-0.15
45,24.0,False,16.647245407104492,84.42373657226562,0.6
46,-6.0,False,-16.848995208740234,72.24855041503906,-0.15
47,26.0,False,23.246112823486328,152.05380249023438,0.65
48,16.0,False,-5.712629795074463,96.17261505126952,0.4
49,-16.0,False,-15.356651306152344,70.27355194091797,-0.4
50,24.0,False,16.531702041625977,83.29610443115234,0.6
51,6.0,False,5.7238874435424805,12.919283866882324,0.15
52,16.0,False,-0.5290054678916931,38.86916732788086,0.4
53,2.0,False,-6.136296272277832,14.75284481048584,0.05
54,39.0,False,31.55887794494629,307.75439453125,0.975
55,2.0,False,-7.7034592628479,14.648749351501465,0.05
56,12.0,False,6.913881778717041,22.01185607910156,0.3
57,18.0,False,17.448535919189453,89.68742370605469,0.45
58,21.0,False,17.724939346313477,97.9503173828125,0.525
59,8.0,False,4.073850154876709,11.15563678741455,0.2
60,37.0,False,30.11651611328125,258.6680908203125,0.925
61,4.0,False,-2.960036516189575,8.5131254196167,0.1
62,27.0,False,14.920390129089355,126.7239761352539,0.675
63,12.0,False,7.896878242492676,20.70136451721192,0.3
64,20.0,False,18.506885528564453,115.77901458740234,0.5
65,28.0,False,19.25105857849121,135.79205322265625,0.7
66,28.0,False,16.52140235900879,133.40562438964844,0.7
67,31.0,False,24.151996612548828,194.25326538085932,0.775
68,13.0,False,-1.7117356061935425,37.56317901611328,0.325
69,40.0,False,33.750030517578125,346.940185546875,1.0
70,26.0,False,16.585025787353516,120.8849105834961,0.65
71,30.0,False,25.46044540405273,202.3524780273437,0.75
72,34.0,False,26.40742492675781,235.2273712158203,0.85
73,39.0,False,36.08438873291016,356.9826354980469,0.975
74,31.0,False,28.771615982055664,304.5110778808594,0.775
75,11.0,False,-2.1295180320739746,24.472318649291992,0.275
76,34.0,False,29.711750030517575,321.12579345703125,0.85
77,138.0,True,172.38296508789062,8909.8515625,3.45
78,16.0,False,8.112857818603516,46.65773010253906,0.4
79,22.0,False,15.155951499938965,91.66500854492188,0.55
80,26.0,False,14.1328706741333,101.11812591552734,0.65
81,26.0,False,23.18281555175781,177.00601196289062,0.65
82,29.0,False,14.82523250579834,118.02565002441406,0.725
83,27.0,False,11.039958953857422,88.22564697265625,0.675
84,35.0,False,28.89813041687012,262.8603210449219,0.875
85,144.0,True,170.39256286621094,10190.6103515625,3.6
86,27.0,False,20.06658744812012,189.7469940185547,0.675
87,14.0,False,7.90076208114624,51.79023361206055,0.35
88,137.0,True,173.68978881835938,10437.4912109375,3.425
89,27.0,False,9.178022384643556,98.31852722167967,0.675
90,2.0,False,-1.5636928081512451,4.739294052124023,0.05
91,35.0,False,29.228458404541016,318.6679077148437,0.875
92,136.0,True,170.9353790283203,8775.3564453125,3.4
93,122.0,True,151.4193572998047,8628.2978515625,3.05
94,133.0,True,155.98648071289062,8734.900390625,3.325
95,26.0,False,16.75088119506836,153.70860290527344,0.65
