,cumulative_reward,succeed,actor_loss,critic_loss
0,-22.375039197662353,False,-23.007936477661133,125.3825454711914
1,-26.32155696583642,False,-26.942028045654297,172.059814453125
2,-25.420254433501093,False,-25.861112594604492,159.04367065429688
3,-25.999224422872896,False,-26.80242156982422,169.82374572753906
4,-18.131906940075485,False,-16.199331283569336,66.72762298583984
5,-25.503618439919013,False,-26.71563148498535,164.10986328125
6,-5.6984760464743704,False,-5.648444652557373,9.719890594482422
7,-27.918812987854242,False,-27.695226669311523,187.23727416992188
8,-22.963803138121467,False,-23.02168083190918,126.47342681884766
9,-20.673752821917812,False,-23.7900390625,129.79551696777344
10,-27.587273862366782,False,-29.272653579711914,198.3251953125
11,-3.5015458201895315,False,1.782924771308899,4.073009014129639
12,-24.15285434193735,False,-24.75939178466797,143.95217895507812
13,-28.737445519898124,False,-30.027555465698242,208.9561309814453
14,-2.0849159666600783,False,-2.964287757873535,10.385087966918945
15,-22.39126743200479,False,-22.262231826782227,116.83548736572266
16,-18.494164909014877,False,-16.67395782470703,72.44580841064453
17,-16.02058927316494,False,-12.458391189575195,45.26431655883789
18,-23.625530611893673,False,-22.83233642578125,128.55149841308594
19,-25.837729230126815,False,-27.662858963012695,173.66734313964844
20,-23.326903797344023,False,-22.974666595458984,128.35438537597656
21,-24.94179917484525,False,-25.111635208129883,153.2206268310547
22,-32.38351927529741,False,-35.092811584472656,288.7054748535156
23,-25.07988898919807,False,-26.810747146606445,163.35238647460938
24,-28.147592615377704,False,-29.240591049194336,197.1231231689453
25,-22.881694427769744,False,-22.2423038482666,122.63903045654297
26,-22.857092638989386,False,-22.43349266052246,126.1181869506836
27,-24.785544271491037,False,-24.959543228149414,154.06646728515625
28,-26.45567355469572,False,-26.222190856933594,165.85218811035156
29,-22.505210323836458,False,-22.647714614868164,128.14320373535156
30,-22.911239478187902,False,-22.843685150146484,126.1711196899414
31,-27.908031917611204,False,-28.602436065673828,195.5255889892578
32,-25.559402541355013,False,-26.400774002075195,165.23085021972656
33,-23.776604993678532,False,-24.038400650024414,137.2209014892578
34,-22.38391297390434,False,-21.292261123657227,108.82706451416016
35,-22.754848398123716,False,-22.119232177734375,117.75279998779297
36,-23.959450469174634,False,-24.256818771362305,136.7742919921875
37,-24.512157105354845,False,-25.311532974243164,151.49008178710938
38,-23.454775348311777,False,-22.464433670043945,125.45539093017578
39,-14.733298648774893,False,-9.519979476928711,36.57699966430664
40,-29.531287770812668,False,-31.935836791992188,224.58050537109375
41,-8.81223277363215,False,-1.2434899806976318,13.8135347366333
42,-26.926462248271903,False,-27.16216278076172,173.2566375732422
43,-23.92626857626505,False,-24.51593780517578,140.4469757080078
44,-14.408730903315517,False,-11.39907169342041,33.26116943359375
45,-22.831920950446875,False,-22.190692901611328,118.97964477539062
46,-16.983510824058076,False,-15.835920333862305,56.98991012573242
47,-21.96538564262749,False,-23.119903564453125,126.62462615966797
48,-25.887718480973362,False,-24.461015701293945,152.18869018554688
49,-29.287750151292542,False,-29.9454402923584,219.2236328125
50,-9.308621684593525,False,-3.5104589462280273,14.156203269958496
51,-24.472218753077026,False,-23.417255401611328,130.49070739746094
52,-9.04587153323901,False,-2.6287951469421387,10.602273941040039
53,-11.050836089799105,False,-11.474357604980469,28.7403564453125
54,-20.10116360700885,False,-18.07646369934082,82.6370849609375
55,-24.641020958608937,False,-25.766132354736328,158.6562042236328
56,-29.714447610616837,False,-30.793134689331055,222.6072235107422
57,-22.233427536636764,False,-19.297168731689453,96.88056182861328
58,-29.258858538076208,False,-30.30424690246582,210.9042205810547
59,-24.85860700902764,False,-24.819881439208984,149.14886474609375
60,-27.253729843257847,False,-27.351572036743164,173.86245727539062
61,-20.71822295264159,False,-18.277708053588867,82.43600463867188
62,-25.854153990077428,False,-24.047321319580078,144.87481689453125
63,-17.975906534040508,False,-11.712394714355469,58.517601013183594
64,-15.644928066113868,False,-13.391729354858398,42.08082962036133
65,-25.822357213475716,False,-25.116657257080078,147.18194580078125
66,-4.351083955479398,False,-2.186431884765625,3.6633927822113037
67,-21.59868423827571,False,-20.826093673706055,101.13577270507812
68,-17.9756718103506,False,-16.14766502380371,62.83310317993164
69,-17.086819192851266,False,-12.985993385314941,50.820491790771484
70,-25.816745776067894,False,-25.099882125854492,154.50209045410156
71,-17.371503466643002,False,-16.765974044799805,67.77831268310547
72,-10.960584852104976,False,-2.241076946258545,21.356470108032227
73,-22.928294285719367,False,-24.624940872192383,143.06695556640625
74,-17.508334737686834,False,-13.158173561096191,49.46705627441406
75,-24.397804428665285,False,-24.605016708374023,158.9115753173828
76,-24.220420271532998,False,-23.494314193725586,133.5685272216797
77,-28.28422506131749,False,-29.285892486572266,187.34762573242188
78,-19.98475388706279,False,-17.26976203918457,74.05696105957031
79,-16.544365836509375,False,-12.109053611755371,44.80866622924805
80,-21.966293565641905,False,-19.678239822387695,94.44803619384766
81,-22.124118849109706,False,-20.907634735107422,105.80058288574219
82,-12.162926977943068,False,-12.110004425048828,34.89634323120117
83,-22.30491169193344,False,-19.50952911376953,94.29788208007812
84,-21.610899452318925,False,-18.32422637939453,90.4828109741211
85,-21.740744882868626,False,-19.99882698059082,91.43070983886719
86,-18.7737387392798,False,-18.416423797607422,83.70220184326172
87,-23.676521172000008,False,-21.854167938232422,119.63313293457031
88,-21.838852032111017,False,-20.76241111755371,105.18534851074219
89,-18.895578182031816,False,-15.13393497467041,61.27922058105469
90,-20.3090485341248,False,-16.618865966796875,65.4386978149414
91,4.593601287730379,False,13.245607376098633,46.846580505371094
