,reward,succeeds
0,-15.188885895867063,False
1,-11.095430429696233,False
2,-12.415396917464989,False
3,-13.634471477255033,False
4,-12.155857871061492,False
5,-8.738685941598202,False
6,-10.222741492340184,False
7,-19.070829640131688,False
8,-12.657666599250401,False
9,-11.966912946918557,False
10,-18.061790468988434,False
11,-11.690249554006364,False
12,-12.048137113850654,False
13,-14.806276410598015,False
14,-16.548931360587712,False
15,-14.369248111047149,False
16,-12.471178070028381,False
17,-12.187567099116425,False
18,-15.515883203665325,False
19,-15.403380464161035,False
20,-16.54066335720602,False
21,-21.06101807389324,False
22,-16.403232000818782,False
23,-13.016732125563363,False
24,-20.649124546815017,False
25,-12.26052423401985,False
26,-16.016600550843787,False
27,-9.015170411023979,False
28,-7.954854554279638,False
29,-10.752868410307302,False
30,-12.471555497875398,False
31,-20.207705649736656,False
32,-19.417823820793227,False
33,-20.500414569574442,False
34,-8.086732043554349,False
35,-7.224362930045157,False
36,-10.567127623341262,False
37,-11.222956018981465,False
38,-8.685338833315685,False
39,-11.844077586046195,False
40,-11.808138067185729,False
41,-9.075295015029377,False
42,-11.063983907368174,False
43,-9.316645845743254,False
44,-13.10883769207703,False
45,-10.278768785987177,False
46,-10.654354088562787,False
47,-9.648109079140344,False
48,-8.727503636944615,False
49,-11.499553214199079,False
50,-10.974822409553697,False
51,-12.482264435861184,False
52,-11.88668348155351,False
53,-10.227111781285773,False
54,-12.440039790981322,False
55,-9.508911713201952,False
56,-15.233562890844913,False
57,-12.193275798801075,False
58,-7.784655748433127,False
59,-13.73377729439445,False
60,-11.828669494446716,False
61,-8.774297619433902,False
62,-9.372368349612168,False
63,-11.270763292255051,False
64,-10.342802828718053,False
65,-11.926790534744061,False
66,-14.461270176564195,False
67,-10.401695204129702,False
68,-14.643656619688405,False
69,-8.191760739133377,False
70,-7.442981674716074,False
71,-9.101526859200208,False
72,-9.152565072476106,False
73,-13.172379447096459,False
74,-9.398920150868854,False
75,-10.870932673283832,False
76,-13.64338237210353,False
77,-11.372325335256473,False
78,-10.469055683129513,False
79,-12.64743635447861,False
80,-12.250823304064781,False
81,-15.90227103769743,False
82,-14.231234811774256,False
83,-11.90320504197881,False
84,-12.091345260050344,False
85,-11.5326128662742,False
86,-12.090231637067967,False
87,-12.74588457905159,False
88,-11.863091514405333,False
89,-17.84568124122725,False
90,-13.304289110564914,False
91,-11.853198825788429,False
92,-11.847199892288263,False
93,-11.860633609075446,False
94,-11.887990041184606,False
