0.02984,33108,33329,36429
0.039857,33096,33336,36437
0.04984,33104,33333,36429
0.059841,33104,33332,36431
0.069814,33101,33332,36427
0.079812,33101,33328,36436
0.089836,33104,33332,36429
0.099837,33100,33329,36429
0.109842,33101,33334,36434
0.119816,33108,33328,36433
0.129817,33104,33330,36435
0.139818,33104,33330,36427
0.149819,33102,33330,36430
0.15982,33101,33331,36437
0.16976,33106,33326,36434
0.179761,33101,33332,36437
0.189759,33097,33340,36427
0.19976,33101,33336,36430
0.209758,33101,33334,36425
0.219732,33109,33332,36433
0.22973,33098,33336,36433
0.239727,33108,33330,36437
0.249724,33102,33333,36434
0.25972,33102,33332,36436
0.269716,33102,33330,36435
0.279718,33104,33326,36437
0.289718,33098,33334,36433
0.29972,33108,33330,36435
0.309721,33096,33336,36437
0.319722,33100,33333,36433
0.329723,33098,33332,36437
0.339725,33098,33331,36433
0.349726,33102,33326,36431
0.359728,33100,33328,36439
0.369729,33104,33329,36435
0.37973,33104,33331,36431
0.389731,33104,33332,36435
0.399732,33104,33332,36431
0.409733,33106,33333,36426
0.419734,33107,33324,36433
0.429734,33104,33334,36429
0.439734,33098,33330,36427
0.449734,33106,33326,36425
0.459734,33106,33328,36429
0.469734,33093,33333,36431
0.479734,33106,33332,36429
0.489734,33096,33328,36429
0.499733,33104,33334,36430
0.509733,33104,33330,36433
0.519733,33102,33326,36438
0.529733,33112,33332,36436
0.539733,33102,33326,36439
0.549733,33104,33330,36431
0.559733,33101,33328,36433
0.569733,33104,33332,36431
0.579732,33098,33334,36432
0.589731,33096,33334,36425
0.59973,33098,33332,36431
0.609729,33106,33332,36434
0.619728,33104,33330,36439
0.629727,33101,33333,36435
0.639726,33099,33333,36431
0.649725,33102,33332,36431
0.659724,33104,33330,36435
0.669723,33100,33336,36431
0.679722,33101,33336,36433
0.689721,33104,33332,36429
0.69972,33100,33329,36431
0.70967,33104,33332,36433
0.719612,33101,33331,36439
0.729611,33101,33328,36437
0.73961,33105,33328,36431
0.749609,33100,33336,36430
0.759608,33104,33330,36433
0.769607,33104,33334,36435
0.779606,33100,33336,36437
0.789604,33104,33330,36427
0.799602,33096,33337,36431
0.8096,33106,33332,36431
0.819599,33100,33330,36431
0.829597,33104,33333,36437
0.839595,33100,33334,36437
0.849593,33106,33330,36435
0.859591,33102,33329,36435
0.869589,33102,33334,36435
0.879587,33100,33334,36437
0.889585,33100,33336,36439
0.899583,33112,33329,36437
0.909581,33104,33325,36439
0.919573,33102,33333,36431
0.929571,33105,33333,36433
0.939569,33100,33329,36432
0.949567,33109,33320,36431
0.959565,33096,33330,36435
0.969563,33101,33328,36431
0.979561,33110,33325,36435
0.989559,33104,33330,36431
0.999557,33100,33330,36439
1.00955,33104,33330,36431
1.01955,33102,33330,36439
1.02955,33101,33330,36433
