,state,action,reward,next_state,distribution
20,"[1.1575034856796265, -0.3875944912433624, 0.7160444259643555, 1.5707963705062866, 1.5707963705062866, 1.5110901594161987, 0.4162151515483856, -48.46958541870117, 0.9356367588043213, 0.23322191834449768, -29.685903549194336]",4,5.0,"[1.181044412817144, -0.3897519139777523, 0.7833793227605627, 1.5707963267948966, 1.5707963267948966, 1.409643526531875, 0.3774169077321985, -45.07131143071797, 0.8720772701269901, 0.2301867776040493, -27.839515039375385]","[0.09080041199922562, 0.009071641601622105, 0.05312231183052063, 0.09595073759555817, 0.1610228270292282, 0.01729811169207096, 0.10241496562957764, 0.02266838774085045, 0.017552562057971954, 0.4300980269908905]"
21,"[1.1810444593429565, -0.3897519111633301, 0.783379316329956, 1.5707963705062866, 1.5707963705062866, 1.409643530845642, 0.3774169087409973, -45.071311950683594, 0.8720772862434387, 0.23018677532672882, -27.839515686035156]",4,5.0,"[1.1767618315886166, -0.3940344952062801, 0.912708826117397, 1.5707963267948966, 1.5707963267948966, 1.36266935382584, 0.3511139642979985, -43.386949188334654, 0.7445951273772611, 0.2064223815222212, -23.90125147208704]","[0.09471962600946426, 0.010940474458038807, 0.05691267177462578, 0.09968523681163788, 0.16087199747562408, 0.020357193425297737, 0.10523723065853119, 0.026113959029316902, 0.020762402564287186, 0.40439921617507935]"
22,"[1.1767618656158447, -0.3940345048904419, 0.9127088189125061, 1.5707963705062866, 1.5707963705062866, 1.3626693487167358, 0.3511139750480652, -43.38694763183594, 0.7445951104164124, 0.20642238855361938, -23.9012508392334]",4,1.0,"[1.1725124435581904, -0.3982838832367062, 0.966145239140922, 1.5707963267948966, 1.5707963267948966, 1.5984927166647598, 0.4237902302069631, -51.05381551939763, 0.5112920751469971, 0.156466839467039, -16.607976626894185]","[0.09731410443782806, 0.012562406249344349, 0.06560184061527252, 0.10657930374145508, 0.17086029052734375, 0.024923941120505333, 0.10657213628292084, 0.028337931260466576, 0.022858453914523125, 0.36438965797424316]"
23,"[1.172512412071228, -0.39828386902809143, 0.9661452174186707, 1.5707963705062866, 1.5707963705062866, 1.5984927415847778, 0.42379021644592285, -51.05381393432617, 0.5112920999526978, 0.15646684169769287, -16.60797691345215]",7,1.0,"[1.1624295709230852, -0.4083667558718112, 0.9600955962816562, 0.0, 1.5707963267948966, 1.791282787407784, 0.4839800792453381, -57.33193278203765, 0.3296043049585915, 0.1105855836733851, -10.835504841805744]","[0.08563152700662613, 0.00819417554885149, 0.06624050438404083, 0.11290217936038971, 0.2669566869735718, 0.025067226961255074, 0.08850251883268356, 0.022394848987460136, 0.01664568856358528, 0.307464599609375]"
24,"[1.1624295711517334, -0.40836676955223083, 0.9600955843925476, 0.0, 1.5707963705062866, 1.7912827730178833, 0.48398008942604065, -57.331932067871094, 0.32960429787635803, 0.11058558523654938, -10.835504531860352]",4,100.0,"[1.1683533348563435, -0.4024429919385533, 0.9930402090584028, 0.0, 1.5707963267948966, 1.7873962843467055, 0.4829705415634451, -57.20807990890842, 0.2984283382894386, 0.1035666211294632, -9.85634951525293]","[0.0709068551659584, 0.005671472288668156, 0.056222740560770035, 0.1031419187784195, 0.39339372515678406, 0.01736341044306755, 0.06591227650642395, 0.01740102469921112, 0.01344908308237791, 0.256537526845932]"
25,"[1.1683533191680908, -0.402442991733551, 0.9930402040481567, 0.0, 1.5707963705062866, 1.7873963117599487, 0.48297053575515747, -57.20808029174805, 0.29842832684516907, 0.10356662422418594, -9.85634994506836]",6,5.0,"[1.1806388266117969, -0.3901575001831001, 1.044036118536588, 1.5707963267948966, 1.5707963267948966, 1.730698573489324, 0.4688105785073189, -55.40881247474061, 0.3404092367564821, 0.1184311743503303, -11.246802071550915]","[0.0695289596915245, 0.005681545939296484, 0.055962935090065, 0.10255173593759537, 0.40665096044540405, 0.01735139824450016, 0.0641518086194992, 0.017646893858909607, 0.013736634515225887, 0.24673710763454437]"
26,"[1.1806387901306152, -0.3901574909687042, 1.0440361499786377, 1.5707963705062866, 1.5707963705062866, 1.730698585510254, 0.4688105881214142, -55.4088134765625, 0.3404092490673065, 0.11843117326498032, -11.24680233001709]",5,1.0,"[1.1889294283115093, -0.3758193741762923, 0.9988098360192672, 1.5707963267948966, 1.5707963267948966, 1.816246278869098, 0.5043926758220185, -58.31257225255291, 0.3404092367564821, 0.1184311743503303, -11.246802071550915]","[0.07464854419231415, 0.006100350525230169, 0.058110352605581284, 0.10837315022945404, 0.38047105073928833, 0.019687995314598083, 0.06952840089797974, 0.019095823168754578, 0.01492650993168354, 0.2490578442811966]"
27,"[1.1889294385910034, -0.3758193850517273, 0.998809814453125, 1.5707963705062866, 1.5707963705062866, 1.8162462711334229, 0.504392683506012, -58.31257247924805, 0.3404092490673065, 0.11843117326498032, -11.24680233001709]",5,5.0,"[1.1836578005233998, -0.3720967095186723, 0.9260859844141957, 1.5707963267948966, 1.5707963267948966, 1.8366370281612827, 0.518403265755254, -59.07818906939582, 0.3404092367564821, 0.1184311743503303, -11.246802071550915]","[0.07046493142843246, 0.00511975446715951, 0.05484452098608017, 0.10453258454799652, 0.40560388565063477, 0.017123525962233543, 0.06495696306228638, 0.017040112987160683, 0.013116315007209778, 0.2471974641084671]"
28,"[1.1836577653884888, -0.3720967173576355, 0.9260860085487366, 1.5707963705062866, 1.5707963705062866, 1.836637020111084, 0.5184032917022705, -59.078189849853516, 0.3404092490673065, 0.11843117326498032, -11.24680233001709]",1,5.0,"[1.1733958612508857, -0.3720684179946101, 0.9243005255861968, 1.5707963267948966, 1.5707963267948966, 1.6856876711777955, 0.4674211382895987, -54.11135717143617, 0.3404092367564821, 0.1184311743503303, -11.246802071550915]","[0.06930624693632126, 0.0048967283219099045, 0.054075516760349274, 0.10335015505552292, 0.4121021628379822, 0.016441866755485535, 0.06373281031847, 0.016528768464922905, 0.012663187459111214, 0.24690259993076324]"
29,"[1.1733958721160889, -0.3720684051513672, 0.9243005514144897, 1.5707963705062866, 1.5707963705062866, 1.6856876611709595, 0.46742114424705505, -54.111358642578125, 0.3404092490673065, 0.11843117326498032, -11.24680233001709]",5,100.0,"[1.1778479459925482, -0.3727673101457176, 0.8928534325067524, 1.5707963267948966, 1.5707963267948966, 1.909137332199748, 0.5291445316696186, -61.28105127333288, 0.2517679644482129, 0.1020347399165544, -8.51013118630351]","[0.07640163600444794, 0.006629595998674631, 0.05980830639600754, 0.10962164402008057, 0.369111567735672, 0.0207968782633543, 0.07152511179447174, 0.020099351182579994, 0.0157888513058424, 0.2502170205116272]"
