,state,action,reward,next_state,distribution
404,"[-0.04902784898877144, -0.0457451194524765, 0.008704393170773983, -0.22885829210281372, -1.001065969467163, 0.06593098491430283, 0.11037711799144745, -0.02474076859652996, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",6,2.0,"[-0.04749750229126892, -0.0453628634286769, 0.011484853836929432, -0.03622998807447697, -1.0010660133843743, 0.05859307808736214, 0.1073980504628474, -0.021170241927145672, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09635922312736511, 0.10417375713586807, 0.10767855495214462, 0.09101325273513794, 0.1028764471411705, 0.08561157435178757, 0.11095388233661652, 0.09961219131946564, 0.0988282859325409, 0.10289284586906433]"
405,"[-0.04749750345945358, -0.045362863689661026, 0.01148485392332077, -0.03622998669743538, -1.001065969467163, 0.05859307944774628, 0.10739804804325104, -0.02117024175822735, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",1,0.0,"[-0.24414179937860858, -0.044509542581052663, 0.015560657686683577, -0.038440800084190485, -1.0010660088118257, 0.032157325694821715, 0.10489439554052438, -0.06206624181398168, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09685233980417252, 0.10457815229892731, 0.10854098945856094, 0.08967393636703491, 0.10339982807636261, 0.08602535724639893, 0.11000341922044754, 0.09869641810655594, 0.09879551082849503, 0.10343403369188309]"
406,"[-0.24414180219173431, -0.04450954124331474, 0.01556065771728754, -0.038440801203250885, -1.001065969467163, 0.03215732425451279, 0.10489439219236374, -0.06206624209880829, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[-0.2427139173902395, -0.043775891378356135, 0.018533544505815236, -0.03965606668063071, -1.201066007835606, 0.030983967119461345, 0.1033291115007055, -0.06267919739310712, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09642168134450912, 0.10593166947364807, 0.10721802711486816, 0.09042590856552124, 0.1038813665509224, 0.08540502190589905, 0.10979705303907394, 0.09916029125452042, 0.09892045706510544, 0.10283853858709335]"
407,"[-0.24271391332149506, -0.04377589002251625, 0.01853354461491108, -0.03965606540441513, -1.201066017150879, 0.03098396770656109, 0.1033291146159172, -0.06267919391393661, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",5,0.0,"[-0.24112657214591593, -0.04284845311855534, 0.0127661542808859, -0.040265681719853674, -1.2010660064250782, 0.030527378631037688, 0.10326422386665407, -0.06254725030652819, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.0959615707397461, 0.10587500780820847, 0.1078488901257515, 0.08995180577039719, 0.10375209897756577, 0.08470291644334793, 0.11021466553211212, 0.09919673204421997, 0.09861227124929428, 0.10388407111167908]"
408,"[-0.24112656712532043, -0.04284845292568207, 0.012766154482960701, -0.040265683084726334, -1.201066017150879, 0.030527379363775253, 0.1032642275094986, -0.06254725158214569, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[-0.23957165688282878, -0.042150115598684756, 0.015699006756552336, -0.04059968639730194, -1.3992660054531445, 0.029560857023847226, 0.10203182572348463, -0.06208848559965374, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09593676030635834, 0.10586442798376083, 0.10783253610134125, 0.08996269851922989, 0.10374028980731964, 0.08474767208099365, 0.11020433902740479, 0.09919276088476181, 0.09862099587917328, 0.10389754176139832]"
409,"[-0.23957166075706482, -0.042150117456912994, 0.015699006617069244, -0.04059968516230583, -1.399266004562378, 0.029560856521129608, 0.10203182697296143, -0.062088485807180405, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",2,2.0,"[-0.2378494041770347, 0.0535393501728203, 0.008698435044733444, -0.04087848860974752, -1.4010660052812813, 0.013663916029013623, 0.07557609691956663, -0.053075876462202576, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09545501321554184, 0.10580810904502869, 0.10853537917137146, 0.08938095718622208, 0.10364483296871185, 0.08404649794101715, 0.1107487604022026, 0.09895598143339157, 0.09840422868728638, 0.10502023249864578]"
410,"[-0.2378493994474411, 0.053539350628852844, 0.008698435500264168, -0.04087848961353302, -1.4010660648345947, 0.013663915917277336, 0.07557609677314758, -0.0530758760869503, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",7,3.0,"[-0.2361781583846545, 0.07385704727727482, 0.023627264713383056, -0.2403754319192517, -1.4010660004325786, 0.0064164561252533225, 0.06692064097636141, -0.04790929740901295, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09563010185956955, 0.10525068640708923, 0.1085904911160469, 0.08952279388904572, 0.1035795509815216, 0.08455502986907959, 0.11042781919240952, 0.09841854125261307, 0.09873763471841812, 0.10528743267059326]"
411,"[-0.23617815971374512, 0.07385704666376114, 0.0236272644251585, -0.24037542939186096, -1.4010659456253052, 0.0064164563082158566, 0.06692063808441162, -0.04790929704904556, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",3,-2.0,"[-0.2346426797674992, -0.007967125418278265, 0.038276203343538207, -0.24039386932419315, -1.401065983329782, 0.018356282501701626, 0.08709021062090988, -0.05456625692071737, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09501677006483078, 0.1047259271144867, 0.10817931592464447, 0.09073883295059204, 0.10275302827358246, 0.0844258964061737, 0.1111738383769989, 0.09944087266921997, 0.09854424744844437, 0.10500124841928482]"
412,"[-0.23464268445968628, -0.007967125624418259, 0.038276202976703644, -0.24039386212825775, -1.4010659456253052, 0.018356282263994217, 0.08709020912647247, -0.05456625670194626, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",2,2.0,"[-0.23301899286225947, 0.03758335693964998, 0.02656503848438163, -0.24072569699215762, -1.4010659900454447, 0.013673215390529112, 0.07548743303667854, -0.05196622748511914, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09486697614192963, 0.10509582608938217, 0.10820464044809341, 0.09061717987060547, 0.10291485488414764, 0.08398470282554626, 0.11145494133234024, 0.09978563338518143, 0.098347969353199, 0.10472723096609116]"
413,"[-0.23301899433135986, 0.0375833585858345, 0.026565037667751312, -0.24072569608688354, -1.4010659456253052, 0.013673215173184872, 0.07548743486404419, -0.05196622759103775, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",3,0.0,"[-0.2313730792024442, 0.03684633402850945, 0.04136089771845608, -0.24060544249262872, -1.401065972652277, 0.010747125827995876, 0.07376197109090399, -0.049054367086924455, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09492632746696472, 0.10489045828580856, 0.10817363113164902, 0.09069298207759857, 0.10281705111265182, 0.0842507928609848, 0.11128938943147659, 0.09958989918231964, 0.0984601303935051, 0.10490939766168594]"
