,cumulative_reward,succeed,actor_loss,critic_loss,average_reward
0,5.0,False,-0.8552565574645996,9.61865520477295,0.125
1,-6.0,False,-11.205954551696777,35.041996002197266,-0.15
2,141.0,True,246.04173278808594,11512.3896484375,3.525
3,2.0,False,3.8065953254699707,28.404325485229492,0.05
4,17.0,False,32.594539642333984,215.0220184326172,0.425
5,27.0,False,28.352920532226562,202.58660888671875,0.675
6,31.0,False,31.848371505737305,283.5931701660156,0.775
7,10.0,False,10.303120613098145,35.278846740722656,0.25
8,32.0,False,28.374963760375977,270.88525390625,0.8
9,-2.0,False,8.818392753601074,27.910507202148438,-0.05
10,-12.0,False,-11.540862083435059,31.60791015625,-0.3
11,18.0,False,15.9192533493042,59.921688079833984,0.45
12,21.0,False,22.047941207885742,121.0685043334961,0.525
13,4.0,False,9.063170433044434,32.24165725708008,0.1
14,8.0,False,2.0726869106292725,15.067756652832031,0.2
15,19.0,False,19.653461456298828,86.41383361816406,0.475
16,14.0,False,16.665647506713867,86.4848861694336,0.35
17,28.0,False,22.979175567626953,174.74851989746094,0.7
18,6.0,False,-2.6527767181396484,15.899157524108887,0.15
19,4.0,False,4.525944709777832,6.766964912414551,0.1
20,36.0,False,23.450639724731445,253.5164794921875,0.9
21,4.0,False,0.8172189593315125,4.934582710266113,0.1
22,7.0,False,3.7585256099700928,30.511255264282227,0.175
23,23.0,False,27.107465744018555,217.5422821044922,0.575
24,1.0,False,-9.79387092590332,38.380184173583984,0.025
25,4.0,False,-9.59057903289795,39.97481155395508,0.1
26,1.0,False,-12.097854614257812,41.4871940612793,0.025
27,137.0,True,225.60659790039062,10133.26953125,3.425
28,27.0,False,13.126936912536621,131.23965454101562,0.675
29,34.0,False,21.96779441833496,202.02731323242188,0.85
30,46.0,False,31.094898223876953,414.2332458496094,1.15
31,20.0,False,18.92464256286621,103.28407287597656,0.5
32,133.0,True,234.44488525390625,11726.25,3.325
33,46.0,False,33.26088333129883,417.703857421875,1.15
34,146.0,True,229.61839294433594,10806.650390625,3.65
35,139.0,True,221.26953125,11845.7685546875,3.475
36,23.0,False,16.10915184020996,117.82966613769531,0.575
37,0.0,False,0.19459810853004456,11.906188011169434,0.0
38,36.0,False,23.15373420715332,212.1209259033203,0.9
39,132.0,True,230.07308959960938,11300.8583984375,3.3
40,-18.0,False,-22.003957748413086,128.66493225097656,-0.45
41,24.0,False,31.670988082885742,233.4224395751953,0.6
42,22.0,False,-8.300719261169434,103.87371826171875,0.55
43,134.0,True,207.03123474121094,11494.2958984375,3.35
44,0.0,False,-12.158225059509277,42.05991744995117,0.0
45,37.0,False,45.15348434448242,414.9462890625,0.925
46,18.0,False,1.8399330377578735,42.461822509765625,0.45
47,133.0,True,212.6171112060547,11102.2001953125,3.325
48,-7.0,False,-20.445894241333008,129.78103637695312,-0.175
49,36.0,False,21.780685424804688,227.9606170654297,0.9
50,137.0,True,198.78842163085938,10847.51953125,3.425
51,29.0,False,32.715065002441406,299.13555908203125,0.725
52,9.0,False,4.968019962310791,17.844106674194336,0.225
53,145.0,True,202.12728881835938,10070.3251953125,3.625
54,6.0,False,11.536975860595703,41.744667053222656,0.15
55,143.0,True,200.04763793945312,10948.220703125,3.575
56,37.0,False,15.08330249786377,253.81936645507812,0.925
57,10.0,False,-9.689558982849121,62.289031982421875,0.25
58,139.0,True,222.1395263671875,10815.4638671875,3.475
59,145.0,True,207.64637756347656,10715.4814453125,3.625
60,139.0,True,214.66311645507812,12435.46484375,3.475
61,23.0,False,6.537451267242432,98.21685791015625,0.575
62,131.0,True,190.42501831054688,10776.85546875,3.275
63,-17.0,False,-23.87396240234375,221.1359100341797,-0.425
64,48.0,False,33.12424850463867,442.38134765625,1.2
65,-5.0,False,-13.992138862609863,60.7813720703125,-0.125
66,144.0,True,193.21128845214844,9712.9580078125,3.6
67,25.0,False,1.4038513898849487,94.62002563476562,0.625
68,145.0,True,178.4821319580078,10027.7421875,3.625
69,141.0,True,239.1126708984375,12051.28125,3.525
70,19.0,False,-1.122139811515808,90.29364013671875,0.475
71,15.0,False,4.246764659881592,76.816162109375,0.375
72,34.0,False,27.997236251831055,341.3661193847656,0.85
73,141.0,True,181.88131713867188,10231.2138671875,3.525
74,-13.0,False,-14.581219673156738,131.4610595703125,-0.325
75,136.0,True,173.4609832763672,11335.1044921875,3.4
76,7.0,False,-4.78642463684082,39.49504470825195,0.175
77,143.0,True,206.87313842773438,10483.7158203125,3.575
78,130.0,True,214.60096740722656,10348.7587890625,3.25
79,29.0,False,10.823509216308594,209.8959503173828,0.725
80,135.0,True,164.98114013671875,10740.0576171875,3.375
81,-16.0,False,-14.09167766571045,87.7923812866211,-0.4
82,130.0,True,202.27610778808594,10982.59765625,3.25
83,136.0,True,183.9295654296875,10818.490234375,3.4
84,129.0,True,163.7503204345703,10457.4775390625,3.225
85,133.0,True,168.8852081298828,10834.359375,3.325
86,56.0,False,40.587074279785156,837.2254028320312,1.4
87,-2.0,False,-12.730377197265625,68.26930236816406,-0.05
88,128.0,True,174.86497497558594,10895.9306640625,3.2
89,21.0,False,4.472463130950928,69.4951400756836,0.525
90,135.0,True,200.02210998535156,10827.0556640625,3.375
91,141.0,True,180.06845092773438,12096.1171875,3.525
92,146.0,True,143.15567016601562,9297.67578125,3.65
93,137.0,True,146.1117401123047,10425.892578125,3.425
94,143.0,True,155.92111206054688,9770.01171875,3.575
95,143.0,True,182.5052032470703,8940.439453125,3.575
96,19.0,False,6.302521228790283,45.01347732543945,0.475
97,141.0,True,147.19183349609375,12259.8935546875,3.525
