,state,action,reward,next_state
164,"0.30626476,0.10355195",2,-0.7961486345958207,"0.3052463983083276,0.10355194599305517"
165,"0.3052464,0.10355195",8,-0.805934424386805,"0.3101392932038197,0.10355194599305517"
166,"0.3101393,0.10355195",4,-0.8390634964299138,"0.32670382922537416,0.10355194599305517"
167,"0.32670382,0.10355195",4,-0.8693022079677464,"0.34182318499429043,0.10355194599305517"
168,"0.3418232,0.10355195",1,-0.8951317436757658,"0.3547379528483001,0.10355194599305517"
169,"0.35473797,0.10355195",1,-0.921508143610439,"0.36792615281563673,0.10355194599305517"
170,"0.36792615,0.10355195",9,-0.9487043239317611,"0.3815242429762978,0.10355194599305517"
171,"0.38152424,0.10355195",4,-0.9775729774801951,"0.39590328518103785,0.10355194599305517"
172,"0.3959033,0.10355195",9,-1.0034640030475017,"0.40890408253416816,0.10355194599305517"
173,"0.40890408,0.10355195",7,-1.024305928790684,"0.4193250454057592,0.10355194599305517"
174,"0.41932505,0.10355195",7,-1.035124733578874,"0.4247230355631915,0.10355194599305517"
175,"0.42472303,0.10355195",2,-1.0647227668476302,"0.4395334644342324,0.10355194599305517"
176,"0.43953347,0.10355195",9,-1.077814955687985,"0.44607955885440975,0.10355194599305517"
177,"0.44607955,0.10355195",1,-1.0937594846524554,"0.45405182333664496,0.10355194599305517"
178,"0.45405182,0.10355195",1,-1.1100467316437228,"0.4621954468322787,0.10355194599305517"
179,"0.46219546,0.10355195",2,-1.1256795120494234,"0.47001183703512894,0.10355194599305517"
180,"0.13251132,0.10344201",7,-0.4653915843221618,"0.13987138481450914,0.1035496048977145"
181,"0.13987139,0.10354961",5,-0.4297286383679231,"0.12203640019437877,0.10355194599305517"
182,"0.1220364,0.10355195",8,-0.4046219237368762,"0.10948304287885535,0.10355194599305517"
183,"0.10948304,0.10355195",6,-0.4016690836889104,"0.10800662285487242,0.10355194599305517"
184,"0.10800663,0.10355195",0,-0.39860180067790285,"0.10647298134936864,0.10355194599305517"
185,"0.106472984,0.10355195",2,-0.3972779908184959,"0.10581107641966521,0.10355194599305517"
186,"0.105811074,0.10355195",1,-0.3973556668358941,"0.10584991442836426,0.10355194599305517"
187,"0.105849914,0.10355195",1,-0.4095789846857356,"0.11196157335328503,0.10355194599305517"
188,"0.11196157,0.10355195",7,-0.4335445236900465,"0.1239443428554405,0.10355194599305517"
189,"0.12394434,0.10355195",7,-0.4568120577246497,"0.1355781098727421,0.10355194599305517"
190,"0.13557811,0.10355195",6,-0.47980178602277324,"0.14692712729169657,0.10355194599305517"
191,"0.14692713,0.10355195",2,-0.5025022851312918,"0.15842322357606314,0.10355194599305517"
192,"0.15842323,0.10355195",3,-0.5302476260624079,"0.17229589404162118,0.10355194599305517"
193,"0.1722959,0.10355195",5,-0.580421781717333,"0.19738297186908377,0.10355194599305517"
194,"0.19738297,0.10355195",6,-0.6204706015996748,"0.21740738181025462,0.10355194599305517"
195,"0.21740738,0.10355195",5,-0.6439080874843313,"0.22912612475258284,0.10355194599305517"
196,"0.22912613,0.10355195",0,-0.6320248344047407,"0.22318449821278755,0.10355194599305517"
197,"0.2231845,0.10355195",1,-0.6271750856051802,"0.22075962381300732,0.10355194599305517"
198,"0.22075963,0.10355195",8,-0.6491434444693959,"0.23174380324511515,0.10355194599305517"
199,"0.2317438,0.10355195",5,-0.6699547036858127,"0.24213286995356145,0.10355194599305517"
200,"0.24213287,0.10355195",8,-0.6889511196266057,"0.25163097622135006,0.10355194599305517"
201,"0.25163096,0.10355195",9,-0.7024439542763847,"0.2583940581486096,0.10355194599305517"
202,"0.25839406,0.10355195",9,-0.706945409034332,"0.26064478552758324,0.10355194599305517"
203,"0.2606448,0.10355195",2,-0.6719169706903348,"0.24313056635558467,0.10355194599305517"
204,"0.24313056,0.10355195",5,-0.6636119094693846,"0.23897803574510953,0.10355194599305517"
205,"0.23897803,0.10355195",5,-0.6646285889387717,"0.2394863754798031,0.10355194599305517"
206,"0.23948638,0.10355195",1,-0.674321834358044,"0.24433299818943927,0.10355194599305517"
207,"0.244333,0.10355195",5,-0.6939490569470967,"0.2541466094839656,0.10355194599305517"
208,"0.2541466,0.10355195",2,-0.7127122611031251,"0.2635282115619798,0.10355194599305517"
209,"0.2635282,0.10355195",5,-0.7314994123137004,"0.27292178716726745,0.10355194599305517"
210,"0.13339855,0.10344201",5,-0.4462797979824692,"0.13031196258892716,0.1035519576015383"
211,"0.13031197,0.103551954",8,-0.4352211169313107,"0.12478263947607257,0.10355194599305517"
212,"0.12478264,0.10355195",4,-0.4190225638678441,"0.11668336294433929,0.10355194599305517"
213,"0.116683364,0.10355195",7,-0.40256753578561166,"0.10846726113174979,0.10355194599305517"
214,"0.10846726,0.10355195",1,-0.4146835045789746,"0.11451383329990455,0.10355194599305517"
215,"0.11451384,0.10355195",6,-0.4382580274906145,"0.12614921368707188,0.10355194599305517"
216,"0.1261492,0.10355195",6,-0.4632174807412779,"0.13878082138105616,0.10355194599305517"
217,"0.13878082,0.10355195",5,-0.4813848890186605,"0.14771332520232922,0.10355194599305517"
218,"0.14771332,0.10355195",8,-0.4994498239265578,"0.1568969929736961,0.10355194599305517"
219,"0.156897,0.10355195",4,-0.5143856795055718,"0.1643649207632031,0.10355194599305517"
220,"0.16436492,0.10355195",7,-0.5306689057331019,"0.17246918656829932,0.10355194599305517"
221,"0.17246918,0.10355195",5,-0.5510784100911732,"0.18271128605600384,0.10355194599305517"
222,"0.18271129,0.10355195",5,-0.5708863455404661,"0.1926152537806503,0.10355194599305517"
223,"0.19261526,0.10355195",2,-0.5891071559408549,"0.2017256589808447,0.10355194599305517"
224,"0.20172566,0.10355195",0,-0.5665641890964229,"0.19045417555862867,0.10355194599305517"
225,"0.19045417,0.10355195",3,-0.5221251504530564,"0.16823465623694545,0.10355194599305517"
226,"0.16823466,0.10355195",8,-0.5086681163997503,"0.16150613921029236,0.10355194599305517"
227,"0.16150615,0.10355195",8,-0.5095300269422997,"0.16193709448156704,0.10355194599305517"
228,"0.16193709,0.10355195",4,-0.4990191887233949,"0.1566816753721147,0.10355194599305517"
229,"0.15668167,0.10355195",7,-0.49737479555036834,"0.15586236398921613,0.10355194599305517"
230,"0.15586236,0.10355195",9,-0.49674367118016627,"0.15554391660050035,0.10355194599305517"
231,"0.15554392,0.10355195",7,-0.4962034520803633,"0.15527380705059887,0.10355194599305517"
232,"0.15527381,0.10355195",7,-0.4956325341811133,"0.1549878727658009,0.10355194599305517"
233,"0.15498787,0.10355195",3,-0.5283615637814703,"0.17135286290115237,0.10355194599305517"
234,"0.17135286,0.10355195",6,-0.5847504984339611,"0.1995473302273978,0.10355194599305517"
235,"0.19954734,0.10355195",0,-0.6315494968229729,"0.22285627429849023,0.10355194599305517"
236,"0.22285627,0.10355195",6,-0.6727160703504524,"0.24353011618564346,0.10355194599305517"
237,"0.24353011,0.10355195",4,-0.6806400446401771,"0.2474921033305058,0.10355194599305517"
238,"0.2474921,0.10355195",4,-0.6818795916972601,"0.24811187685904726,0.10355194599305517"
239,"0.24811187,0.10355195",4,-0.6824722676089501,"0.24840821481489225,0.10355194599305517"
240,"0.13268451,0.10344201",3,-0.45932731327700893,"0.13684274646927133,0.10354727344615543"
241,"0.13684274,0.103547275",5,-0.4898908605338942,"0.1521175112773643,0.10355194599305517"
242,"0.1521175,0.10355195",3,-0.5340724385120849,"0.17420830026645964,0.10355194599305517"
243,"0.1742083,0.10355195",1,-0.5964148810084065,"0.20523293903647216,0.10355194599305517"
244,"0.20523293,0.10355195",8,-0.6667525321610069,"0.24005082512385134,0.10355194599305517"
245,"0.24005082,0.10355195",2,-0.6617350070604021,"0.23803958454061827,0.10355194599305517"
246,"0.23803958,0.10355195",1,-0.6846592266116496,"0.24950169431624203,0.10355194599305517"
247,"0.24950169,0.10355195",8,-0.7104365538922963,"0.2623903579565654,0.10355194599305517"
248,"0.26239035,0.10355195",1,-0.7369138045153311,"0.2756289832680828,0.10355194599305517"
249,"0.27562898,0.10355195",9,-0.7642913039774464,"0.28930095484528573,0.10355194599305517"
250,"0.28930095,0.10355195",6,-0.7848853365100218,"0.29961474926542814,0.10355194599305517"
