,reward,succeeds
0,-12.611966434399816,False
1,-20.271810288325113,False
2,-13.134007525671228,False
3,-15.123357733674487,False
4,-14.844545124067242,False
5,-14.644234115948843,False
6,-14.953317682644146,False
7,-23.780917022025225,False
8,-16.75207466319831,False
9,-14.159704011792723,False
10,-18.794279332884624,False
11,-15.131612370339607,False
12,-14.492099717599794,False
13,-15.5428927293604,False
14,-14.97070811444345,False
15,-9.867964140623748,False
16,-13.286492050595184,False
17,-20.81625748521994,False
18,-13.757876847229145,False
19,-15.568806723959547,False
20,-21.866925984496525,False
21,-20.099930266176198,False
22,-17.402981270163593,False
23,-15.115747933576452,False
24,-16.73276629403114,False
25,-15.569776646493768,False
26,-16.541938800198473,False
27,-19.589131353320052,False
28,-20.02754532844861,False
29,-17.652376957551933,False
30,-14.94324368920532,False
31,-18.070801156599423,False
32,-12.979027312095889,False
33,-12.336111546047055,False
34,-12.078404697773088,False
35,-10.37864757079554,False
36,-12.531698706998561,False
37,-12.014870717168794,False
38,-12.854298614692556,False
39,-15.126267786693825,False
40,-13.886505179445978,False
41,-14.763887918450155,False
42,-20.90944598841215,False
43,-16.845869573561277,False
44,-17.32328371420258,False
45,-19.313413709470897,False
46,-17.684305084967,False
47,-20.96825953464849,False
48,-21.277138947721834,False
49,-18.143960832165384,False
50,-12.308823915770073,False
51,-21.996574972470327,False
52,-12.54327082494463,False
53,-12.507560294699218,False
54,-19.6561724090417,False
55,-20.97558752269745,False
56,-12.554138919947524,False
57,-21.6551877278914,False
58,-18.46144978747991,False
59,-19.137043850870835,False
60,-20.22315749171159,False
61,-19.466804735348134,False
62,-18.903054039051298,False
63,-21.872697638615094,False
64,-20.72235417154862,False
65,-14.521037698194265,False
66,-15.077241703492568,False
67,-14.497958929678868,False
68,-12.64118609140096,False
69,-14.509776778461154,False
70,-19.16434698507119,False
71,-13.866359056718508,False
72,-20.198022902309088,False
73,-21.048685271048825,False
74,-22.951425765000252,False
75,-12.751224646723996,False
76,-17.482222226516225,False
77,-20.562682077548246,False
78,-18.865017610865472,False
79,-19.872163249577522,False
80,-17.63878163001653,False
81,-21.286399917855892,False
82,-18.175043908467373,False
83,-14.13074984408896,False
84,-15.783364070944511,False
85,-14.787747371773062,False
86,-16.093038390965262,False
87,-14.986948320191283,False
88,-15.490140198544825,False
89,-16.828844195433557,False
90,-17.744048537220543,False
91,-17.496791624288612,False
92,-15.753572059544254,False
93,-13.50236801166448,False
94,-21.288060660352016,False
95,-14.770147617525126,False
96,-12.852802376175193,False
97,-14.256812118550547,False
98,-14.317177392176529,False
99,-14.92785118780425,False
100,-18.727733781210702,False
101,-21.079452485528584,False
102,-12.34642194735824,False
103,-14.73741446715483,False
104,-13.98376874990389,False
105,-13.835033487599699,False
106,-16.364021376597297,False
107,-15.177392973958707,False
108,-15.05137259576972,False
109,-15.025295980762989,False
110,-20.88181653230779,False
111,-17.375441665614467,False
112,-15.895664774025322,False
113,-18.413960300077406,False
114,-15.25798984483987,False
115,-16.110931140423766,False
116,-15.278769592109281,False
117,-21.300287276682617,False
118,-20.05003174022398,False
119,-20.049364933682444,False
120,-22.333082491418082,False
121,-20.842812461833507,False
122,-21.695751097905926,False
123,-19.271561135549636,False
124,-18.82717099100606,False
125,-21.060052021944152,False
126,-24.75441071151709,False
127,-18.7541526091058,False
128,-16.919527140102893,False
129,-20.716423588145478,False
130,-17.31257646140875,False
131,-15.459342784719968,False
132,-15.385695939500952,False
133,-14.401548716066026,False
134,-13.661834709355595,False
135,-13.106760447818706,False
136,-13.639118609176856,False
137,-14.591645039090105,False
138,-12.285340301862389,False
