,reward,succeed,actor_loss,critic_loss
0,-27.597988544907178,False,-32.07200241088867,254.41000366210938
1,-12.908891181903023,False,-10.461000442504883,39.58500289916992
2,-14.623802669943933,False,-9.362465858459473,47.215843200683594
3,-21.031533085941998,False,-11.406669616699219,96.16249084472656
4,-22.468696730220096,False,-8.563822746276855,75.25140380859375
5,-17.594116610198334,False,-2.694979429244995,14.4114990234375
6,-14.381907002133781,False,1.5737351179122925,8.677860260009766
7,-14.958590918362487,False,2.0112357139587402,28.836368560791016
8,-14.987179319873864,False,1.4163023233413696,36.28217697143555
9,-14.99607559213222,False,0.04965198412537575,26.508766174316406
10,-14.97351849360853,False,0.9886776208877563,12.885185241699219
11,-14.976404917359002,False,0.0014742463827133179,3.416271209716797
12,-14.987571874274133,False,9.197869803756475e-05,0.10418381541967392
13,-14.980349601777283,False,-0.00016963653615675867,1.1947319507598877
14,-14.964681309257315,False,-0.00017958514217752963,4.193702220916748
15,-14.944198094681587,False,-0.000143526223837398,7.3652424812316895
16,-14.953844747345686,False,-0.00010999923688359559,9.91911792755127
17,-14.94746102592819,False,-8.372683078050613e-05,11.31389045715332
18,-14.945359543472513,False,-6.606971874134615e-05,11.559320449829102
19,-14.943882461339552,False,-5.4315485613187775e-05,10.745612144470215
20,-14.990706289453893,False,-4.7422883653780445e-05,9.2212553024292
21,-14.934987752684236,False,-4.268850898370147e-05,6.761737823486328
22,-14.965026914286911,False,-4.1125291318167e-05,4.356098651885986
23,-14.948263471307367,False,-3.9229482354130596e-05,2.0833206176757812
24,-14.94699298740336,False,-3.140047920169309e-05,0.5491389036178589
25,-14.963579222770965,False,6.468973424489377e-06,0.04983760416507721
26,-15.001241163160742,False,0.0001427497190888971,0.5912827849388123
27,-14.948927389690285,False,0.0001779689046088606,1.9282877445220947
28,-14.949473673410916,False,0.00011976273526670411,3.1792938709259033
29,-14.938439471862951,False,6.402923463610932e-05,3.783540964126587
30,-14.955674324644178,False,3.0540039006154984e-05,3.3640198707580566
31,-14.986782289401601,False,1.353645075141685e-05,2.268568515777588
32,-14.935709763489857,False,5.537869128602324e-06,1.1908975839614868
33,-14.989103252793,False,1.6790835388746927e-06,0.31063002347946167
34,-15.002751916751535,False,6.653609574414077e-08,0.04341087490320206
35,-14.978678559889552,False,-4.869359599979362e-07,0.22949478030204773
36,-14.98120166472786,False,-6.354586616907909e-07,0.6649417877197266
37,-14.952516193780657,False,-5.725966616410005e-07,1.0830981731414795
38,-14.972900653680467,False,-4.804269337910227e-07,1.4089009761810303
39,-14.944373137209151,False,-3.3995198123193404e-07,1.4439128637313843
40,-14.946001728579898,False,-2.9370519882832014e-07,1.2759602069854736
41,-14.953222477408504,False,-1.7021440612552396e-07,0.9540721774101257
42,-14.947144030028918,False,-9.958184676861492e-08,0.5638792514801025
43,-14.98623322831897,False,-4.6866105662957125e-08,0.24975252151489258
44,-14.997979804189654,False,-1.5367415784339755e-08,0.06538853049278259
45,-14.94545046343999,False,1.9817212759676295e-08,0.06689532846212387
46,-14.963076220896491,False,4.5763449918467813e-08,0.20947228372097015
47,-14.96070943704134,False,6.625728588005586e-08,0.40556252002716064
48,-14.90489626677378,False,8.000647966355245e-08,0.5783894062042236
49,-14.977651633197345,False,7.459151163402566e-08,0.5067925453186035
50,-14.944372445962927,False,6.726187962158292e-08,0.4167998135089874
51,-14.972622461669651,False,4.832064348647691e-08,0.22918887436389923
52,-14.967665784843105,False,2.6790747398308667e-08,0.09296136349439621
53,-14.966642188939886,False,5.539430247836208e-09,0.03716263920068741
54,-14.968754738794344,False,-1.562659157627877e-08,0.062284521758556366
55,-14.971638819112949,False,-3.22732276458737e-08,0.13741649687290192
56,-14.993693687758258,False,-4.4917573660541166e-08,0.227076917886734
57,-14.937573423563384,False,-4.681893273073001e-08,0.24181607365608215
58,-14.967599042140963,False,-4.771927208935267e-08,0.2496054768562317
59,-14.9689558473322,False,-4.244570206424214e-08,0.2060232013463974
60,-15.001626779967472,False,-3.430232453638382e-08,0.14853815734386444
61,-14.987392077091785,False,-2.0313430937335397e-08,0.07679025083780289
62,-14.957154655050537,False,-3.3979186131460892e-09,0.036309029906988144
63,-14.9902630628928,False,8.335323542496553e-09,0.03845897316932678
64,-14.923748387036406,False,2.4137221998898895e-08,0.079143226146698
65,-14.942837174692047,False,3.054740105312703e-08,0.10857447236776352
66,-14.937834902601798,False,3.372628754050311e-08,0.1251993477344513
67,-14.94967681581001,False,3.054106656463773e-08,0.10862492769956589
68,-15.00936280574907,False,2.071377736001523e-08,0.0665556788444519
69,-14.939017159467797,False,1.7228394710855355e-08,0.054662253707647324
70,-14.945856984960548,False,6.995410029020377e-09,0.0348622091114521
71,-14.984039522469994,False,-5.590862439674993e-09,0.036817580461502075
72,-14.9452154500901,False,-1.102435032152016e-08,0.04508044943213463
73,-14.927941015277067,False,-1.541167904406393e-08,0.05558549612760544
74,-14.939333002744178,False,-1.9611301027566697e-08,0.07005532085895538
75,-14.978685245272805,False,-2.2206606331565126e-08,0.0804344043135643
76,-14.982234342596751,False,-1.9585273847155804e-08,0.07004483789205551
77,-14.954824379613367,False,-1.3130089904223041e-08,0.049167126417160034
78,-14.967729342237032,False,-7.45531192336557e-09,0.03733908757567406
79,-15.008960268090027,False,-3.096087608511766e-09,0.03276613727211952
80,-14.961790810321283,False,6.7878787035624555e-09,0.03315979987382889
81,-14.980530676255412,False,9.854558058464136e-09,0.03745638579130173
82,-14.992098917587493,False,1.2837975127411028e-08,0.04254178702831268
83,-14.959423051472442,False,1.629898171984223e-08,0.04946279153227806
84,-14.976852089518923,False,1.3265755605118557e-08,0.04281202331185341
85,-14.932955248800857,False,1.2309255836839839e-08,0.04069367051124573
86,-14.963978317718736,False,5.962890625710315e-09,0.03142040595412254
87,-14.962591268328747,False,7.078664043813632e-12,0.029533684253692627
88,-14.982220507706982,False,-5.6607718512680094e-09,0.033410653471946716
89,-14.99787798023489,False,-1.0088752944170665e-08,0.04016922041773796
90,-14.940295012835508,False,-7.968372628397447e-09,0.035630062222480774
91,-14.964129296484508,False,-1.0159133090326122e-08,0.03989078849554062
92,-14.93764827213829,False,-7.019936187901976e-09,0.03370261192321777
93,-14.973590314342621,False,-6.722455481167344e-09,0.033502787351608276
94,-15.00669111205367,False,-6.361234650142933e-09,0.03324928879737854
95,-14.930948006338243,False,2.0435442227295653e-09,0.027989285066723824
96,-14.967545195451388,False,2.854980252209316e-09,0.028311388567090034
97,-14.95834800494489,False,5.58613244550088e-09,0.02978375554084778
98,-14.96942541219181,False,6.074424963031788e-09,0.030115602537989616
99,-14.955511488972244,False,7.097364473906964e-09,0.030736133456230164
100,-15.014104095099384,False,2.4723254554714913e-09,0.027351077646017075
101,-14.968708606180169,False,4.100139339158204e-09,0.028149761259555817
102,-14.964814101986274,False,2.106708585358774e-09,0.027152564376592636
103,-14.99044927610846,False,-1.489161016721141e-09,0.027632523328065872
104,-14.952883595538687,False,-1.032215646290524e-09,0.02733135223388672
105,-14.947593016254352,False,-2.379618058157007e-09,0.027648305520415306
106,-14.962289445299113,False,-3.946677651356367e-09,0.02892281301319599
107,-14.95529885915121,False,-3.6368128508712516e-09,0.02801104076206684
108,-14.949540526472505,False,-2.4206054938247235e-09,0.02729860134422779
109,-14.994582437204365,False,-4.434833833499852e-09,0.028812706470489502
110,-14.948144161104045,False,-2.719386937855006e-10,0.0262115690857172
111,-14.979703937947413,False,-6.038436417554749e-10,0.026275532320141792
112,-14.932709981637286,False,3.4556864036972e-09,0.02625436894595623
113,-14.956308820242384,False,2.675961452425213e-09,0.02612879127264023
114,-14.968887973246364,False,2.0502137765276984e-09,0.025808876380324364
115,-14.970875013335235,False,1.6898872301496226e-09,0.025538627058267593
116,-14.961420071349023,False,1.6905693511759523e-09,0.02541937120258808
117,-14.951762681905645,False,1.5454439949991183e-09,0.025292905047535896
118,-14.965081605302943,False,-4.5940118376108785e-10,0.02530796080827713
119,-14.949120171226205,False,-1.3096700113290893e-10,0.02515462413430214
120,-14.956559704495401,False,-1.4490679767220627e-09,0.025365043431520462
121,-15.00934788315386,False,-4.890687854697262e-09,0.027707796543836594
122,-14.982552328553385,False,-3.0455042931976095e-09,0.02609972096979618
123,-14.916457305064407,False,2.157807044156357e-09,0.024429719895124435
124,-14.956547557217627,False,1.6443688077849572e-10,0.024489831179380417
125,-14.946282322149978,False,1.1123426624237709e-09,0.024583326652646065
126,-14.95436391931915,False,9.35824862047241e-10,0.024375542998313904
127,-14.943809986829951,False,1.6100636379690059e-09,0.024314865469932556
128,-14.972502922438885,False,-8.69280258886107e-10,0.024671174585819244
129,-14.976930292099661,False,-1.1108420849836875e-09,0.024335922673344612
130,-14.999966400977248,False,-2.1074211264959786e-09,0.0246387030929327
131,-14.944247959196952,False,1.8442282145869626e-09,0.023742416873574257
132,-14.942602170672986,False,1.7674062213757225e-09,0.0238408874720335
133,-14.952148009146978,False,8.034933829392799e-10,0.023550430312752724
134,-15.012872183318699,False,-3.165678830185925e-09,0.02475053258240223
135,-14.960666008790954,False,-2.7421028989116358e-11,0.02349407598376274
136,-14.946616574454918,False,1.0417506857152148e-09,0.023504946380853653
137,-14.970415063891187,False,-3.405753457030869e-10,0.02347351238131523
138,-14.962971733166995,False,5.78696590647354e-10,0.022974813356995583
139,-14.956044960859497,False,6.884726122535767e-10,0.022845400497317314
140,-14.942757726354884,False,1.2075970223790478e-09,0.023020438849925995
141,-14.978309232237553,False,-1.3294391143503503e-09,0.02301619201898575
142,-14.95821242997208,False,-2.5781132784175043e-10,0.022823577746748924
143,-14.976241775103277,False,-1.500712221158551e-09,0.023090383037924767
144,-14.960053269859003,False,-1.4033492423681793e-10,0.022631332278251648
145,-14.959051440659934,False,-1.96086952231056e-10,0.022573543712496758
146,-14.954348805462129,False,5.339949038507541e-10,0.022416366264224052
147,-14.982255944443228,False,-8.85256590255068e-10,0.022372884675860405
148,-15.005922109037687,False,-2.308783164650663e-09,0.023094138130545616
149,-14.949670315517633,False,1.50406198606845e-09,0.02260587178170681
150,-14.969681143646838,False,7.673258139995198e-10,0.022261232137680054
151,-14.937045556430688,False,2.679962918250567e-09,0.02291254885494709
152,-14.98332298180015,False,-6.481366554567103e-10,0.022485122084617615
153,-14.951690558597521,False,1.0917273751687162e-09,0.022293074056506157
154,-14.914673693171391,False,2.9862503581057354e-09,0.02247188612818718
155,-14.976520215710423,False,-1.7012862230103565e-09,0.022260291501879692
156,-14.944257582881162,False,-6.531838403489587e-10,0.022078625857830048
157,-14.962226668529075,False,-1.6557508697445655e-09,0.021986808627843857
